Magnitude,1 wk TI Prob,1 wk TD Prob,1 wk ETAS Prob,1 wk ETAS/TD Gain,1 wk ETAS Triggered+TD,1 wk ETAS Triggered Only,1 mo TI Prob,1 mo TD Prob,1 mo ETAS Prob,1 mo ETAS/TD Gain,1 mo ETAS Triggered+TD,1 mo ETAS Triggered Only,1 yr TI Prob,1 yr TD Prob,1 yr ETAS Prob,1 yr ETAS/TD Gain,1 yr ETAS Triggered+TD,1 yr ETAS Triggered Only,10 yr TI Prob,10 yr TD Prob,10 yr ETAS Prob,10 yr ETAS/TD Gain,10 yr ETAS Triggered+TD,10 yr ETAS Triggered Only
6.0,1.5166896E-6,1.5393172E-6,0.0,0.0,1.5393172E-6,0.0,6.5000822E-6,6.597063E-6,0.0,0.0,6.597063E-6,0.0,7.913562E-5,8.031738E-5,0.0,0.0,8.031738E-5,0.0,7.910745E-4,8.0299133E-4,1.0E-4,0.124534346,9.02911E-4,1.0E-4
6.1,1.5166896E-6,1.5393172E-6,0.0,0.0,1.5393172E-6,0.0,6.5000822E-6,6.597063E-6,0.0,0.0,6.597063E-6,0.0,7.913562E-5,8.031738E-5,0.0,0.0,8.031738E-5,0.0,7.910745E-4,8.0299133E-4,1.0E-4,0.124534346,9.02911E-4,1.0E-4
6.2,6.473272E-7,6.598762E-7,0.0,0.0,6.598762E-7,0.0,2.7742565E-6,2.8280385E-6,0.0,0.0,2.8280385E-6,0.0,3.377605E-5,3.443096E-5,0.0,0.0,3.443096E-5,0.0,3.3770915E-4,3.4426927E-4,1.0E-4,0.2904703,4.4423484E-4,1.0E-4
6.3,6.473272E-7,6.598762E-7,0.0,0.0,6.598762E-7,0.0,2.7742565E-6,2.8280385E-6,0.0,0.0,2.8280385E-6,0.0,3.377605E-5,3.443096E-5,0.0,0.0,3.443096E-5,0.0,3.3770915E-4,3.4426927E-4,1.0E-4,0.2904703,4.4423484E-4,1.0E-4
6.4,6.473272E-7,6.598762E-7,0.0,0.0,6.598762E-7,0.0,2.7742565E-6,2.8280385E-6,0.0,0.0,2.8280385E-6,0.0,3.377605E-5,3.443096E-5,0.0,0.0,3.443096E-5,0.0,3.3770915E-4,3.4426927E-4,1.0E-4,0.2904703,4.4423484E-4,1.0E-4
6.5,2.7954403E-7,2.8533015E-7,0.0,0.0,2.8533015E-7,0.0,1.1980452E-6,1.2228431E-6,0.0,0.0,1.2228431E-6,0.0,1.4586103E-5,1.4888057E-5,0.0,0.0,1.4888057E-5,0.0,1.4585146E-4,1.4887484E-4,0.0,0.0,1.4887484E-4,0.0
6.6,2.7954403E-7,2.8533015E-7,0.0,0.0,2.8533015E-7,0.0,1.1980452E-6,1.2228431E-6,0.0,0.0,1.2228431E-6,0.0,1.4586103E-5,1.4888057E-5,0.0,0.0,1.4888057E-5,0.0,1.4585146E-4,1.4887484E-4,0.0,0.0,1.4887484E-4,0.0
6.7,1.0777299E-7,1.0879217E-7,0.0,0.0,1.0879217E-7,0.0,4.6188418E-7,4.6625212E-7,0.0,0.0,4.6625212E-7,0.0,5.6234253E-6,5.676609E-6,0.0,0.0,5.676609E-6,0.0,5.623283E-5,5.676507E-5,0.0,0.0,5.676507E-5,0.0
6.8,2.1301874E-8,2.066675E-8,0.0,0.0,2.066675E-8,0.0,9.129375E-8,8.857178E-8,0.0,0.0,8.857178E-8,0.0,1.1115008E-6,1.0783609E-6,0.0,0.0,1.0783609E-6,0.0,1.1114952E-5,1.0783561E-5,0.0,0.0,1.0783561E-5,0.0
6.9,1.8413502E-8,1.775166E-8,0.0,0.0,1.775166E-8,0.0,7.891501E-8,7.6078535E-8,0.0,0.0,7.6078535E-8,0.0,9.607899E-7,9.262558E-7,0.0,0.0,9.262558E-7,0.0,9.607857E-6,9.262522E-6,0.0,0.0,9.262522E-6,0.0
7.0,1.2290541E-8,1.1574766E-8,0.0,0.0,1.1574766E-8,0.0,5.2673748E-8,4.9606136E-8,0.0,0.0,4.9606136E-8,0.0,6.413027E-7,6.0395456E-7,0.0,0.0,6.0395456E-7,0.0,6.4130086E-6,6.0395305E-6,0.0,0.0,6.0395305E-6,0.0
7.1,6.373573E-9,6.1559815E-9,0.0,0.0,6.1559815E-9,0.0,2.7315311E-8,2.6382777E-8,0.0,0.0,2.6382777E-8,0.0,3.3256384E-7,3.2121028E-7,0.0,0.0,3.2121028E-7,0.0,3.3256335E-6,3.2120986E-6,0.0,0.0,3.2120986E-6,0.0
7.2,3.6989944E-9,3.736092E-9,0.0,0.0,3.736092E-9,0.0,1.5852834E-8,1.6011821E-8,0.0,0.0,1.6011821E-8,0.0,1.9300822E-7,1.9494391E-7,0.0,0.0,1.9494391E-7,0.0,1.9300805E-6,1.9494375E-6,0.0,0.0,1.9494375E-6,0.0
7.3,2.097397E-9,2.1200974E-9,0.0,0.0,2.1200974E-9,0.0,8.9888434E-9,9.086131E-9,0.0,0.0,9.086131E-9,0.0,1.0943917E-7,1.10623645E-7,0.0,0.0,1.10623645E-7,0.0,1.0943911E-6,1.106236E-6,0.0,0.0,1.106236E-6,0.0
7.4,5.8314464E-12,5.8919536E-12,0.0,0.0,5.8919536E-12,0.0,2.4991786E-11,2.5251468E-11,0.0,0.0,2.5251468E-11,0.0,3.0427527E-10,3.074363E-10,0.0,0.0,3.074363E-10,0.0,3.0427532E-9,3.074363E-9,0.0,0.0,3.074363E-9,0.0
