Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 hr Probability,1 hr Supra-Seis Prob,Primary Aftershocks Mean
5.0,0.01048,0.0,0.0,0.0,0.0,0.00846,1.0E-4,0.00811
5.1,0.00821,0.0,0.0,0.0,0.0,0.00664,1.0E-4,0.0063
5.2,0.00626,0.0,0.0,0.0,0.0,0.00513,1.0E-4,0.00486
5.3,0.00475,0.0,0.0,0.0,0.0,0.0039,1.0E-4,0.00364
5.4,0.00358,0.0,0.0,0.0,0.0,0.00299,1.0E-4,0.00279
5.5,0.0027,0.0,0.0,0.0,0.0,0.00222,1.0E-4,0.00203
5.6,0.00196,0.0,0.0,0.0,0.0,0.00157,1.0E-4,0.0014
5.7,0.00145,0.0,0.0,0.0,0.0,0.0012,1.0E-4,0.00106
5.8,0.00115,0.0,0.0,0.0,0.0,9.6E-4,1.0E-4,8.6E-4
5.9,7.5E-4,0.0,0.0,0.0,0.0,6.3E-4,1.0E-4,5.7E-4
6.0,5.6E-4,0.0,0.0,0.0,0.0,4.7E-4,1.0E-4,4.1E-4
6.1,3.8E-4,0.0,0.0,0.0,0.0,3.2E-4,1.0E-4,2.7E-4
6.2,2.3E-4,0.0,0.0,0.0,0.0,2.0E-4,9.0E-5,1.7E-4
6.3,1.3E-4,0.0,0.0,0.0,0.0,1.2E-4,8.0E-5,1.2E-4
6.4,1.1E-4,0.0,0.0,0.0,0.0,1.0E-4,8.0E-5,1.0E-4
6.5,8.0E-5,0.0,0.0,0.0,0.0,7.0E-5,7.0E-5,7.0E-5
6.6,8.0E-5,0.0,0.0,0.0,0.0,7.0E-5,7.0E-5,7.0E-5
6.7,7.0E-5,0.0,0.0,0.0,0.0,7.0E-5,7.0E-5,7.0E-5
6.8,6.0E-5,0.0,0.0,0.0,0.0,6.0E-5,6.0E-5,6.0E-5
6.9,6.0E-5,0.0,0.0,0.0,0.0,6.0E-5,6.0E-5,6.0E-5
7.0,6.0E-5,0.0,0.0,0.0,0.0,6.0E-5,6.0E-5,6.0E-5
7.1,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,5.0E-5,5.0E-5
7.2,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,5.0E-5,5.0E-5
7.3,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,5.0E-5,5.0E-5
7.4,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,5.0E-5,5.0E-5
7.5,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,5.0E-5,5.0E-5
7.6,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,5.0E-5,5.0E-5
7.7,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,5.0E-5,5.0E-5
7.8,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,4.0E-5,4.0E-5
7.9,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,4.0E-5,4.0E-5
8.0,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,4.0E-5,4.0E-5
8.1,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
