Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 wk Probability,1 wk Supra-Seis Prob,Primary Aftershocks Mean
2.5,14.39683,0.0,57.0,5.0,1.0,0.90314,4.4E-4,7.90537
2.6,11.43748,0.0,46.0,4.0,1.0,0.87358,4.4E-4,6.28079
2.7,9.08212,0.0,37.0,3.0,0.0,0.83869,4.4E-4,4.98408
2.8,7.2129,0.0,29.0,3.0,0.0,0.79935,4.4E-4,3.95856
2.9,5.73204,0.0,23.0,2.0,0.0,0.75365,4.4E-4,3.14825
3.0,4.55166,0.0,19.0,2.0,0.0,0.7032,4.4E-4,2.5009
3.1,3.61608,0.0,15.0,1.0,0.0,0.65108,4.4E-4,1.98795
3.2,2.87275,0.0,12.0,1.0,0.0,0.5979,4.4E-4,1.57797
3.3,2.2814,0.0,10.0,1.0,0.0,0.54168,4.4E-4,1.25419
3.4,1.80811,0.0,8.0,0.0,0.0,0.4848,4.4E-4,0.99241
3.5,1.4355,0.0,7.0,0.0,0.0,0.43051,4.4E-4,0.78644
3.6,1.13884,0.0,5.0,0.0,0.0,0.37895,4.4E-4,0.62334
3.7,0.90601,0.0,5.0,0.0,0.0,0.33083,4.4E-4,0.49531
3.8,0.7194,0.0,4.0,0.0,0.0,0.28569,4.4E-4,0.39337
3.9,0.57075,0.0,3.0,0.0,0.0,0.24323,4.4E-4,0.31147
4.0,0.45317,0.0,3.0,0.0,0.0,0.20598,4.4E-4,0.24727
4.1,0.36086,0.0,2.0,0.0,0.0,0.17394,4.4E-4,0.19722
4.2,0.28603,0.0,2.0,0.0,0.0,0.14508,4.4E-4,0.15662
4.3,0.22682,0.0,2.0,0.0,0.0,0.12062,4.4E-4,0.12404
4.4,0.1798,0.0,1.0,0.0,0.0,0.09988,4.4E-4,0.09833
4.5,0.14293,0.0,1.0,0.0,0.0,0.08231,4.4E-4,0.0782
4.6,0.1132,0.0,1.0,0.0,0.0,0.06704,4.4E-4,0.0615
4.7,0.08975,0.0,1.0,0.0,0.0,0.0547,4.4E-4,0.04888
4.8,0.07108,0.0,1.0,0.0,0.0,0.04449,4.4E-4,0.03898
4.9,0.0565,0.0,1.0,0.0,0.0,0.03614,4.4E-4,0.03094
5.0,0.04482,0.0,1.0,0.0,0.0,0.029,4.4E-4,0.02429
5.1,0.03538,0.0,0.0,0.0,0.0,0.02318,4.4E-4,0.01903
5.2,0.02731,0.0,0.0,0.0,0.0,0.01824,4.4E-4,0.01467
5.3,0.02119,0.0,0.0,0.0,0.0,0.01449,4.4E-4,0.01134
5.4,0.01649,0.0,0.0,0.0,0.0,0.01135,4.4E-4,0.0087
5.5,0.01269,0.0,0.0,0.0,0.0,0.00888,4.4E-4,0.00677
5.6,0.00952,0.0,0.0,0.0,0.0,0.00672,4.4E-4,0.00506
5.7,0.00721,0.0,0.0,0.0,0.0,0.00521,4.4E-4,0.00386
5.8,0.00545,0.0,0.0,0.0,0.0,0.00399,4.4E-4,0.00295
5.9,0.00404,0.0,0.0,0.0,0.0,0.00291,4.4E-4,0.00209
6.0,0.00296,0.0,0.0,0.0,0.0,0.00222,4.4E-4,0.00155
6.1,0.00192,0.0,0.0,0.0,0.0,0.00145,4.3E-4,9.4E-4
6.2,0.00124,0.0,0.0,0.0,0.0,9.1E-4,4.2E-4,5.5E-4
6.3,8.5E-4,0.0,0.0,0.0,0.0,6.3E-4,3.7E-4,3.8E-4
6.4,5.4E-4,0.0,0.0,0.0,0.0,4.2E-4,3.5E-4,2.6E-4
6.5,3.9E-4,0.0,0.0,0.0,0.0,3.0E-4,3.0E-4,1.9E-4
6.6,3.7E-4,0.0,0.0,0.0,0.0,3.0E-4,3.0E-4,1.9E-4
6.7,3.2E-4,0.0,0.0,0.0,0.0,2.8E-4,2.8E-4,1.9E-4
6.8,2.8E-4,0.0,0.0,0.0,0.0,2.6E-4,2.6E-4,1.8E-4
6.9,2.7E-4,0.0,0.0,0.0,0.0,2.5E-4,2.5E-4,1.8E-4
7.0,2.5E-4,0.0,0.0,0.0,0.0,2.3E-4,2.3E-4,1.6E-4
7.1,2.0E-4,0.0,0.0,0.0,0.0,1.9E-4,1.9E-4,1.4E-4
7.2,1.7E-4,0.0,0.0,0.0,0.0,1.6E-4,1.6E-4,1.1E-4
7.3,1.6E-4,0.0,0.0,0.0,0.0,1.5E-4,1.5E-4,1.1E-4
7.4,1.4E-4,0.0,0.0,0.0,0.0,1.4E-4,1.4E-4,1.0E-4
7.5,1.2E-4,0.0,0.0,0.0,0.0,1.2E-4,1.2E-4,1.0E-4
7.6,1.1E-4,0.0,0.0,0.0,0.0,1.1E-4,1.1E-4,1.0E-4
7.7,1.1E-4,0.0,0.0,0.0,0.0,1.1E-4,1.1E-4,1.0E-4
7.8,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4,9.0E-5
7.9,9.0E-5,0.0,0.0,0.0,0.0,9.0E-5,9.0E-5,8.0E-5
8.0,7.0E-5,0.0,0.0,0.0,0.0,7.0E-5,7.0E-5,6.0E-5
8.1,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,4.0E-5,3.0E-5
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
