
X-Axis: Magnitude
Y-Axis: 1 Year Probability
Number of Data Sets: 4


DATASET #1

     Name: UCERF3-TI
   Points: 31
     Info: 

Data[x,y]:
6.0	  8.6436566E-4
6.1	  8.6436566E-4
6.2	  5.782728E-4
6.3	  5.325294E-4
6.4	  4.730576E-4
6.5	  3.9678233E-4
6.6	  3.0727885E-4
6.7	  2.955936E-4
6.8	  2.880662E-4
6.9	  2.7637955E-4
7.0	  2.6642776E-4
7.1	  2.528763E-4
7.2	  2.3715083E-4
7.3	  1.9795135E-4
7.4	  1.4651821E-4
7.5	  9.59044E-5
7.6	  5.8921847E-5
7.7	  2.6429525E-5
7.8	  4.671532E-6
7.9	  4.1781714E-8
8.0	  0.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #2

     Name: UCERF3-TD
   Points: 31
     Info: 

Data[x,y]:
6.0	  9.178577E-4
6.1	  9.178577E-4
6.2	  6.0286623E-4
6.3	  5.5254594E-4
6.4	  4.873752E-4
6.5	  4.042347E-4
6.6	  3.0674212E-4
6.7	  2.9433254E-4
6.8	  2.8639243E-4
6.9	  2.7389923E-4
7.0	  2.6334866E-4
7.1	  2.4888277E-4
7.2	  2.3207573E-4
7.3	  1.9053632E-4
7.4	  1.4186872E-4
7.5	  9.4912735E-5
7.6	  5.740283E-5
7.7	  2.4049848E-5
7.8	  3.500155E-6
7.9	  3.2146747E-8
8.0	  0.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #3

     Name: UCERF3-ETAS
   Points: 31
     Info: 

Data[x,y]:
6.0	  9.178577E-4
6.1	  9.178577E-4
6.2	  6.0286623E-4
6.3	  5.5254594E-4
6.4	  4.873752E-4
6.5	  4.042347E-4
6.6	  3.0674212E-4
6.7	  2.9433254E-4
6.8	  2.8639243E-4
6.9	  2.7389923E-4
7.0	  2.6334866E-4
7.1	  2.4888277E-4
7.2	  2.3207573E-4
7.3	  1.9053632E-4
7.4	  1.4186872E-4
7.5	  9.4912735E-5
7.6	  5.740283E-5
7.7	  2.4049848E-5
7.8	  3.500155E-6
7.9	  3.2146747E-8
8.0	  0.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #4

     Name: ETAS Triggered Only
   Points: 31
     Info: 

Data[x,y]:
6.0	  0.0
6.1	  0.0
6.2	  0.0
6.3	  0.0
6.4	  0.0
6.5	  0.0
6.6	  0.0
6.7	  0.0
6.8	  0.0
6.9	  0.0
7.0	  0.0
7.1	  0.0
7.2	  0.0
7.3	  0.0
7.4	  0.0
7.5	  0.0
7.6	  0.0
7.7	  0.0
7.8	  0.0
7.9	  0.0
8.0	  0.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0


