
X-Axis: Magnitude
Y-Axis: 10 Year Probability
Number of Data Sets: 4


DATASET #1

     Name: UCERF3-TI
   Points: 31
     Info: 

Data[x,y]:
6.0	  0.006608314
6.1	  0.0043435963
6.2	  0.003606286
6.3	  0.0014226272
6.4	  0.0014149669
6.5	  0.0014063664
6.6	  0.0013917267
6.7	  0.0013769877
6.8	  0.0011361669
6.9	  7.5169955E-4
7.0	  5.2547833E-4
7.1	  4.6673836E-4
7.2	  2.7208295E-4
7.3	  2.2968883E-4
7.4	  1.8850817E-4
7.5	  1.778184E-4
7.6	  1.6397667E-4
7.7	  9.377503E-5
7.8	  2.5687666E-5
7.9	  1.920481E-6
8.0	  0.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #2

     Name: UCERF3-TD
   Points: 31
     Info: 

Data[x,y]:
6.0	  0.0074137757
6.1	  0.004954268
6.2	  0.0041522146
6.3	  0.0017868268
6.4	  0.0017786458
6.5	  0.0017694499
6.6	  0.0017538343
6.7	  0.0017382213
6.8	  0.0014899527
6.9	  0.0010803329
7.0	  8.122353E-4
7.1	  7.4757595E-4
7.2	  5.2902405E-4
7.3	  4.8249567E-4
7.4	  4.375737E-4
7.5	  4.2449107E-4
7.6	  4.0481848E-4
7.7	  2.6637153E-4
7.8	  6.297361E-5
7.9	  2.1908454E-6
8.0	  0.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #3

     Name: UCERF3-ETAS
   Points: 31
     Info: 

Data[x,y]:
6.0	  0.007473331
6.1	  0.0049841194
6.2	  0.00418209
6.3	  0.001806791
6.4	  0.0017986102
6.5	  0.0017894146
6.6	  0.0017737993
6.7	  0.0017581865
6.8	  0.0015099229
6.9	  0.0010903222
7.0	  8.2222716E-4
7.1	  7.5756846E-4
7.2	  5.2902405E-4
7.3	  4.8249567E-4
7.4	  4.375737E-4
7.5	  4.2449107E-4
7.6	  4.0481848E-4
7.7	  2.6637153E-4
7.8	  6.297361E-5
7.9	  2.1908454E-6
8.0	  0.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #4

     Name: ETAS Triggered Only
   Points: 31
     Info: 

Data[x,y]:
6.0	  6.0E-5
6.1	  3.0E-5
6.2	  3.0E-5
6.3	  2.0E-5
6.4	  2.0E-5
6.5	  2.0E-5
6.6	  2.0E-5
6.7	  2.0E-5
6.8	  2.0E-5
6.9	  1.0E-5
7.0	  1.0E-5
7.1	  1.0E-5
7.2	  0.0
7.3	  0.0
7.4	  0.0
7.5	  0.0
7.6	  0.0
7.7	  0.0
7.8	  0.0
7.9	  0.0
8.0	  0.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0


