Magnitude,1 wk TI Prob,1 wk TD Prob,1 wk ETAS Prob,1 wk ETAS/TD Gain,1 wk ETAS Triggered Only,1 mo TI Prob,1 mo TD Prob,1 mo ETAS Prob,1 mo ETAS/TD Gain,1 mo ETAS Triggered Only,1 yr TI Prob,1 yr TD Prob,1 yr ETAS Prob,1 yr ETAS/TD Gain,1 yr ETAS Triggered Only
6.0,8.151497E-6,7.857616E-6,7.857616E-6,1.0,0.0,3.493452E-5,3.3675067E-5,3.3675067E-5,1.0,0.0,4.252448E-4,4.0991756E-4,4.4990116E-4,1.0975406,4.0E-5
6.1,8.151497E-6,7.857616E-6,7.857616E-6,1.0,0.0,3.493452E-5,3.3675067E-5,3.3675067E-5,1.0,0.0,4.252448E-4,4.0991756E-4,4.4990116E-4,1.0975406,4.0E-5
6.2,8.151497E-6,7.857616E-6,7.857616E-6,1.0,0.0,3.493452E-5,3.3675067E-5,3.3675067E-5,1.0,0.0,4.252448E-4,4.0991756E-4,4.4990116E-4,1.0975406,4.0E-5
6.3,8.151497E-6,7.857616E-6,7.857616E-6,1.0,0.0,3.493452E-5,3.3675067E-5,3.3675067E-5,1.0,0.0,4.252448E-4,4.0991756E-4,4.4990116E-4,1.0975406,4.0E-5
6.4,8.151497E-6,7.857616E-6,7.857616E-6,1.0,0.0,3.493452E-5,3.3675067E-5,3.3675067E-5,1.0,0.0,4.252448E-4,4.0991756E-4,4.4990116E-4,1.0975406,4.0E-5
6.5,8.151497E-6,7.857616E-6,7.857616E-6,1.0,0.0,3.493452E-5,3.3675067E-5,3.3675067E-5,1.0,0.0,4.252448E-4,4.0991756E-4,4.4990116E-4,1.0975406,4.0E-5
6.6,8.151497E-6,7.857616E-6,7.857616E-6,1.0,0.0,3.493452E-5,3.3675067E-5,3.3675067E-5,1.0,0.0,4.252448E-4,4.0991756E-4,4.4990116E-4,1.0975406,4.0E-5
6.7,8.151497E-6,7.857616E-6,7.857616E-6,1.0,0.0,3.493452E-5,3.3675067E-5,3.3675067E-5,1.0,0.0,4.252448E-4,4.0991756E-4,4.4990116E-4,1.0975406,4.0E-5
6.8,8.151497E-6,7.857616E-6,7.857616E-6,1.0,0.0,3.493452E-5,3.3675067E-5,3.3675067E-5,1.0,0.0,4.252448E-4,4.0991756E-4,4.4990116E-4,1.0975406,4.0E-5
6.9,8.151497E-6,7.857616E-6,7.857616E-6,1.0,0.0,3.493452E-5,3.3675067E-5,3.3675067E-5,1.0,0.0,4.252448E-4,4.0991756E-4,4.4990116E-4,1.0975406,4.0E-5
7.0,8.103535E-6,7.807036E-6,7.807036E-6,1.0,0.0,3.4728975E-5,3.3458302E-5,3.3458302E-5,1.0,0.0,4.2274324E-4,4.0727944E-4,4.4726316E-4,1.0981727,4.0E-5
7.1,7.853298E-6,7.542677E-6,7.542677E-6,1.0,0.0,3.3656554E-5,3.2325363E-5,3.2325363E-5,1.0,0.0,4.096915E-4,3.9349092E-4,4.334752E-4,1.1016142,4.0E-5
7.2,7.771102E-6,7.454939E-6,7.454939E-6,1.0,0.0,3.33043E-5,3.1949352E-5,3.1949352E-5,1.0,0.0,4.0540437E-4,3.8891463E-4,4.2889907E-4,1.1028104,4.0E-5
7.3,7.3945344E-6,7.050944E-6,7.050944E-6,1.0,0.0,3.1690477E-5,3.0217985E-5,3.0217985E-5,1.0,0.0,3.8576324E-4,3.678425E-4,4.0782779E-4,1.1087022,4.0E-5
7.4,6.964645E-6,6.5916875E-6,6.5916875E-6,1.0,0.0,2.9848137E-5,2.8249786E-5,2.8249786E-5,1.0,0.0,3.6334046E-4,3.4388734E-4,3.838736E-4,1.1162772,4.0E-5
7.5,6.6525035E-6,6.2606523E-6,6.2606523E-6,1.0,0.0,2.851042E-5,2.6831094E-5,2.6831094E-5,1.0,0.0,3.4705905E-4,3.266201E-4,3.66607E-4,1.1224264,4.0E-5
7.6,5.613338E-6,5.15261E-6,5.15261E-6,1.0,0.0,2.405694E-5,2.208243E-5,2.208243E-5,1.0,0.0,2.928539E-4,2.688207E-4,3.0880995E-4,1.148758,4.0E-5
7.7,4.494704E-6,3.997876E-6,3.997876E-6,1.0,0.0,1.9262876E-5,1.7133641E-5,1.7133641E-5,1.0,0.0,2.3450027E-4,2.0858237E-4,2.48574E-4,1.1917307,4.0E-5
7.8,2.6075882E-6,2.1841993E-6,2.1841993E-6,1.0,0.0,1.117533E-5,9.360821E-6,9.360821E-6,1.0,0.0,1.3605114E-4,1.1396208E-4,1.5395752E-4,1.3509539,4.0E-5
7.9,4.045984E-7,3.2431933E-7,3.2431933E-7,1.0,0.0,1.733992E-6,1.3899393E-6,1.3899393E-6,1.0,0.0,2.1111147E-5,1.6922382E-5,1.6922382E-5,1.0,0.0
8.0,7.791402E-9,5.68495E-9,5.68495E-9,1.0,0.0,3.3391725E-8,2.4364072E-8,2.4364072E-8,1.0,0.0,4.0654416E-7,2.9663255E-7,2.9663255E-7,1.0,0.0
