Magnitude,1 wk TI Prob,1 wk TD Prob,1 wk ETAS Prob,1 wk ETAS/TD Gain,1 wk ETAS Triggered Only,1 mo TI Prob,1 mo TD Prob,1 mo ETAS Prob,1 mo ETAS/TD Gain,1 mo ETAS Triggered Only,1 yr TI Prob,1 yr TD Prob,1 yr ETAS Prob,1 yr ETAS/TD Gain,1 yr ETAS Triggered Only
6.0,1.9626508E-5,1.89705E-5,1.89705E-5,1.0,0.0,8.411089E-5,8.129968E-5,8.129968E-5,1.0,0.0,0.001023569,9.893867E-4,0.0010293472,1.0403891,4.0E-5
6.1,1.331886E-5,1.2221642E-5,1.2221642E-5,1.0,0.0,5.707958E-5,5.237742E-5,5.237742E-5,1.0,0.0,6.947222E-4,6.3751003E-4,6.774845E-4,1.0627041,4.0E-5
6.2,1.2250852E-5,1.1079311E-5,1.1079311E-5,1.0,0.0,5.2502597E-5,4.74819E-5,4.74819E-5,1.0,0.0,6.3903164E-4,5.779398E-4,6.179167E-4,1.0691713,4.0E-5
6.3,1.2106258E-5,1.09221255E-5,1.09221255E-5,1.0,0.0,5.1882926E-5,4.6808276E-5,4.6808276E-5,1.0,0.0,6.3149154E-4,5.697427E-4,6.0971995E-4,1.0701672,4.0E-5
6.4,1.1348758E-5,1.0112408E-5,1.0112408E-5,1.0,0.0,4.8636626E-5,4.3338176E-5,4.3338176E-5,1.0,0.0,5.919901E-4,5.2751537E-4,5.6749425E-4,1.0757872,4.0E-5
6.5,1.100837E-5,9.746342E-6,9.746342E-6,1.0,0.0,4.7177873E-5,4.1769374E-5,4.1769374E-5,1.0,0.0,5.7423924E-4,5.084242E-4,5.484039E-4,1.0786345,4.0E-5
6.6,1.0634696E-5,9.348393E-6,9.348393E-6,1.0,0.0,4.557647E-5,4.006393E-5,4.006393E-5,1.0,0.0,5.5475225E-4,4.8766992E-4,5.276504E-4,1.0819827,4.0E-5
6.7,9.9780855E-6,8.670582E-6,8.670582E-6,1.0,0.0,4.276252E-5,3.7159112E-5,3.7159112E-5,1.0,0.0,5.205093E-4,4.5231896E-4,4.923009E-4,1.0883932,4.0E-5
6.8,9.59546E-6,8.275532E-6,8.275532E-6,1.0,0.0,4.1122752E-5,3.546609E-5,3.546609E-5,1.0,0.0,5.0055445E-4,4.3171475E-4,4.716975E-4,1.0926138,4.0E-5
6.9,9.000614E-6,7.7092545E-6,7.7092545E-6,1.0,0.0,3.857349E-5,3.3039247E-5,3.3039247E-5,1.0,0.0,4.6953102E-4,4.0217923E-4,4.4216315E-4,1.0994182,4.0E-5
7.0,7.4070194E-6,6.1507963E-6,6.1507963E-6,1.0,0.0,3.1743984E-5,2.636029E-5,2.636029E-5,1.0,0.0,3.8641447E-4,3.2088943E-4,3.608766E-4,1.1246135,4.0E-5
7.1,6.299615E-6,5.0580697E-6,5.0580697E-6,1.0,0.0,2.699807E-5,2.1677262E-5,2.1677262E-5,1.0,0.0,3.2865192E-4,2.6388883E-4,3.0387827E-4,1.151539,4.0E-5
7.2,5.096653E-6,3.8939766E-6,3.8939766E-6,1.0,0.0,2.1842614E-5,1.6688366E-5,1.6688366E-5,1.0,0.0,2.6590136E-4,2.0316201E-4,2.4315387E-4,1.1968472,4.0E-5
7.3,3.9753018E-6,2.9107364E-6,2.9107364E-6,1.0,0.0,1.7036897E-5,1.2474526E-5,1.2474526E-5,1.0,0.0,2.0740448E-4,1.5186684E-4,1.9186076E-4,1.2633486,4.0E-5
7.4,3.0568392E-6,2.1455985E-6,2.1455985E-6,1.0,0.0,1.3100675E-5,9.195391E-6,9.195391E-6,1.0,0.0,1.5948903E-4,1.1194819E-4,1.519437E-4,1.3572681,4.0E-5
7.5,1.7279019E-6,1.1473705E-6,1.1473705E-6,1.0,0.0,7.405273E-6,4.9172936E-6,4.9172936E-6,1.0,0.0,9.015547E-5,5.986644E-5,5.986644E-5,1.0,0.0
7.6,1.1156416E-6,7.225413E-7,7.225413E-7,1.0,0.0,4.7813123E-6,3.096602E-6,3.096602E-6,1.0,0.0,5.821092E-5,3.77005E-5,3.77005E-5,1.0,0.0
7.7,9.117973E-8,6.735431E-8,6.735431E-8,1.0,0.0,3.907702E-7,2.8866128E-7,2.8866128E-7,1.0,0.0,4.757617E-6,3.5144458E-6,3.5144458E-6,1.0,0.0
