Magnitude,1 wk TI Prob,1 wk TD Prob,1 wk ETAS Prob,1 wk ETAS/TD Gain,1 wk ETAS Triggered Only,1 mo TI Prob,1 mo TD Prob,1 mo ETAS Prob,1 mo ETAS/TD Gain,1 mo ETAS Triggered Only,1 yr TI Prob,1 yr TD Prob,1 yr ETAS Prob,1 yr ETAS/TD Gain,1 yr ETAS Triggered Only
6.0,2.674877E-5,2.7220398E-5,1.0721822E-4,3.9388926,8.0E-5,1.1463255E-4,1.16654264E-4,1.9664493E-4,1.6857072,8.0E-5,0.0013947578,0.0014194542,0.0015392839,1.0844195,1.2E-4
6.1,2.674877E-5,2.7220398E-5,1.0721822E-4,3.9388926,8.0E-5,1.1463255E-4,1.16654264E-4,1.9664493E-4,1.6857072,8.0E-5,0.0013947578,0.0014194542,0.0015392839,1.0844195,1.2E-4
6.2,2.674877E-5,2.7220398E-5,1.0721822E-4,3.9388926,8.0E-5,1.1463255E-4,1.16654264E-4,1.9664493E-4,1.6857072,8.0E-5,0.0013947578,0.0014194542,0.0015392839,1.0844195,1.2E-4
6.3,2.674877E-5,2.7220398E-5,1.0721822E-4,3.9388926,8.0E-5,1.1463255E-4,1.16654264E-4,1.9664493E-4,1.6857072,8.0E-5,0.0013947578,0.0014194542,0.0015392839,1.0844195,1.2E-4
6.4,2.674877E-5,2.7220398E-5,1.0721822E-4,3.9388926,8.0E-5,1.1463255E-4,1.16654264E-4,1.9664493E-4,1.6857072,8.0E-5,0.0013947578,0.0014194542,0.0015392839,1.0844195,1.2E-4
6.5,2.674877E-5,2.7220398E-5,1.0721822E-4,3.9388926,8.0E-5,1.1463255E-4,1.16654264E-4,1.9664493E-4,1.6857072,8.0E-5,0.0013947578,0.0014194542,0.0015392839,1.0844195,1.2E-4
6.6,2.6647976E-5,2.7096641E-5,1.0709447E-4,3.9523153,8.0E-5,1.14200615E-4,1.16123934E-4,1.9611465E-4,1.6888392,8.0E-5,0.0013895056,0.0014130058,0.0015328362,1.0848054,1.2E-4
6.7,2.6647976E-5,2.7096641E-5,1.0709447E-4,3.9523153,8.0E-5,1.14200615E-4,1.16123934E-4,1.9611465E-4,1.6888392,8.0E-5,0.0013895056,0.0014130058,0.0015328362,1.0848054,1.2E-4
6.8,1.9073179E-5,1.7651679E-5,9.765026E-5,5.532067,8.0E-5,8.1739636E-5,7.564796E-5,1.556419E-4,2.0574503,8.0E-5,9.947256E-4,9.2064287E-4,0.0010405324,1.1302238,1.2E-4
6.9,1.9041876E-5,1.7633802E-5,9.763239E-5,5.5366616,8.0E-5,8.160549E-5,7.557135E-5,1.555653E-4,2.0585222,8.0E-5,9.930939E-4,9.197109E-4,0.0010396006,1.1303558,1.2E-4
7.0,1.5917482E-5,1.3875512E-5,9.3874405E-5,6.765473,8.0E-5,6.8215995E-5,5.9465154E-5,1.3946039E-4,2.3452458,8.0E-5,8.302132E-4,7.237524E-4,8.4366556E-4,1.1656826,1.2E-4
7.1,1.577788E-5,1.3755467E-5,9.375437E-5,6.815789,8.0E-5,6.761774E-5,5.8950696E-5,1.3894598E-4,2.3569863,8.0E-5,8.2293496E-4,7.1749307E-4,8.3740696E-4,1.167129,1.2E-4
7.2,1.5416446E-5,1.34814145E-5,9.348034E-5,6.9340153,8.0E-5,6.606882E-5,5.7776237E-5,1.3777161E-4,2.3845723,8.0E-5,8.0409093E-4,7.032033E-4,8.231189E-4,1.1705277,1.2E-4
7.3,1.4534083E-5,1.2728859E-5,9.272784E-5,7.284851,8.0E-5,6.228744E-5,5.4551136E-5,1.3454678E-4,2.466434,8.0E-5,7.580857E-4,6.6396216E-4,7.838825E-4,1.1806132,1.2E-4
7.4,1.2858995E-5,1.1239539E-5,9.123864E-5,8.117649,8.0E-5,5.5108816E-5,4.816859E-5,1.2816474E-4,2.6607535,8.0E-5,6.7074323E-4,5.862987E-4,7.0622837E-4,1.2045538,1.2E-4
7.5,8.827668E-6,7.813652E-6,4.781334E-5,6.119205,4.0E-5,3.7832317E-5,3.3486664E-5,7.3485324E-5,2.1944654,4.0E-5,4.605111E-4,4.0762633E-4,4.4761004E-4,1.0980891,4.0E-5
7.6,3.2533426E-6,2.872528E-6,2.872528E-6,1.0,0.0,1.3942822E-5,1.2310778E-5,1.2310778E-5,1.0,0.0,1.6974064E-4,1.498738E-4,1.898678E-4,1.2668512,4.0E-5
7.7,1.2751709E-6,1.1493797E-6,1.1493797E-6,1.0,0.0,5.4650063E-6,4.9259042E-6,4.9259042E-6,1.0,0.0,6.653442E-5,5.9971328E-5,9.996893E-5,1.6669455,4.0E-5
7.8,3.067544E-7,3.2407712E-7,3.2407712E-7,1.0,0.0,1.3146611E-6,1.3889013E-6,1.3889013E-6,1.0,0.0,1.600588E-5,1.6909753E-5,5.6909077E-5,3.365459,4.0E-5
7.9,7.622999E-8,8.0897195E-8,8.0897195E-8,1.0,0.0,3.2669993E-7,3.4670222E-7,3.4670222E-7,1.0,0.0,3.977564E-6,4.2210936E-6,4.2210936E-6,1.0,0.0
