Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 mo Probability,1 mo Supra-Seis Prob,Primary Aftershocks Mean
2.5,76.36166,40.0,176.0,61.0,57.0,1.0,0.0057,47.22339
2.6,60.64375,31.0,140.0,48.0,45.0,1.0,0.0057,37.50663
2.7,48.15409,23.0,112.0,38.0,35.0,1.0,0.0057,29.77689
2.8,38.24826,18.0,89.0,30.0,28.0,1.0,0.0057,23.64943
2.9,30.37961,13.0,71.0,24.0,23.0,1.0,0.0057,18.78495
3.0,24.13652,9.0,57.0,19.0,18.0,1.0,0.0057,14.92754
3.1,19.17303,7.0,46.0,15.0,14.0,1.0,0.0057,11.85511
3.2,15.23019,5.0,37.0,12.0,11.0,0.99995,0.0057,9.41569
3.3,12.10082,3.0,30.0,10.0,8.0,0.99965,0.0057,7.48172
3.4,9.61079,2.0,24.0,8.0,7.0,0.99839,0.0057,5.94169
3.5,7.63806,1.0,20.0,6.0,5.0,0.99443,0.0057,4.72297
3.6,6.06061,1.0,16.0,5.0,4.0,0.98427,0.0057,3.74946
3.7,4.8107,0.0,13.0,4.0,3.0,0.96367,0.0057,2.97656
3.8,3.82516,0.0,11.0,3.0,2.0,0.93019,0.0057,2.36838
3.9,3.03771,0.0,9.0,2.0,2.0,0.8806,0.0057,1.88144
4.0,2.41103,0.0,8.0,2.0,1.0,0.81802,0.0057,1.49197
4.1,1.90968,0.0,7.0,1.0,1.0,0.74339,0.0057,1.18208
4.2,1.51759,0.0,6.0,1.0,0.0,0.66385,0.0057,0.93907
4.3,1.20426,0.0,5.0,1.0,0.0,0.58193,0.0057,0.74503
4.4,0.95614,0.0,4.0,1.0,0.0,0.50278,0.0057,0.59162
4.5,0.75743,0.0,4.0,0.0,0.0,0.42733,0.0057,0.4686
4.6,0.60035,0.0,3.0,0.0,0.0,0.35991,0.0057,0.37094
4.7,0.47691,0.0,3.0,0.0,0.0,0.30163,0.0057,0.295
4.8,0.37678,0.0,2.0,0.0,0.0,0.24894,0.0057,0.23304
4.9,0.29566,0.0,2.0,0.0,0.0,0.20245,0.0057,0.18284
5.0,0.23455,0.0,2.0,0.0,0.0,0.16583,0.0057,0.14506
5.1,0.1846,0.0,2.0,0.0,0.0,0.13421,0.0057,0.11397
5.2,0.14495,0.0,1.0,0.0,0.0,0.10804,0.0057,0.08935
5.3,0.11376,0.0,1.0,0.0,0.0,0.08699,0.0057,0.07015
5.4,0.08866,0.0,1.0,0.0,0.0,0.0693,0.0057,0.05488
5.5,0.06893,0.0,1.0,0.0,0.0,0.0546,0.0057,0.0424
5.6,0.05328,0.0,1.0,0.0,0.0,0.04311,0.0057,0.03299
5.7,0.04077,0.0,1.0,0.0,0.0,0.03357,0.0057,0.02521
5.8,0.0313,0.0,1.0,0.0,0.0,0.02645,0.0057,0.01956
5.9,0.02355,0.0,0.0,0.0,0.0,0.02025,0.00569,0.01476
6.0,0.01829,0.0,0.0,0.0,0.0,0.01583,0.00568,0.01128
6.1,0.01332,0.0,0.0,0.0,0.0,0.01162,0.00487,0.00821
6.2,0.00908,0.0,0.0,0.0,0.0,0.00809,0.00384,0.00563
6.3,0.00684,0.0,0.0,0.0,0.0,0.00618,0.00322,0.00437
6.4,0.00512,0.0,0.0,0.0,0.0,0.00461,0.00274,0.00313
6.5,0.00395,0.0,0.0,0.0,0.0,0.0036,0.00231,0.00248
6.6,0.00306,0.0,0.0,0.0,0.0,0.00286,0.00203,0.002
6.7,0.00249,0.0,0.0,0.0,0.0,0.00232,0.00177,0.00157
6.8,0.00199,0.0,0.0,0.0,0.0,0.00186,0.00151,0.0013
6.9,0.00156,0.0,0.0,0.0,0.0,0.0015,0.00127,0.00108
7.0,0.00123,0.0,0.0,0.0,0.0,0.0012,0.0011,8.3E-4
7.1,0.00101,0.0,0.0,0.0,0.0,0.00101,9.6E-4,6.8E-4
7.2,7.8E-4,0.0,0.0,0.0,0.0,7.8E-4,7.5E-4,5.2E-4
7.3,5.6E-4,0.0,0.0,0.0,0.0,5.6E-4,5.4E-4,3.4E-4
7.4,4.4E-4,0.0,0.0,0.0,0.0,4.4E-4,4.3E-4,2.7E-4
7.5,3.5E-4,0.0,0.0,0.0,0.0,3.5E-4,3.5E-4,2.2E-4
7.6,1.7E-4,0.0,0.0,0.0,0.0,1.7E-4,1.7E-4,1.2E-4
7.7,7.0E-5,0.0,0.0,0.0,0.0,7.0E-5,7.0E-5,6.0E-5
7.8,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,4.0E-5,3.0E-5
7.9,3.0E-5,0.0,0.0,0.0,0.0,3.0E-5,3.0E-5,3.0E-5
8.0,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
