Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.008766091,0.0086813755,0.011806375
6.1,0.008766091,0.0086813755,0.011806375
6.2,0.0056016287,0.0055079763,0.008264462
6.3,0.0044373614,0.0043409113,0.0059031877
6.4,0.0044373614,0.0043409113,0.0059031877
6.5,0.0036473677,0.0035480973,0.0059031877
6.6,0.0029093628,0.0028076235,0.00472255
6.7,0.002467299,0.0023638702,0.0035419127
6.8,0.0021613026,0.0020566564,0.0035419127
6.9,0.0016712719,0.001564369,0.002361275
7.0,0.0013721862,0.0012636931,0.002361275
7.1,0.0011385368,0.0010286244,0.002361275
7.2,9.07131E-4,7.95608E-4,0.0
7.3,7.169318E-4,6.0398394E-4,0.0
7.4,5.693815E-4,4.5514834E-4,0.0
7.5,4.950673E-4,3.8012012E-4,0.0
7.6,3.7857142E-4,2.623564E-4,0.0
7.7,2.8413837E-4,1.6676685E-4,0.0
7.8,1.870472E-4,7.093393E-5,0.0
7.9,1.2828792E-4,2.3194209E-5,0.0
8.0,9.470881E-5,1.099742E-5,0.0
8.1,4.987732E-5,6.306801E-6,0.0
