Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.024386728,0.024605397,0.0188902
6.1,0.024386728,0.024605397,0.0188902
6.2,0.024386728,0.024605397,0.0188902
6.3,0.024386728,0.024605397,0.0188902
6.4,0.024386728,0.024605397,0.0188902
6.5,0.024386728,0.024605397,0.0188902
6.6,0.024386728,0.024605397,0.0188902
6.7,0.018292878,0.018462077,0.015348288
6.8,0.018292878,0.018462077,0.015348288
6.9,0.015751565,0.015900757,0.011806375
7.0,0.013159642,0.013287603,0.0094451
7.1,0.011629739,0.011745282,0.008264462
7.2,0.008586352,0.008670259,0.0059031877
7.3,0.0053319638,0.005383522,0.0035419127
7.4,0.0046354746,0.0046801744,0.0035419127
7.5,0.0033004202,0.0033315648,0.0035419127
7.6,0.001308149,0.0013172802,0.002361275
7.7,1.7128691E-4,1.6683525E-4,0.0
7.8,4.5785593E-5,3.971516E-5,0.0
