Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.5817876,0.60151476,0.462
6.1,0.5817876,0.60151476,0.462
6.2,0.5817876,0.60151476,0.462
6.3,0.5817876,0.60151476,0.462
6.4,0.5549589,0.5765144,0.446
6.5,0.5549589,0.5765144,0.446
6.6,0.5438196,0.56625247,0.437
6.7,0.5340319,0.55720407,0.435
6.8,0.52356255,0.5470741,0.429
6.9,0.5127757,0.53662825,0.409
7.0,0.50779206,0.53179806,0.405
7.1,0.50297976,0.5271314,0.397
7.2,0.4958678,0.5202308,0.382
7.3,0.49047595,0.51481074,0.37
7.4,0.48637715,0.51075035,0.364
7.5,0.479716,0.50416034,0.359
7.6,0.4454942,0.47026458,0.317
7.7,0.38089275,0.40614083,0.256
7.8,0.017884992,0.018804746,0.006
7.9,1.3352219E-4,1.3898761E-4,0.0
