Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.36678037,0.31269458,0.193
6.1,0.36678037,0.31269458,0.181
6.2,0.3581975,0.30293936,0.175
6.3,0.34765494,0.2908991,0.168
6.4,0.34057057,0.28320456,0.165
6.5,0.33681366,0.27915463,0.163
6.6,0.32414028,0.26524,0.152
6.7,0.31066206,0.25109926,0.143
6.8,0.28303048,0.2198785,0.116
6.9,0.265342,0.20590073,0.108
7.0,0.24255075,0.18535283,0.095
7.1,0.2021935,0.14772516,0.064
7.2,0.1874617,0.13713452,0.061
7.3,0.17067319,0.12300501,0.056
7.4,0.12155333,0.09099986,0.044
7.5,0.075296275,0.059039798,0.021
