Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.94134915,0.8276398,0.936
6.1,0.9072886,0.7803107,0.9
6.2,0.7744086,0.64179564,0.785
6.3,0.70962524,0.5862682,0.738
6.4,0.6326275,0.52808356,0.662
6.5,0.5476456,0.4676339,0.543
6.6,0.43627056,0.39047334,0.371
6.7,0.37912992,0.3430024,0.289
6.8,0.3338514,0.30008492,0.234
6.9,0.25256655,0.2225769,0.161
7.0,0.13057728,0.11030492,0.051
7.1,0.098866336,0.07868708,0.027
7.2,0.098866336,0.07868708,0.027
7.3,0.08530125,0.06680312,0.023
7.4,0.06949866,0.054718684,0.02
7.5,0.06949866,0.054718684,0.02
