Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 mo Probability,1 mo Supra-Seis Prob,Primary Aftershocks Mean
2.5,2992.3472,2761.0,3746.0,2926.0,2902.0,1.0,0.21057607,2601.171
2.6,2376.7717,2185.0,2976.0,2325.0,2296.0,1.0,0.21057607,2066.055
2.7,1887.7725,1728.0,2368.0,1847.0,1842.0,1.0,0.21057607,1641.007
2.8,1499.3531,1365.0,1883.0,1468.0,1449.0,1.0,0.21057607,1303.389
2.9,1190.9724,1077.0,1498.0,1167.0,1155.0,1.0,0.21057607,1035.3027
3.0,946.0504,850.0,1193.0,927.0,916.0,1.0,0.21057607,822.4157
3.1,751.40454,670.0,951.0,737.0,726.0,1.0,0.21057607,653.2052
3.2,596.81683,527.0,759.0,585.0,581.0,1.0,0.21057607,518.8149
3.3,473.97418,414.0,603.0,465.0,465.0,1.0,0.21057607,412.02216
3.4,376.4238,326.0,482.0,370.0,363.0,1.0,0.21057607,327.22784
3.5,298.93964,255.0,384.0,294.0,292.0,1.0,0.21057607,259.86526
3.6,237.39412,199.0,306.0,233.0,233.0,1.0,0.21057607,206.34695
3.7,188.51883,155.0,244.0,185.0,181.0,1.0,0.21057607,163.86118
3.8,149.72395,121.0,196.0,147.0,145.0,1.0,0.21057607,130.14487
3.9,118.87193,94.0,157.0,117.0,114.0,1.0,0.21057607,103.33483
4.0,94.36306,73.0,126.0,93.0,92.0,1.0,0.21057607,82.03291
4.1,74.88706,56.0,101.0,74.0,72.0,1.0,0.21057607,65.09905
4.2,59.442867,43.0,82.0,59.0,58.0,1.0,0.21057607,51.683456
4.3,47.17517,33.0,66.0,46.0,46.0,1.0,0.21057607,41.018772
4.4,37.41542,25.0,54.0,37.0,36.0,1.0,0.21057607,32.534653
4.5,29.662142,18.0,44.0,29.0,29.0,1.0,0.21057607,25.794565
4.6,23.492186,14.0,36.0,23.0,22.0,1.0,0.21057607,20.431831
4.7,18.608404,10.0,29.0,18.0,18.0,1.0,0.21057607,16.187592
4.8,14.718405,7.0,24.0,14.0,14.0,1.0,0.21057607,12.807046
4.9,11.625643,5.0,20.0,11.0,11.0,0.9999852,0.21057607,10.119749
5.0,9.171063,3.0,16.0,9.0,8.0,0.9998375,0.21057607,7.983796
5.1,7.2281537,2.0,14.0,7.0,6.0,0.9990103,0.21057607,6.29257
5.2,5.6810045,1.0,11.0,5.0,5.0,0.995288,0.21057607,4.945288
5.3,4.45935,1.0,10.0,4.0,4.0,0.9850665,0.21057607,3.882393
5.4,3.4889069,0.0,8.0,3.0,3.0,0.9640916,0.21057607,3.0361595
5.5,2.7127917,0.0,7.0,2.0,2.0,0.924387,0.21057607,2.3606646
5.6,2.1033678,0.0,6.0,2.0,1.0,0.86564255,0.21057607,1.8308125
5.7,1.6185377,0.0,5.0,1.0,1.0,0.78819793,0.21057607,1.4090399
5.8,1.2332644,0.0,4.0,1.0,1.0,0.6955096,0.2105613,1.0741211
5.9,0.9246086,0.0,3.0,1.0,0.0,0.59079766,0.21054652,0.80478585
6.0,0.7020384,0.0,3.0,0.0,0.0,0.4948449,0.21041359,0.6101625
6.1,0.5111078,0.0,2.0,0.0,0.0,0.39254063,0.18610044,0.44558346
6.2,0.33057606,0.0,2.0,0.0,0.0,0.2767356,0.14289513,0.28834563
6.3,0.25104874,0.0,2.0,0.0,0.0,0.21899557,0.1232644,0.2197489
6.4,0.18774003,0.0,1.0,0.0,0.0,0.16898079,0.10676514,0.16412112
6.5,0.14612998,0.0,1.0,0.0,0.0,0.13401772,0.09500738,0.12785819
6.6,0.12487444,0.0,1.0,0.0,0.0,0.11689808,0.088670604,0.11041359
6.7,0.10338257,0.0,1.0,0.0,0.0,0.09771049,0.0777548,0.09186115
6.8,0.08463811,0.0,1.0,0.0,0.0,0.0811226,0.067252584,0.075391434
6.9,0.06711964,0.0,1.0,0.0,0.0,0.065258496,0.05632201,0.060221564
7.0,0.05183161,0.0,1.0,0.0,0.0,0.050901033,0.044977844,0.04649926
7.1,0.042570163,0.0,1.0,0.0,0.0,0.04209749,0.038655836,0.038227472
7.2,0.031624816,0.0,1.0,0.0,0.0,0.03140325,0.02958641,0.028345643
7.3,0.021802068,0.0,0.0,0.0,0.0,0.021713441,0.020871492,0.019556869
7.4,0.019231906,0.0,0.0,0.0,0.0,0.019172821,0.0188774,0.017237814
7.5,0.014711965,0.0,0.0,0.0,0.0,0.014667652,0.014564254,0.013146234
7.6,0.007828656,0.0,0.0,0.0,0.0,0.0077991136,0.0077548004,0.0070605613
7.7,0.0025997045,0.0,0.0,0.0,0.0,0.0025997045,0.0025849335,0.0022304284
7.8,0.0017725258,0.0,0.0,0.0,0.0,0.0017725258,0.0017725258,0.001491876
7.9,0.0011816839,0.0,0.0,0.0,0.0,0.0011816839,0.0011816839,0.0010044313
8.0,3.692762E-4,0.0,0.0,0.0,0.0,3.692762E-4,3.692762E-4,3.1019203E-4
8.1,7.385524E-5,0.0,0.0,0.0,0.0,7.385524E-5,7.385524E-5,5.9084196E-5
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
