Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 yr Probability,1 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,3343.8203,3077.0,4294.0,3262.0,3212.0,1.0,0.23293392,2863.302
2.6,2655.9514,2436.0,3410.0,2592.0,2563.0,1.0,0.23293392,2274.2886
2.7,2109.4817,1926.0,2712.0,2059.0,2031.0,1.0,0.23293392,1806.361
2.8,1675.5201,1522.0,2156.0,1637.0,1623.0,1.0,0.23293392,1434.8037
2.9,1330.8157,1202.0,1714.0,1301.0,1290.0,1.0,0.23293392,1139.5933
3.0,1057.1282,949.0,1363.0,1034.0,1027.0,1.0,0.23293392,905.2464
3.1,839.66705,748.0,1086.0,822.0,811.0,1.0,0.23293392,719.0289
3.2,666.94574,589.0,863.0,653.0,648.0,1.0,0.23293392,571.131
3.3,529.68304,464.0,687.0,519.0,510.0,1.0,0.23293392,453.58334
3.4,420.70285,364.0,548.0,412.0,411.0,1.0,0.23293392,360.26474
3.5,334.1007,286.0,436.0,328.0,322.0,1.0,0.23293392,286.095
3.6,265.32697,224.0,349.0,260.0,259.0,1.0,0.23293392,227.19716
3.7,210.69173,175.0,277.0,207.0,203.0,1.0,0.23293392,180.41638
3.8,167.30557,136.0,222.0,164.0,161.0,1.0,0.23293392,143.26895
3.9,132.82632,106.0,177.0,131.0,129.0,1.0,0.23293392,113.75327
4.0,105.44728,82.0,142.0,104.0,102.0,1.0,0.23293392,90.30686
4.1,83.68036,63.0,114.0,82.0,82.0,1.0,0.23293392,71.66781
4.2,66.42673,48.0,92.0,65.0,64.0,1.0,0.23293392,56.899754
4.3,52.703213,37.0,74.0,52.0,51.0,1.0,0.23293392,45.14457
4.4,41.802666,28.0,60.0,41.0,40.0,1.0,0.23293392,35.810997
4.5,33.14469,21.0,49.0,33.0,31.0,1.0,0.23293392,28.393965
4.6,26.24701,16.0,40.0,26.0,25.0,1.0,0.23293392,22.487873
4.7,20.784647,12.0,32.0,20.0,20.0,1.0,0.23293392,17.811266
4.8,16.437716,8.0,27.0,16.0,16.0,1.0,0.23293392,14.087771
4.9,12.983964,6.0,22.0,13.0,12.0,0.9999888,0.23293392,11.130324
5.0,10.239988,4.0,18.0,10.0,9.0,0.9998992,0.23293392,8.778746
5.1,8.074334,3.0,15.0,8.0,7.0,0.99951845,0.23293392,6.922206
5.2,6.351411,2.0,12.0,6.0,6.0,0.9973012,0.23293392,5.4460917
5.3,4.983494,1.0,10.0,5.0,4.0,0.99035835,0.23293392,4.273942
5.4,3.899205,0.0,9.0,4.0,3.0,0.97459126,0.23293392,3.343561
5.5,3.0342553,0.0,7.0,3.0,2.0,0.9429115,0.23293392,2.601635
5.6,2.351915,0.0,6.0,2.0,2.0,0.89258677,0.23292273,2.0167637
5.7,1.8086674,0.0,5.0,2.0,1.0,0.82143337,0.23292273,1.5504143
5.8,1.3774356,0.0,4.0,1.0,1.0,0.73323625,0.23291153,1.1808958
