Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 hr Probability,1 hr Supra-Seis Prob,Primary Aftershocks Mean
2.5,1323.3491,1230.0,1485.0,1311.0,1319.0,1.0,0.10179431,1247.76
2.6,1051.1455,971.0,1184.0,1042.0,1038.0,1.0,0.10179431,991.1107
2.7,834.898,766.0,942.0,828.0,822.0,1.0,0.10179431,787.2047
2.8,663.0969,603.0,750.0,658.0,652.0,1.0,0.10179431,625.2345
2.9,526.78656,474.0,599.0,523.0,522.0,1.0,0.10179431,496.70883
3.0,418.52478,373.0,479.0,415.0,412.0,1.0,0.10179431,394.61655
3.1,332.40323,292.0,384.0,330.0,331.0,1.0,0.10179431,313.40964
3.2,264.0161,229.0,308.0,262.0,258.0,1.0,0.10179431,248.92177
3.3,209.63484,179.0,248.0,208.0,205.0,1.0,0.10179431,197.6544
3.4,166.44925,139.0,199.0,165.0,166.0,1.0,0.10179431,156.92992
3.5,132.19829,108.0,160.0,131.0,131.0,1.0,0.10179431,124.64048
3.6,104.95844,84.0,130.0,104.0,103.0,1.0,0.10179431,98.95823
3.7,83.33437,65.0,105.0,83.0,81.0,1.0,0.10179431,78.57204
3.8,66.21096,50.0,85.0,66.0,65.0,1.0,0.10179431,62.426193
3.9,52.576893,38.0,69.0,52.0,53.0,1.0,0.10179431,49.570415
4.0,41.733654,29.0,56.0,41.0,42.0,1.0,0.10179431,39.352013
4.1,33.116806,22.0,46.0,33.0,32.0,1.0,0.10179431,31.226017
4.2,26.287462,16.0,38.0,26.0,26.0,1.0,0.10179431,24.788183
4.3,20.867527,12.0,31.0,21.0,20.0,1.0,0.10179431,19.675207
4.4,16.539606,9.0,26.0,16.0,16.0,1.0,0.10179431,15.595952
4.5,13.111225,6.0,21.0,13.0,12.0,1.0,0.10179431,12.360437
4.6,10.383567,4.0,18.0,10.0,10.0,0.9999781,0.10179431,9.786827
4.7,8.2275715,3.0,15.0,8.0,8.0,0.9995186,0.10179431,7.755908
4.8,6.5098033,2.0,12.0,6.0,6.0,0.9981619,0.10179431,6.1367617
4.9,5.147352,1.0,10.0,5.0,4.0,0.993523,0.10179431,4.8537416
5.0,4.0565643,1.0,9.0,4.0,3.0,0.9808096,0.10179431,3.8256674
5.1,3.1966302,0.0,7.0,3.0,3.0,0.95568925,0.10179431,3.0160394
5.2,2.510941,0.0,6.0,2.0,2.0,0.9132823,0.10179431,2.3677242
5.3,1.9707221,0.0,5.0,2.0,1.0,0.85374177,0.10179431,1.8589934
5.4,1.5388403,0.0,4.0,1.0,1.0,0.77824944,0.10179431,1.4511597
5.5,1.1939168,0.0,4.0,1.0,1.0,0.6894967,0.10179431,1.1252297
5.6,0.9244858,0.0,3.0,1.0,0.0,0.5963457,0.10179431,0.87056893
5.7,0.71330416,0.0,3.0,1.0,0.0,0.5032385,0.10179431,0.67196935
5.8,0.54461706,0.0,2.0,0.0,0.0,0.4144639,0.10179431,0.51297593
5.9,0.40671772,0.0,2.0,0.0,0.0,0.3301313,0.10177243,0.38273522
6.0,0.3079869,0.0,2.0,0.0,0.0,0.26317286,0.10172866,0.28982493
6.1,0.2245733,0.0,1.0,0.0,0.0,0.19982494,0.0897593,0.21137856
6.2,0.1445733,0.0,1.0,0.0,0.0,0.13382933,0.066936545,0.13603939
6.3,0.11059081,0.0,1.0,0.0,0.0,0.10437637,0.058008753,0.10431072
6.4,0.08183807,0.0,1.0,0.0,0.0,0.078161925,0.049562365,0.07702407
6.5,0.06378556,0.0,1.0,0.0,0.0,0.061225384,0.04367615,0.060043763
6.6,0.05474836,0.0,1.0,0.0,0.0,0.053063456,0.04061269,0.051859956
6.7,0.045273524,0.0,1.0,0.0,0.0,0.043960612,0.035295404,0.04297593
6.8,0.03726477,0.0,1.0,0.0,0.0,0.036520787,0.030503282,0.035536107
6.9,0.029781181,0.0,1.0,0.0,0.0,0.029365426,0.025536105,0.028402627
7.0,0.022800876,0.0,0.0,0.0,0.0,0.022647703,0.0202407,0.021728665
7.1,0.01857768,0.0,0.0,0.0,0.0,0.018468272,0.017221006,0.017789934
