
X-Axis: Magnitude
Y-Axis: 1 Year Probability
Number of Data Sets: 4


DATASET #1

     Name: UCERF3-TI
   Points: 31
     Info: 

Data[x,y]:
6.0	  2.5497406E-4
6.1	  2.5497406E-4
6.2	  2.5497406E-4
6.3	  2.5497406E-4
6.4	  2.5497406E-4
6.5	  1.6551818E-4
6.6	  1.618586E-4
6.7	  1.3625617E-4
6.8	  1.2929492E-4
6.9	  1.1153249E-4
7.0	  1.0061036E-4
7.1	  8.532523E-5
7.2	  7.537582E-5
7.3	  6.268844E-5
7.4	  5.0652303E-5
7.5	  3.743696E-5
7.6	  2.3759641E-5
7.7	  1.1047998E-5
7.8	  5.1518946E-6
7.9	  2.8384638E-6
8.0	  9.481901E-7
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #2

     Name: UCERF3-TD
   Points: 31
     Info: 

Data[x,y]:
6.0	  2.5989654E-4
6.1	  2.5989654E-4
6.2	  2.5989654E-4
6.3	  2.5989654E-4
6.4	  2.5989654E-4
6.5	  1.681784E-4
6.6	  1.64407E-4
6.7	  1.3822126E-4
6.8	  1.3107249E-4
6.9	  1.128824E-4
7.0	  1.017149E-4
7.1	  8.609685E-5
7.2	  7.593443E-5
7.3	  6.297276E-5
7.4	  5.066295E-5
7.5	  3.712393E-5
7.6	  2.3066801E-5
7.7	  9.945603E-6
7.8	  3.8442836E-6
7.9	  1.6634596E-6
8.0	  4.393814E-7
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #3

     Name: UCERF3-ETAS
   Points: 31
     Info: 

Data[x,y]:
6.0	  2.7989133E-4
6.1	  2.7989133E-4
6.2	  2.7989133E-4
6.3	  2.7989133E-4
6.4	  2.7989133E-4
6.5	  1.7817674E-4
6.6	  1.7440536E-4
6.7	  1.3822126E-4
6.8	  1.3107249E-4
6.9	  1.128824E-4
7.0	  1.017149E-4
7.1	  8.609685E-5
7.2	  7.593443E-5
7.3	  6.297276E-5
7.4	  5.066295E-5
7.5	  3.712393E-5
7.6	  2.3066801E-5
7.7	  9.945603E-6
7.8	  3.8442836E-6
7.9	  1.6634596E-6
8.0	  4.393814E-7
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #4

     Name: ETAS Triggered Only
   Points: 31
     Info: 

Data[x,y]:
6.0	  2.0E-5
6.1	  2.0E-5
6.2	  2.0E-5
6.3	  2.0E-5
6.4	  2.0E-5
6.5	  1.0E-5
6.6	  1.0E-5
6.7	  0.0
6.8	  0.0
6.9	  0.0
7.0	  0.0
7.1	  0.0
7.2	  0.0
7.3	  0.0
7.4	  0.0
7.5	  0.0
7.6	  0.0
7.7	  0.0
7.8	  0.0
7.9	  0.0
8.0	  0.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0


