Magnitude,1 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only,10 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only
6.0,2.4147688E-4,2.4791027E-4,2.4791027E-4,1.0,0.0,0.0024121467,0.0024765113,0.002506437,1.0120838,3.0E-5
6.1,2.4147688E-4,2.4791027E-4,2.4791027E-4,1.0,0.0,0.0024121467,0.0024765113,0.002506437,1.0120838,3.0E-5
6.2,2.4147688E-4,2.4791027E-4,2.4791027E-4,1.0,0.0,0.0024121467,0.0024765113,0.002506437,1.0120838,3.0E-5
6.3,2.4147688E-4,2.4791027E-4,2.4791027E-4,1.0,0.0,0.0024121467,0.0024765113,0.002506437,1.0120838,3.0E-5
6.4,2.4147688E-4,2.4791027E-4,2.4791027E-4,1.0,0.0,0.0024121467,0.0024765113,0.002506437,1.0120838,3.0E-5
6.5,2.4147688E-4,2.4791027E-4,2.4791027E-4,1.0,0.0,0.0024121467,0.0024765113,0.002506437,1.0120838,3.0E-5
6.6,2.4147688E-4,2.4791027E-4,2.4791027E-4,1.0,0.0,0.0024121467,0.0024765113,0.002506437,1.0120838,3.0E-5
6.7,2.1194408E-4,2.1737257E-4,2.1737257E-4,1.0,0.0,0.0021174205,0.0021717492,0.0021917056,1.0091891,2.0E-5
6.8,2.1194408E-4,2.1737257E-4,2.1737257E-4,1.0,0.0,0.0021174205,0.0021717492,0.0021917056,1.0091891,2.0E-5
6.9,1.7184127E-4,1.7598194E-4,1.7598194E-4,1.0,0.0,0.0017170844,0.0017585184,0.0017685008,1.0056766,1.0E-5
7.0,1.6532952E-4,1.6929678E-4,1.6929678E-4,1.0,0.0,0.0016520657,0.0016917696,0.0017017527,1.005901,1.0E-5
7.1,1.5328509E-4,1.5690686E-4,1.5690686E-4,1.0,0.0,0.001531794,0.0015680499,0.0015780343,1.0063673,1.0E-5
7.2,1.0445973E-4,1.0652381E-4,1.0652381E-4,1.0,0.0,0.0010441064,0.001064732,0.001064732,1.0,0.0
7.3,9.0600115E-5,9.2241324E-5,9.2241324E-5,1.0,0.0,9.0563187E-4,9.2203356E-4,9.2203356E-4,1.0,0.0
7.4,8.201325E-5,8.339455E-5,8.339455E-5,1.0,0.0,8.198299E-4,8.3363557E-4,8.3363557E-4,1.0,0.0
7.5,7.221842E-5,7.327068E-5,7.327068E-5,1.0,0.0,7.2194956E-4,7.324681E-4,7.324681E-4,1.0,0.0
7.6,5.6579443E-5,5.705268E-5,5.705268E-5,1.0,0.0,5.656504E-4,5.703829E-4,5.703829E-4,1.0,0.0
7.7,2.8931638E-5,2.8707573E-5,2.8707573E-5,1.0,0.0,2.8927872E-4,2.870388E-4,2.870388E-4,1.0,0.0
7.8,1.08048025E-5,1.0320066E-5,1.0320066E-5,1.0,0.0,1.0804277E-4,1.0319592E-4,1.0319592E-4,1.0,0.0
7.9,2.0778157E-6,1.7913457E-6,1.7913457E-6,1.0,0.0,2.0777963E-5,1.7913319E-5,1.7913319E-5,1.0,0.0
8.0,4.1119033E-9,4.2970694E-9,4.2970694E-9,1.0,0.0,4.1119034E-8,4.2970694E-8,4.2970694E-8,1.0,0.0
