Magnitude,1 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only,10 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only
6.0,6.060066E-4,5.9590454E-4,6.0589856E-4,1.0167712,1.0E-5,0.0060435664,0.005944664,0.0059546046,1.0016721,1.0E-5
6.1,6.060066E-4,5.9590454E-4,6.0589856E-4,1.0167712,1.0E-5,0.0060435664,0.005944664,0.0059546046,1.0016721,1.0E-5
6.2,6.060066E-4,5.9590454E-4,6.0589856E-4,1.0167712,1.0E-5,0.0060435664,0.005944664,0.0059546046,1.0016721,1.0E-5
6.3,6.060066E-4,5.9590454E-4,6.0589856E-4,1.0167712,1.0E-5,0.0060435664,0.005944664,0.0059546046,1.0016721,1.0E-5
6.4,6.060066E-4,5.9590454E-4,6.0589856E-4,1.0167712,1.0E-5,0.0060435664,0.005944664,0.0059546046,1.0016721,1.0E-5
6.5,6.060066E-4,5.9590454E-4,6.0589856E-4,1.0167712,1.0E-5,0.0060435664,0.005944664,0.0059546046,1.0016721,1.0E-5
6.6,3.9448592E-4,3.7215507E-4,3.8215137E-4,1.0268605,1.0E-5,0.0039378637,0.00371543,0.0037253927,1.0026815,1.0E-5
6.7,3.706228E-4,3.472259E-4,3.5722242E-4,1.0287896,1.0E-5,0.0037000529,0.003466917,0.0034768824,1.0028744,1.0E-5
6.8,3.2791847E-4,3.0257605E-4,3.12573E-4,1.0330396,1.0E-5,0.0032743502,0.0030216982,0.003031668,1.0032994,1.0E-5
6.9,3.2078946E-4,2.9510827E-4,3.0510532E-4,1.0338758,1.0E-5,0.003203268,0.0029472208,0.0029571913,1.003383,1.0E-5
7.0,2.7410188E-4,2.4637886E-4,2.5637637E-4,1.0405779,1.0E-5,0.0027376404,0.0024610884,0.0024710638,1.0040532,1.0E-5
7.1,2.468141E-4,2.1800565E-4,2.2800347E-4,1.0458604,1.0E-5,0.0024654015,0.0021779444,0.0021879226,1.0045815,1.0E-5
7.2,1.9825088E-4,1.6768962E-4,1.6768962E-4,1.0,0.0,0.001980741,0.001675643,0.001675643,1.0,0.0
7.3,1.7038253E-4,1.407878E-4,1.407878E-4,1.0,0.0,0.0017025196,0.0014069972,0.0014069972,1.0,0.0
7.4,1.3532673E-4,1.0790111E-4,1.0790111E-4,1.0,0.0,0.0013524436,0.0010784961,0.0010784961,1.0,0.0
7.5,9.7650576E-5,7.376316E-5,7.376316E-5,1.0,0.0,9.7607676E-4,7.3739287E-4,7.3739287E-4,1.0,0.0
7.6,6.389998E-5,4.4490793E-5,4.4490793E-5,1.0,0.0,6.3881604E-4,4.4482335E-4,4.4482335E-4,1.0,0.0
7.7,2.6823185E-5,1.4269205E-5,1.4269205E-5,1.0,0.0,2.6819948E-4,1.4268424E-4,1.4268424E-4,1.0,0.0
7.8,6.0556863E-7,5.1043025E-7,5.1043025E-7,1.0,0.0,6.05567E-6,5.1043025E-6,5.1043025E-6,1.0,0.0
