Magnitude,1 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only,10 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only
6.0,2.1315385E-5,2.0174813E-5,3.0174613E-5,1.4956576,1.0E-5,2.1313342E-4,2.0173051E-4,2.1172849E-4,1.0495611,1.0E-5
6.1,2.1315385E-5,2.0174813E-5,3.0174613E-5,1.4956576,1.0E-5,2.1313342E-4,2.0173051E-4,2.1172849E-4,1.0495611,1.0E-5
6.2,2.0454258E-5,1.9311025E-5,2.9310831E-5,1.517829,1.0E-5,2.0452376E-4,1.930941E-4,2.0309218E-4,1.0517782,1.0E-5
6.3,2.0454258E-5,1.9311025E-5,2.9310831E-5,1.517829,1.0E-5,2.0452376E-4,1.930941E-4,2.0309218E-4,1.0517782,1.0E-5
6.4,1.684314E-5,1.5684654E-5,2.5684498E-5,1.6375558,1.0E-5,1.6841863E-4,1.5683554E-4,1.6683397E-4,1.0637511,1.0E-5
6.5,1.684314E-5,1.5684654E-5,2.5684498E-5,1.6375558,1.0E-5,1.6841863E-4,1.5683554E-4,1.6683397E-4,1.0637511,1.0E-5
6.6,1.6683147E-5,1.5524134E-5,2.5523977E-5,1.6441483,1.0E-5,1.6681894E-4,1.5523055E-4,1.65229E-4,1.0644103,1.0E-5
6.7,1.6092352E-5,1.492932E-5,2.492917E-5,1.6698129,1.0E-5,1.6091186E-4,1.4928321E-4,1.5928173E-4,1.0669768,1.0E-5
6.8,1.50440255E-5,1.387156E-5,2.3871422E-5,1.7208894,1.0E-5,1.5043007E-4,1.3870698E-4,1.487056E-4,1.0720844,1.0E-5
6.9,1.3914E-5,1.27301155E-5,2.2729988E-5,1.7855289,1.0E-5,1.3913128E-4,1.2729388E-4,1.372926E-4,1.0785483,1.0E-5
7.0,1.238375E-5,1.1192888E-5,2.1192776E-5,1.8934144,1.0E-5,1.238306E-4,1.1192326E-4,1.2192214E-4,1.089337,1.0E-5
7.1,1.1081046E-5,9.8859755E-6,1.9885876E-5,2.011524,1.0E-5,1.1080493E-4,9.885537E-5,1.0885438E-4,1.1011479,1.0E-5
7.2,9.519862E-6,8.3221E-6,1.8322016E-5,2.2016098,1.0E-5,9.519454E-5,8.321789E-5,9.321706E-5,1.1201565,1.0E-5
7.3,8.410817E-6,7.3079045E-6,1.7307832E-5,2.3683712,1.0E-5,8.410499E-5,7.307665E-5,8.3075916E-5,1.1368326,1.0E-5
7.4,7.3826773E-6,6.412876E-6,1.6412812E-5,2.5593529,1.0E-5,7.382432E-5,6.4126914E-5,7.412627E-5,1.1559308,1.0E-5
7.5,5.5879395E-6,4.815889E-6,1.4815841E-5,3.0764499,1.0E-5,5.5877994E-5,4.815785E-5,5.8157366E-5,1.2076405,1.0E-5
7.6,3.5203448E-6,2.862703E-6,2.862703E-6,1.0,0.0,3.520289E-5,2.8626662E-5,2.8626662E-5,1.0,0.0
7.7,1.5100605E-6,1.0050676E-6,1.0050676E-6,1.0,0.0,1.5100502E-5,1.0050631E-5,1.0050631E-5,1.0,0.0
7.8,5.296883E-7,3.3154265E-7,3.3154265E-7,1.0,0.0,5.2968703E-6,3.3154215E-6,3.3154215E-6,1.0,0.0
7.9,1.4779177E-9,1.1169362E-9,1.1169362E-9,1.0,0.0,1.4779177E-8,1.1169361E-8,1.1169361E-8,1.0,0.0
