Magnitude,1 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only,10 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only
6.0,0.0024678076,0.0028645284,0.002994156,1.0452527,1.3E-4,0.024405818,0.028304417,0.028469605,1.0058361,1.7E-4
6.1,0.0024678076,0.0028645284,0.002964242,1.0348097,1.0E-4,0.024405818,0.028304417,0.028440455,1.0048063,1.4E-4
6.2,0.0015858212,0.0017686661,0.0018285599,1.0338639,6.0E-5,0.015745522,0.017549807,0.017648052,1.0055981,1.0E-4
6.3,0.0015858212,0.0017686661,0.0018285599,1.0338639,6.0E-5,0.015745522,0.017549807,0.017648052,1.0055981,1.0E-4
6.4,0.0013271887,0.0014554089,0.001505336,1.0343046,5.0E-5,0.013192902,0.014460951,0.014539794,1.0054522,8.0E-5
6.5,0.0012068948,0.0013103267,0.0013402874,1.022865,3.0E-5,0.012003611,0.01302768,0.013086898,1.0045456,6.0E-5
6.6,9.97089E-4,0.001061516,0.0010914841,1.0282315,3.0E-5,0.00992627,0.010565365,0.010624731,1.0056189,6.0E-5
6.7,8.985399E-4,9.464169E-4,9.763885E-4,1.0316685,3.0E-5,0.008949154,0.0094245095,0.009474039,1.0052553,5.0E-5
6.8,7.98925E-4,8.306873E-4,8.606623E-4,1.0360847,3.0E-5,0.007960589,0.00827631,0.008325896,1.0059913,5.0E-5
6.9,6.8180985E-4,6.9528597E-4,7.252651E-4,1.0431178,3.0E-5,0.0067972173,0.006931367,0.0069810203,1.0071635,5.0E-5
7.0,6.1745E-4,6.2244723E-4,6.5242854E-4,1.0481669,3.0E-5,0.006157372,0.006207231,0.0062569208,1.0080051,5.0E-5
7.1,5.5279525E-4,5.4992986E-4,5.799133E-4,1.0545224,3.0E-5,0.0055142213,0.005485821,0.0055256016,1.0072515,4.0E-5
7.2,5.0032866E-4,4.934463E-4,5.234315E-4,1.0607669,3.0E-5,0.004992037,0.0049236254,0.0049634282,1.008084,4.0E-5
7.3,4.4791115E-4,4.3714207E-4,4.571333E-4,1.0457317,2.0E-5,0.004470094,0.004362933,0.0043928022,1.0068461,3.0E-5
7.4,3.78866E-4,3.626581E-4,3.7265447E-4,1.0275642,1.0E-5,0.0037822074,0.0036207628,0.0036307266,1.0027518,1.0E-5
7.5,2.9358198E-4,2.739843E-4,2.8398156E-4,1.0364884,1.0E-5,0.0029319443,0.002736537,0.0027465096,1.0036442,1.0E-5
7.6,1.18190335E-4,1.0752728E-4,1.0752728E-4,1.0,0.0,0.001181275,0.0010747612,0.0010747612,1.0,0.0
7.7,6.8350986E-5,5.7479636E-5,5.7479636E-5,1.0,0.0,6.832996E-4,5.7465007E-4,5.7465007E-4,1.0,0.0
7.8,4.1240855E-5,3.167787E-5,3.167787E-5,1.0,0.0,4.12332E-4,3.167349E-4,3.167349E-4,1.0,0.0
7.9,3.6918053E-7,2.6558615E-7,2.6558615E-7,1.0,0.0,3.691799E-6,2.6558594E-6,2.6558594E-6,1.0,0.0
