Magnitude,1 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only,10 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only
6.0,0.0019412481,0.0022546875,0.0023045747,1.0221261,5.0E-5,0.019243775,0.022334497,0.02238338,1.0021887,5.0E-5
6.1,0.0014234743,0.0016419457,0.00168188,1.0243213,4.0E-5,0.014143906,0.01630407,0.016343419,1.0024134,4.0E-5
6.2,0.0014234743,0.0016419457,0.00168188,1.0243213,4.0E-5,0.014143906,0.01630407,0.016343419,1.0024134,4.0E-5
6.3,0.00107152,0.0012323303,0.0012622933,1.0243142,3.0E-5,0.010663681,0.01225703,0.012286662,1.0024176,3.0E-5
6.4,0.00107152,0.0012323303,0.0012622933,1.0243142,3.0E-5,0.010663681,0.01225703,0.012286662,1.0024176,3.0E-5
6.5,9.272918E-4,0.0010663504,0.0010963185,1.0281034,3.0E-5,0.009234319,0.010613803,0.010643485,1.0027965,3.0E-5
6.6,8.487073E-4,9.760658E-4,0.0010060365,1.0307057,3.0E-5,0.008454733,0.009719091,0.009748799,1.0030568,3.0E-5
6.7,6.807804E-4,7.844092E-4,8.043935E-4,1.0254769,2.0E-5,0.006786986,0.007817388,0.007837231,1.0025384,2.0E-5
6.8,5.439595E-4,6.2529295E-4,6.452804E-4,1.031965,2.0E-5,0.0054262993,0.00623609,0.006255965,1.0031872,2.0E-5
6.9,3.9856473E-4,4.586312E-4,4.78622E-4,1.043588,2.0E-5,0.003978506,0.004577433,0.0045973416,1.0043492,2.0E-5
7.0,2.045107E-4,2.3652123E-4,2.4651887E-4,1.0422695,1.0E-5,0.0020432258,0.0023629034,0.0023728798,1.004222,1.0E-5
7.1,8.357586E-5,9.689432E-5,9.689432E-5,1.0,0.0,8.3544437E-4,9.686254E-4,9.686254E-4,1.0,0.0
