Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 d Probability,1 d Supra-Seis Prob,Primary Aftershocks Mean
2.5,1465.6084,1204.0,2610.0,1350.0,1302.0,1.0,0.11672291,1064.4211
2.6,1164.2103,951.0,2083.0,1073.0,1060.0,1.0,0.11672291,845.51587
2.7,924.8129,751.0,1657.0,853.0,830.0,1.0,0.11672291,671.58777
2.8,734.73016,592.0,1313.0,679.0,660.0,1.0,0.11672291,533.5458
2.9,583.6252,466.0,1038.0,540.0,535.0,1.0,0.11672291,423.78717
3.0,463.55963,366.0,825.0,429.0,410.0,1.0,0.11672291,336.62515
3.1,368.14655,287.0,659.0,341.0,331.0,1.0,0.11672291,267.34256
3.2,292.4397,225.0,522.0,271.0,263.0,1.0,0.11672291,212.38286
3.3,232.3171,176.0,417.0,216.0,209.0,1.0,0.11672291,168.71155
3.4,184.50888,137.0,330.0,171.0,168.0,1.0,0.11672291,133.98459
3.5,146.5477,107.0,261.0,136.0,134.0,1.0,0.11672291,106.42711
3.6,116.37713,83.0,208.0,108.0,106.0,1.0,0.11672291,84.50413
3.7,92.41361,64.0,165.0,86.0,85.0,1.0,0.11672291,67.09239
3.8,73.381325,49.0,131.0,68.0,67.0,1.0,0.11672291,53.294113
3.9,58.269478,38.0,104.0,54.0,52.0,1.0,0.11672291,42.316948
4.0,46.284477,29.0,84.0,43.0,42.0,1.0,0.11672291,33.601162
4.1,36.7255,22.0,67.0,34.0,33.0,1.0,0.11672291,26.660067
4.2,29.164755,16.0,53.0,27.0,25.0,1.0,0.11672291,21.176153
4.3,23.165768,12.0,44.0,22.0,20.0,1.0,0.11672291,16.826584
4.4,18.365917,9.0,36.0,17.0,16.0,1.0,0.11672291,13.343007
4.5,14.572816,6.0,29.0,13.0,12.0,1.0,0.11672291,10.590402
4.6,11.555006,4.0,24.0,11.0,10.0,0.9998875,0.11672291,8.399813
4.7,9.1478815,3.0,19.0,8.0,8.0,0.99955004,0.11672291,6.645894
4.8,7.2328835,2.0,16.0,7.0,6.0,0.9974503,0.11672291,5.257443
4.9,5.7151856,1.0,13.0,5.0,4.0,0.992051,0.11672291,4.1559806
5.0,4.5096736,1.0,11.0,4.0,3.0,0.97937757,0.11672291,3.2817397
5.1,3.5503561,0.0,9.0,3.0,3.0,0.9529434,0.11672291,2.5897639
5.2,2.8018372,0.0,8.0,2.0,2.0,0.908174,0.11672291,2.0435696
5.3,2.1988752,0.0,7.0,2.0,1.0,0.8484439,0.11672291,1.6020622
5.4,1.7130483,0.0,6.0,1.0,1.0,0.77315336,0.11672291,1.247844
5.5,1.3415823,0.0,5.0,1.0,1.0,0.68890136,0.11672291,0.97907764
5.6,1.0389202,0.0,4.0,1.0,0.0,0.5992126,0.11672291,0.7592426
5.7,0.80288714,0.0,3.0,1.0,0.0,0.5108736,0.11672291,0.5863142
5.8,0.6139483,0.0,3.0,0.0,0.0,0.42380953,0.11672291,0.45076865
5.9,0.46302962,0.0,2.0,0.0,0.0,0.34521934,0.11668541,0.34053242
6.0,0.3568429,0.0,2.0,0.0,0.0,0.2793026,0.11664792,0.26201725
6.1,0.26434195,0.0,2.0,0.0,0.0,0.21661042,0.10138733,0.19512561
6.2,0.17247844,0.0,1.0,0.0,0.0,0.14904387,0.07660293,0.12789652
6.3,0.1328084,0.0,1.0,0.0,0.0,0.11807274,0.06696663,0.098912634
6.4,0.09966254,0.0,1.0,0.0,0.0,0.089726284,0.056842893,0.072590925
6.5,0.0776528,0.0,1.0,0.0,0.0,0.071241096,0.04983127,0.056955382
6.6,0.064341955,0.0,1.0,0.0,0.0,0.060367454,0.04589426,0.048106488
6.7,0.053205848,0.0,1.0,0.0,0.0,0.050206225,0.040532432,0.039632548
6.8,0.044994377,0.0,1.0,0.0,0.0,0.043082114,0.03592051,0.034045745
6.9,0.036070492,0.0,1.0,0.0,0.0,0.03472066,0.030258717,0.027409073
7.0,0.029058868,0.0,1.0,0.0,0.0,0.028346457,0.025871767,0.022384701
7.1,0.025234345,0.0,0.0,0.0,0.0,0.024821898,0.023247095,0.019460067
7.2,0.019535057,0.0,0.0,0.0,0.0,0.019235095,0.018297713,0.014848144
7.3,0.014060742,0.0,0.0,0.0,0.0,0.013798275,0.013160855,0.010761155
7.4,0.012223472,0.0,0.0,0.0,0.0,0.0119985,0.0116985375,0.009298838
7.5,0.0095988,0.0,0.0,0.0,0.0,0.009486314,0.009373828,0.007424072
7.6,0.005511811,0.0,0.0,0.0,0.0,0.0054743155,0.0054368204,0.0044994378
7.7,0.001912261,0.0,0.0,0.0,0.0,0.001912261,0.001912261,0.0014248219
7.8,0.0011623547,0.0,0.0,0.0,0.0,0.0011623547,0.0011623547,9.7487814E-4
7.9,6.749156E-4,0.0,0.0,0.0,0.0,6.749156E-4,6.749156E-4,5.624297E-4
8.0,2.624672E-4,0.0,0.0,0.0,0.0,2.624672E-4,2.624672E-4,2.2497188E-4
8.1,3.7495312E-5,0.0,0.0,0.0,0.0,3.7495312E-5,3.7495312E-5,3.7495312E-5
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
