Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,10 yr Probability,10 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,5582.0293,3668.0,16137.0,4616.0,4324.0,1.0,0.33704537,2393.7368
2.6,4433.9126,2909.0,12835.0,3667.0,3435.0,1.0,0.33704537,1901.3484
2.7,3522.0266,2305.0,10206.0,2915.0,2735.0,1.0,0.33704537,1510.3073
2.8,2797.71,1826.0,8094.0,2316.0,2254.0,1.0,0.33704537,1199.6907
2.9,2222.1953,1445.0,6420.0,1840.0,1719.0,1.0,0.33704537,952.93695
3.0,1765.017,1144.0,5102.0,1462.0,1334.0,1.0,0.33704537,756.889
3.1,1401.8195,903.0,4051.0,1162.0,1062.0,1.0,0.33704537,601.17206
3.2,1113.4972,713.0,3214.0,923.0,871.0,1.0,0.33704537,477.552
3.3,884.4122,563.0,2558.0,734.0,684.0,1.0,0.33704537,379.29004
3.4,702.33923,443.0,2030.0,584.0,539.0,1.0,0.33704537,301.2152
3.5,557.74347,349.0,1612.0,464.0,424.0,1.0,0.33704537,239.20895
3.6,442.92618,275.0,1280.0,369.0,342.0,1.0,0.33704537,189.9498
3.7,351.69913,215.0,1017.0,293.0,269.0,1.0,0.33704537,150.83098
3.8,279.32785,169.0,806.0,233.0,216.0,1.0,0.33704537,119.807014
3.9,221.75568,131.0,640.0,186.0,167.0,1.0,0.33704537,95.08946
4.0,176.04758,102.0,509.0,148.0,132.0,1.0,0.33704537,75.489204
4.1,139.78421,79.0,405.0,117.0,103.0,1.0,0.33704537,59.90626
4.2,110.947395,61.0,321.0,93.0,82.0,1.0,0.33704537,47.567528
4.3,88.039444,47.0,254.0,74.0,67.0,1.0,0.33704537,37.780052
4.4,69.84301,36.0,202.0,59.0,52.0,1.0,0.33704537,29.974165
4.5,55.391487,27.0,160.0,47.0,41.0,1.0,0.33704537,23.773378
4.6,43.89179,20.0,127.0,37.0,33.0,1.0,0.33704537,18.84207
4.7,34.731983,15.0,101.0,29.0,26.0,1.0,0.33704537,14.911024
4.8,27.47338,11.0,80.0,23.0,21.0,1.0,0.33704537,11.799063
4.9,21.73052,8.0,64.0,18.0,16.0,1.0,0.33704537,9.3286085
5.0,17.131834,6.0,50.0,15.0,13.0,1.0,0.33704537,7.3667793
5.1,13.500788,4.0,40.0,11.0,10.0,0.999925,0.33704537,5.8110237
5.2,10.626097,3.0,32.0,9.0,8.0,0.9993626,0.33704537,4.5765653
5.3,8.345969,2.0,25.0,7.0,6.0,0.99643797,0.33704537,3.5993252
5.4,6.531496,1.0,20.0,5.0,4.0,0.98736405,0.33704537,2.81901
5.5,5.0925384,0.0,16.0,4.0,3.0,0.9693288,0.33704537,2.2040496
5.6,3.946794,0.0,13.0,3.0,2.0,0.9356955,0.33704537,1.7097487
5.7,3.0411325,0.0,10.0,2.0,2.0,0.8863142,0.33704537,1.3177727
5.8,2.3218598,0.0,8.0,2.0,1.0,0.81889766,0.33704537,1.0065242
