Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 hr Probability,1 hr Supra-Seis Prob,Primary Aftershocks Mean
2.5,508.36108,444.0,618.0,496.0,487.0,1.0,0.04383,457.5534
2.6,403.82242,349.0,493.0,394.0,388.0,1.0,0.04383,363.4418
2.7,320.7811,274.0,393.0,313.0,312.0,1.0,0.04383,288.69788
2.8,254.82648,214.0,314.0,249.0,248.0,1.0,0.04383,229.33955
2.9,202.41354,167.0,252.0,198.0,196.0,1.0,0.04383,182.17334
3.0,160.77783,130.0,202.0,157.0,158.0,1.0,0.04383,144.70892
3.1,127.68003,101.0,163.0,125.0,124.0,1.0,0.04383,114.92025
3.2,101.42139,78.0,131.0,99.0,100.0,1.0,0.04383,91.29022
3.3,80.55254,60.0,106.0,79.0,78.0,1.0,0.04383,72.49608
3.4,63.97856,46.0,86.0,63.0,63.0,1.0,0.04383,57.58372
3.5,50.82586,35.0,70.0,50.0,49.0,1.0,0.04383,45.74958
3.6,40.3595,27.0,57.0,39.0,39.0,1.0,0.04383,36.3282
3.7,32.04087,20.0,46.0,31.0,30.0,1.0,0.04383,28.83899
3.8,25.44807,15.0,38.0,25.0,23.0,1.0,0.04383,22.90563
3.9,20.20246,11.0,31.0,20.0,20.0,1.0,0.04383,18.18742
4.0,16.03491,8.0,26.0,16.0,15.0,1.0,0.04383,14.43583
4.1,12.72983,6.0,22.0,12.0,12.0,1.0,0.04383,11.45887
4.2,10.10652,4.0,18.0,10.0,9.0,0.99989,0.04383,9.09915
4.3,8.02049,3.0,15.0,8.0,7.0,0.99939,0.04383,7.2205
4.4,6.35797,2.0,13.0,6.0,6.0,0.99734,0.04383,5.72313
4.5,5.04108,1.0,10.0,5.0,4.0,0.99106,0.04383,4.53696
4.6,3.99635,1.0,9.0,4.0,3.0,0.97609,0.04383,3.59676
4.7,3.1654,0.0,8.0,3.0,2.0,0.94899,0.04383,2.84843
4.8,2.50411,0.0,6.0,2.0,2.0,0.90618,0.04383,2.25299
4.9,1.98036,0.0,5.0,2.0,1.0,0.84631,0.04383,1.78168
5.0,1.56093,0.0,5.0,1.0,1.0,0.7725,0.04383,1.40485
5.1,1.23205,0.0,4.0,1.0,1.0,0.691,0.04383,1.10944
5.2,0.97106,0.0,3.0,1.0,0.0,0.60386,0.04383,0.87416
5.3,0.76373,0.0,3.0,1.0,0.0,0.51834,0.04383,0.68753
5.4,0.59591,0.0,3.0,0.0,0.0,0.4353,0.04383,0.53656
5.5,0.4635,0.0,2.0,0.0,0.0,0.3586,0.04383,0.41679
5.6,0.35904,0.0,2.0,0.0,0.0,0.29194,0.04383,0.32323
5.7,0.27684,0.0,2.0,0.0,0.0,0.23447,0.04383,0.24926
5.8,0.21295,0.0,1.0,0.0,0.0,0.18634,0.04383,0.19163
5.9,0.16133,0.0,1.0,0.0,0.0,0.14537,0.04382,0.14524
6.0,0.12425,0.0,1.0,0.0,0.0,0.11398,0.04381,0.11155
6.1,0.09173,0.0,1.0,0.0,0.0,0.08574,0.03839,0.08253
6.2,0.05944,0.0,1.0,0.0,0.0,0.05669,0.02835,0.05343
6.3,0.04567,0.0,1.0,0.0,0.0,0.04387,0.02461,0.04115
6.4,0.03441,0.0,1.0,0.0,0.0,0.0333,0.02107,0.0309
6.5,0.0268,0.0,1.0,0.0,0.0,0.02608,0.01846,0.02399
6.6,0.02303,0.0,0.0,0.0,0.0,0.02252,0.01724,0.02064
6.7,0.01884,0.0,0.0,0.0,0.0,0.01848,0.0151,0.01696
6.8,0.01597,0.0,0.0,0.0,0.0,0.01573,0.01344,0.01442
6.9,0.01298,0.0,0.0,0.0,0.0,0.01285,0.01135,0.01179
7.0,0.01061,0.0,0.0,0.0,0.0,0.01053,0.00953,0.00967
7.1,0.00897,0.0,0.0,0.0,0.0,0.00894,0.00842,0.00819
7.2,0.00673,0.0,0.0,0.0,0.0,0.0067,0.00642,0.0062
7.3,0.00462,0.0,0.0,0.0,0.0,0.00461,0.00448,0.00429
7.4,0.00409,0.0,0.0,0.0,0.0,0.00408,0.00403,0.00378
7.5,0.00308,0.0,0.0,0.0,0.0,0.00307,0.00306,0.00284
7.6,0.00169,0.0,0.0,0.0,0.0,0.00168,0.00168,0.00154
7.7,5.0E-4,0.0,0.0,0.0,0.0,5.0E-4,5.0E-4,4.4E-4
7.8,2.9E-4,0.0,0.0,0.0,0.0,2.9E-4,2.9E-4,2.8E-4
7.9,1.2E-4,0.0,0.0,0.0,0.0,1.2E-4,1.2E-4,1.1E-4
8.0,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,4.0E-5,4.0E-5
8.1,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
