
X-Axis: Magnitude
Y-Axis: 3 Year Probability
Number of Data Sets: 4


DATASET #1

     Name: UCERF3-TI
   Points: 31
     Info: 

Data[x,y]:
6.0	  0.00828899
6.1	  0.007063716
6.2	  0.0059661185
6.3	  0.004525038
6.4	  0.0044306475
6.5	  0.004376863
6.6	  0.0042669317
6.7	  0.004172157
6.8	  0.0037082357
6.9	  0.0029876942
7.0	  0.0025403565
7.1	  0.002241108
7.2	  0.0016794393
7.3	  0.0012388286
7.4	  8.343947E-4
7.5	  7.205553E-4
7.6	  4.5997082E-4
7.7	  2.1053031E-4
7.8	  1.7807873E-4
7.9	  1.2908543E-4
8.0	  7.9474354E-5
8.1	  5.2722597E-5
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #2

     Name: UCERF3-TD
   Points: 31
     Info: 

Data[x,y]:
6.0	  0.015859114
6.1	  0.01346217
6.2	  0.011245642
6.3	  0.008300962
6.4	  0.008148999
6.5	  0.008058201
6.6	  0.007870046
6.7	  0.0076985406
6.8	  0.0066959476
6.9	  0.00516256
7.0	  0.0043138308
7.1	  0.0037838
7.2	  0.0028089182
7.3	  0.0020575544
7.4	  0.0014256457
7.5	  0.0012923371
7.6	  8.5695507E-4
7.7	  4.0207818E-4
7.8	  3.540887E-4
7.9	  2.7542046E-4
8.0	  1.7159311E-4
8.1	  1.0673818E-4
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #3

     Name: UCERF3-ETAS
   Points: 31
     Info: 

Data[x,y]:
6.0	  0.015888639
6.1	  0.013491766
6.2	  0.0112753045
6.3	  0.008330713
6.4	  0.008178754
6.5	  0.008087959
6.6	  0.007899811
6.7	  0.0077283094
6.8	  0.0067257467
6.9	  0.005182456
7.0	  0.0043337443
7.1	  0.0038037244
7.2	  0.002828862
7.3	  0.0020775131
7.4	  0.0014456172
7.5	  0.0013123112
7.6	  8.7693793E-4
7.7	  4.2207012E-4
7.8	  3.740816E-4
7.9	  2.9541497E-4
8.0	  1.8159139E-4
8.1	  1.0673818E-4
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #4

     Name: ETAS Triggered Only
   Points: 31
     Info: 

Data[x,y]:
6.0	  3.0E-5
6.1	  3.0E-5
6.2	  3.0E-5
6.3	  3.0E-5
6.4	  3.0E-5
6.5	  3.0E-5
6.6	  3.0E-5
6.7	  3.0E-5
6.8	  3.0E-5
6.9	  2.0E-5
7.0	  2.0E-5
7.1	  2.0E-5
7.2	  2.0E-5
7.3	  2.0E-5
7.4	  2.0E-5
7.5	  2.0E-5
7.6	  2.0E-5
7.7	  2.0E-5
7.8	  2.0E-5
7.9	  2.0E-5
8.0	  1.0E-5
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0


