
X-Axis: Magnitude
Y-Axis: 3 Year Probability
Number of Data Sets: 4


DATASET #1

     Name: UCERF3-TI
   Points: 31
     Info: 

Data[x,y]:
6.0	  8.804352E-5
6.1	  8.804352E-5
6.2	  5.617219E-5
6.3	  4.447137E-5
6.4	  4.447137E-5
6.5	  3.6539688E-5
6.6	  2.9135606E-5
6.7	  2.4703175E-5
6.8	  2.1636182E-5
6.9	  1.6726559E-5
7.0	  1.3731191E-5
7.1	  1.13917895E-5
7.2	  9.075386E-6
7.3	  7.1718637E-6
7.4	  5.6954204E-6
7.5	  4.9518862E-6
7.6	  3.7864236E-6
7.7	  2.8417835E-6
7.8	  1.8706452E-6
7.9	  1.2829606E-6
8.0	  9.4713255E-7
8.1	  4.9878554E-7
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #2

     Name: UCERF3-TD
   Points: 31
     Info: 

Data[x,y]:
6.0	  8.829275E-5
6.1	  8.829275E-5
6.2	  5.6197685E-5
6.3	  4.4418823E-5
6.4	  4.4418823E-5
6.5	  3.640145E-5
6.6	  2.8921311E-5
6.7	  2.4435301E-5
6.8	  2.1329332E-5
6.9	  1.634707E-5
7.0	  1.330008E-5
7.1	  1.0914315E-5
7.2	  8.545053E-6
7.3	  6.5946465E-6
7.4	  5.0756917E-6
7.5	  4.30846E-6
7.6	  3.1007373E-6
7.7	  2.117386E-6
7.8	  1.1229221E-6
7.9	  5.9457295E-7
8.0	  3.8827827E-7
8.1	  2.1396231E-7
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #3

     Name: UCERF3-ETAS
   Points: 31
     Info: 

Data[x,y]:
6.0	  9.8291865E-5
6.1	  9.8291865E-5
6.2	  5.6197685E-5
6.3	  4.4418823E-5
6.4	  4.4418823E-5
6.5	  3.640145E-5
6.6	  2.8921311E-5
6.7	  2.4435301E-5
6.8	  2.1329332E-5
6.9	  1.634707E-5
7.0	  1.330008E-5
7.1	  1.0914315E-5
7.2	  8.545053E-6
7.3	  6.5946465E-6
7.4	  5.0756917E-6
7.5	  4.30846E-6
7.6	  3.1007373E-6
7.7	  2.117386E-6
7.8	  1.1229221E-6
7.9	  5.9457295E-7
8.0	  3.8827827E-7
8.1	  2.1396231E-7
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #4

     Name: ETAS Triggered Only
   Points: 31
     Info: 

Data[x,y]:
6.0	  1.0E-5
6.1	  1.0E-5
6.2	  0.0
6.3	  0.0
6.4	  0.0
6.5	  0.0
6.6	  0.0
6.7	  0.0
6.8	  0.0
6.9	  0.0
7.0	  0.0
7.1	  0.0
7.2	  0.0
7.3	  0.0
7.4	  0.0
7.5	  0.0
7.6	  0.0
7.7	  0.0
7.8	  0.0
7.9	  0.0
8.0	  0.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0


