
X-Axis: Magnitude
Y-Axis: 4 Year Probability
Number of Data Sets: 4


DATASET #1

     Name: UCERF3-TI
   Points: 31
     Info: 

Data[x,y]:
6.0	  0.25113493
6.1	  0.19899574
6.2	  0.19899574
6.3	  0.1572094
6.4	  0.13331394
6.5	  0.11764851
6.6	  0.10390546
6.7	  0.063599944
6.8	  0.057586733
6.9	  0.050480947
7.0	  0.04671385
7.1	  0.042312626
7.2	  0.040011603
7.3	  0.035303112
7.4	  0.02823963
7.5	  0.020197518
7.6	  0.018819444
7.7	  0.016209139
7.8	  0.011461443
7.9	  0.006573958
8.0	  0.0034144172
8.1	  0.0016639848
8.2	  0.0011052513
8.3	  3.9318635E-4
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #2

     Name: UCERF3-TD
   Points: 31
     Info: 

Data[x,y]:
6.0	  0.41188312
6.1	  0.32995644
6.2	  0.32995644
6.3	  0.2607792
6.4	  0.21948102
6.5	  0.1920377
6.6	  0.16749455
6.7	  0.09096979
6.8	  0.07739393
6.9	  0.06286139
7.0	  0.055622753
7.1	  0.047482334
7.2	  0.043526806
7.3	  0.033352792
7.4	  0.020411583
7.5	  0.006624522
7.6	  0.005348374
7.7	  0.0028662595
7.8	  0.0017380385
7.9	  0.0012982214
8.0	  0.0010311214
8.1	  8.628111E-4
8.2	  6.5033726E-4
8.3	  2.4132548E-4
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #3

     Name: UCERF3-ETAS
   Points: 31
     Info: 

Data[x,y]:
6.0	  0.411889
6.1	  0.32996315
6.2	  0.32996315
6.3	  0.2607866
6.4	  0.21948102
6.5	  0.1920377
6.6	  0.16749455
6.7	  0.09096979
6.8	  0.07739393
6.9	  0.06286139
7.0	  0.055622753
7.1	  0.047482334
7.2	  0.043526806
7.3	  0.033352792
7.4	  0.020411583
7.5	  0.006624522
7.6	  0.005348374
7.7	  0.0028662595
7.8	  0.0017380385
7.9	  0.0012982214
8.0	  0.0010311214
8.1	  8.628111E-4
8.2	  6.5033726E-4
8.3	  2.4132548E-4
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #4

     Name: ETAS Triggered Only
   Points: 31
     Info: 

Data[x,y]:
6.0	  1.0E-5
6.1	  1.0E-5
6.2	  1.0E-5
6.3	  1.0E-5
6.4	  0.0
6.5	  0.0
6.6	  0.0
6.7	  0.0
6.8	  0.0
6.9	  0.0
7.0	  0.0
7.1	  0.0
7.2	  0.0
7.3	  0.0
7.4	  0.0
7.5	  0.0
7.6	  0.0
7.7	  0.0
7.8	  0.0
7.9	  0.0
8.0	  0.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0


