Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 yr Probability,1 yr Supra-Seis Prob
2.5,5951.8237,4172.0,14472.0,5096.0,4623.0,1.0,0.44723
2.6,4727.592,3311.0,11491.0,4048.0,3731.0,1.0,0.44723
2.7,3755.1118,2623.0,9116.0,3216.0,3014.0,1.0,0.44723
2.8,2982.8403,2078.0,7250.0,2555.0,2264.0,1.0,0.44723
2.9,2369.303,1646.0,5758.0,2031.0,1897.0,1.0,0.44723
3.0,1881.9622,1303.0,4575.0,1614.0,1428.0,1.0,0.44723
3.1,1494.8463,1030.0,3637.0,1283.0,1152.0,1.0,0.44723
3.2,1187.3112,814.0,2885.0,1020.0,940.0,1.0,0.44723
3.3,943.01874,643.0,2293.0,811.0,733.0,1.0,0.44723
3.4,749.0439,507.0,1818.0,644.0,594.0,1.0,0.44723
3.5,594.92664,399.0,1444.0,512.0,465.0,1.0,0.44723
3.6,472.48178,314.0,1148.0,407.0,385.0,1.0,0.44723
3.7,375.18777,246.0,912.0,324.0,296.0,1.0,0.44723
3.8,297.91736,193.0,725.0,258.0,231.0,1.0,0.44723
3.9,236.53564,151.0,577.0,205.0,195.0,1.0,0.44723
4.0,187.79984,117.0,457.0,163.0,151.0,1.0,0.44723
4.1,149.10156,91.0,363.0,130.0,123.0,1.0,0.44723
4.2,118.35856,70.0,289.0,103.0,96.0,1.0,0.44723
4.3,93.94782,54.0,229.0,82.0,75.0,1.0,0.44723
4.4,74.54784,41.0,182.0,65.0,60.0,1.0,0.44723
4.5,59.14329,32.0,145.0,52.0,46.0,1.0,0.44723
4.6,46.90606,24.0,116.0,41.0,38.0,1.0,0.44723
4.7,37.19416,18.0,92.0,33.0,30.0,1.0,0.44723
4.8,29.47535,13.0,74.0,26.0,24.0,1.0,0.44723
4.9,23.34525,10.0,59.0,21.0,19.0,1.0,0.44723
5.0,18.46486,7.0,47.0,16.0,15.0,0.99998,0.44723
5.1,14.59418,5.0,37.0,13.0,11.0,0.99992,0.44723
5.2,11.50885,3.0,30.0,10.0,9.0,0.99964,0.44723
5.3,9.0697,2.0,24.0,8.0,6.0,0.9982,0.44723
5.4,7.13195,1.0,19.0,6.0,5.0,0.99375,0.44723
5.5,5.59169,1.0,16.0,5.0,4.0,0.98246,0.44723
5.6,4.36822,0.0,13.0,4.0,3.0,0.96007,0.44722
5.7,3.39594,0.0,10.0,3.0,2.0,0.92337,0.44717
5.8,2.62241,0.0,8.0,2.0,1.0,0.86882,0.44706
5.9,2.00162,0.0,7.0,2.0,1.0,0.79722,0.44049
6.0,1.56721,0.0,6.0,1.0,1.0,0.71896,0.43381
6.1,1.17525,0.0,5.0,1.0,0.0,0.6231,0.38468
6.2,0.84019,0.0,4.0,1.0,0.0,0.51223,0.33164
6.3,0.64652,0.0,3.0,0.0,0.0,0.42998,0.29084
6.4,0.49676,0.0,3.0,0.0,0.0,0.35194,0.25231
6.5,0.38281,0.0,2.0,0.0,0.0,0.28717,0.2162
6.6,0.30609,0.0,2.0,0.0,0.0,0.24318,0.19142
6.7,0.24337,0.0,2.0,0.0,0.0,0.20011,0.16374
6.8,0.19316,0.0,1.0,0.0,0.0,0.16524,0.13969
6.9,0.14915,0.0,1.0,0.0,0.0,0.13251,0.11542
7.0,0.11591,0.0,1.0,0.0,0.0,0.10576,0.09477
7.1,0.09181,0.0,1.0,0.0,0.0,0.08556,0.07933
7.2,0.0689,0.0,1.0,0.0,0.0,0.06524,0.06195
7.3,0.05034,0.0,1.0,0.0,0.0,0.04829,0.04668
7.4,0.04126,0.0,1.0,0.0,0.0,0.0398,0.0391
7.5,0.03046,0.0,1.0,0.0,0.0,0.02963,0.02939
7.6,0.01851,0.0,0.0,0.0,0.0,0.01822,0.01816
7.7,0.00904,0.0,0.0,0.0,0.0,0.00898,0.00896
7.8,0.00637,0.0,0.0,0.0,0.0,0.00636,0.00635
7.9,0.00381,0.0,0.0,0.0,0.0,0.00381,0.00381
8.0,0.00187,0.0,0.0,0.0,0.0,0.00187,0.00187
8.1,5.4E-4,0.0,0.0,0.0,0.0,5.4E-4,5.4E-4
8.2,1.5E-4,0.0,0.0,0.0,0.0,1.5E-4,1.5E-4
8.3,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
