Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,10 yr Probability,10 yr Supra-Seis Prob
2.5,26667.05,18090.0,52256.0,23933.0,20339.0,1.0,0.9713
2.6,21182.408,14359.0,41524.0,19015.0,16822.0,1.0,0.9713
2.7,16825.285,11404.0,33004.0,15106.0,13581.0,1.0,0.9713
2.8,13364.496,9056.0,26217.0,11997.0,10189.0,1.0,0.9713
2.9,10615.957,7187.0,20826.0,9532.0,8329.0,1.0,0.9713
3.0,8432.43,5705.0,16540.0,7571.0,6479.0,1.0,0.9713
3.1,6698.015,4527.0,13144.0,6012.0,5404.0,1.0,0.9713
3.2,5320.2573,3592.0,10446.0,4778.0,4123.0,1.0,0.9713
3.3,4225.8784,2850.0,8293.0,3796.0,3656.0,1.0,0.9713
3.4,3356.5776,2258.0,6582.0,3016.0,2529.0,1.0,0.9713
3.5,2666.0447,1791.0,5227.0,2396.0,2082.0,1.0,0.9713
3.6,2117.5435,1419.0,4153.0,1903.0,1586.0,1.0,0.9713
3.7,1681.7556,1123.0,3300.0,1512.0,1309.0,1.0,0.9713
3.8,1335.696,888.0,2620.0,1202.0,1040.0,1.0,0.9713
3.9,1060.7633,702.0,2080.0,955.0,836.0,1.0,0.9713
4.0,842.4147,554.0,1653.0,759.0,679.0,1.0,0.9713
4.1,669.00757,437.0,1313.0,603.0,534.0,1.0,0.9713
4.2,531.28394,344.0,1046.0,480.0,433.0,1.0,0.9713
4.3,421.8178,271.0,831.0,381.0,340.0,1.0,0.9713
4.4,334.86096,212.0,660.0,303.0,261.0,1.0,0.9713
4.5,265.821,167.0,523.0,241.0,213.0,1.0,0.9713
4.6,210.95567,130.0,416.0,192.0,172.0,1.0,0.9713
4.7,167.41554,101.0,330.0,152.0,133.0,1.0,0.9713
4.8,132.79498,78.0,263.0,121.0,103.0,1.0,0.9713
4.9,105.34397,61.0,208.0,96.0,85.0,1.0,0.9713
5.0,83.51333,47.0,166.0,77.0,65.0,1.0,0.9713
5.1,66.15482,36.0,131.0,61.0,54.0,1.0,0.9713
5.2,52.38207,27.0,104.0,48.0,43.0,1.0,0.9713
5.3,41.44933,20.0,83.0,38.0,33.0,1.0,0.9713
5.4,32.76812,15.0,66.0,30.0,27.0,1.0,0.9713
5.5,25.85683,11.0,52.0,24.0,21.0,1.0,0.9713
5.6,20.37889,8.0,41.0,19.0,16.0,1.0,0.9713
5.7,16.02901,6.0,33.0,15.0,13.0,0.99997,0.97128
5.8,12.56675,4.0,26.0,12.0,10.0,0.99986,0.97123
5.9,9.71345,3.0,20.0,9.0,8.0,0.99914,0.96738
6.0,7.76769,2.0,17.0,7.0,6.0,0.99732,0.96303
6.1,6.01009,1.0,13.0,6.0,5.0,0.99123,0.94149
6.2,4.66803,1.0,11.0,4.0,4.0,0.97867,0.9178
6.3,3.67449,0.0,9.0,3.0,3.0,0.95461,0.88352
6.4,2.87054,0.0,7.0,3.0,2.0,0.91546,0.83835
6.5,2.225,0.0,6.0,2.0,1.0,0.85835,0.77886
6.6,1.752,0.0,5.0,1.0,1.0,0.796,0.7202
6.7,1.36335,0.0,4.0,1.0,1.0,0.71502,0.64591
6.8,1.06679,0.0,4.0,1.0,0.0,0.63181,0.57424
6.9,0.82305,0.0,3.0,1.0,0.0,0.54338,0.4988
7.0,0.64189,0.0,3.0,0.0,0.0,0.46152,0.42899
7.1,0.4927,0.0,2.0,0.0,0.0,0.38109,0.35947
7.2,0.3713,0.0,2.0,0.0,0.0,0.3061,0.29305
7.3,0.28505,0.0,2.0,0.0,0.0,0.24556,0.23877
7.4,0.21618,0.0,1.0,0.0,0.0,0.19337,0.19046
7.5,0.14827,0.0,1.0,0.0,0.0,0.13732,0.13636
7.6,0.10329,0.0,1.0,0.0,0.0,0.09844,0.09812
7.7,0.06594,0.0,1.0,0.0,0.0,0.06457,0.06439
7.8,0.04832,0.0,1.0,0.0,0.0,0.04809,0.04802
7.9,0.02969,0.0,1.0,0.0,0.0,0.02967,0.02967
8.0,0.0153,0.0,0.0,0.0,0.0,0.0153,0.0153
8.1,0.00554,0.0,0.0,0.0,0.0,0.00554,0.00554
8.2,0.00171,0.0,0.0,0.0,0.0,0.00171,0.00171
8.3,2.0E-4,0.0,0.0,0.0,0.0,2.0E-4,2.0E-4
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
