Parent ID,Parent Name,Total 10 Year Mean Count,Total 1 Day Prob,Total 1 Week Prob,Total 1 Month Prob,Total 1 Year Prob,Total 10 Year Prob,Triggered 10 Year Mean Count,Triggered 1 Day Prob,Triggered 1 Week Prob,Triggered 1 Month Prob,Triggered 1 Year Prob,Triggered 10 Year Prob,Triggered 10 Year Primary Mean Count
861,Airport Lake,0.04307,0.01566,0.02153,0.02665,0.03439,0.04302,0.04145,0.01566,0.02153,0.02665,0.03423,0.0414,0.02726
667,Almanor 2011 CFM,0.00599,0.0,1.0E-5,4.0E-5,6.5E-4,0.00599,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Anacapa-Dume alt 1,0.0017,0.0,0.0,1.0E-5,1.7E-4,0.0017,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0
197,Anaheim,2.1E-4,0.0,0.0,0.0,1.0E-5,2.1E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,Antelope Valley 2011,0.00512,0.0,0.0,3.0E-5,5.4E-4,0.0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,Ash Hill,0.00639,5.8E-4,0.00106,0.00152,0.00263,0.00636,0.0036,5.7E-4,0.00104,0.00148,0.00237,0.00357,6.3E-4
881,Baker,0.001,1.0E-4,1.3E-4,1.4E-4,2.9E-4,0.001,2.3E-4,1.0E-4,1.3E-4,1.4E-4,1.8E-4,2.3E-4,6.0E-5
668,Bartlett Springs 2011 CFM,0.021,0.0,3.0E-5,1.5E-4,0.0018,0.02084,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,Battle Creek 2011 CFM,0.0015,0.0,0.0,1.0E-5,1.8E-4,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,Bear River fault zone,0.00328,0.0,0.0,2.0E-5,2.9E-4,0.00328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,Bennett Valley 2011 CFM,0.00609,0.0,0.0,0.0,4.3E-4,0.00608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Bicycle Lake,0.00399,1.0E-4,1.4E-4,2.0E-4,6.8E-4,0.00399,8.5E-4,1.0E-4,1.4E-4,1.9E-4,4.3E-4,8.5E-4,9.0E-5
741,Big Lagoon - Bald Mtn 2011 CFM,0.00673,0.0,0.0,6.0E-5,4.7E-4,0.00645,2.0E-5,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
192,Big Pine (Central),0.00101,0.0,0.0,0.0,1.2E-4,0.00101,2.0E-5,0.0,0.0,0.0,2.0E-5,2.0E-5,0.0
191,Big Pine (East),0.00287,1.0E-5,1.0E-5,3.0E-5,2.8E-4,0.00286,7.0E-5,0.0,0.0,2.0E-5,5.0E-5,7.0E-5,1.0E-5
200,Big Pine (West),6.0E-5,0.0,0.0,0.0,1.0E-5,6.0E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Blackwater,0.00398,3.4E-4,6.8E-4,0.00104,0.00175,0.00398,0.00224,3.4E-4,6.8E-4,0.00101,0.00158,0.00224,5.2E-4
169,Blue Cut,0.00356,0.0,2.0E-5,5.0E-5,3.2E-4,0.00352,6.0E-5,0.0,1.0E-5,3.0E-5,3.0E-5,6.0E-5,1.0E-5
170,Brawley (Seismic Zone) alt 1,0.09275,0.0,1.5E-4,6.9E-4,0.00878,0.09071,1.5E-4,0.0,3.0E-5,8.0E-5,1.1E-4,1.5E-4,6.0E-5
541,Breckenridge 2011,1.9E-4,0.0,0.0,0.0,4.0E-5,1.9E-4,2.0E-5,0.0,0.0,0.0,2.0E-5,2.0E-5,0.0
882,Bullion Mountains,0.00221,0.0,0.0,1.0E-5,2.1E-4,0.00221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Burnt Mtn,0.00331,0.0,1.0E-5,1.0E-5,3.2E-4,0.00331,2.0E-5,0.0,0.0,0.0,1.0E-5,2.0E-5,0.0
561,Butano 2011 CFM,0.00134,0.0,1.0E-5,2.0E-5,1.5E-4,0.00134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Cady,0.00235,2.0E-5,4.0E-5,8.0E-5,3.7E-4,0.00235,1.7E-4,2.0E-5,4.0E-5,8.0E-5,1.3E-4,1.7E-4,3.0E-5
602,Calaveras (Central) 2011 CFM,0.05429,0.0,1.1E-4,4.4E-4,0.00489,0.05111,2.0E-5,0.0,0.0,1.0E-5,2.0E-5,2.0E-5,1.0E-5
601,Calaveras (No) 2011 CFM,0.023,0.0,1.0E-5,1.2E-4,0.00203,0.0228,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,Calaveras (So) - Paicines extension 2011 CFM,0.0568,2.0E-5,1.6E-4,5.1E-4,0.00545,0.05444,2.0E-5,1.0E-5,1.0E-5,1.0E-5,1.0E-5,2.0E-5,1.0E-5
603,Calaveras (So) 2011 CFM,0.04712,0.0,1.1E-4,3.9E-4,0.00446,0.04665,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0
88,Calico-Hidalgo,0.00732,5.0E-5,1.0E-4,1.6E-4,7.0E-4,0.00725,1.8E-4,5.0E-5,7.0E-5,9.0E-5,1.1E-4,1.7E-4,5.0E-5
724,Camp Rock 2011,9.0E-4,0.0,1.0E-5,2.0E-5,6.0E-5,9.0E-4,3.0E-5,0.0,1.0E-5,1.0E-5,1.0E-5,3.0E-5,0.0
173,Canada David (Detachment),7.3E-4,0.0,0.0,0.0,1.1E-4,7.3E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,Carlsbad,0.00132,0.0,1.0E-5,2.0E-5,1.1E-4,0.00132,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,Carson Range (Genoa),0.00818,0.0,0.0,8.0E-5,9.0E-4,0.0081,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5
670,Casmalia 2011 CFM,0.00118,0.0,1.0E-5,3.0E-5,2.0E-4,0.00118,2.0E-5,0.0,1.0E-5,1.0E-5,1.0E-5,2.0E-5,0.0
34,Cedar Mtn-Mahogany Mtn,0.00251,0.0,0.0,0.0,1.5E-4,0.00246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Cerro Prieto,0.13052,4.0E-5,2.1E-4,9.5E-4,0.0123,0.12928,3.0E-5,0.0,1.0E-5,1.0E-5,1.0E-5,3.0E-5,1.0E-5
129,Channel Islands Thrust,0.00948,4.0E-5,9.0E-5,1.9E-4,0.00104,0.00873,1.6E-4,4.0E-5,7.0E-5,7.0E-5,1.0E-4,1.6E-4,5.0E-5
214,Channel Islands Western Deep Ramp,0.00296,1.0E-5,2.0E-5,3.0E-5,2.7E-4,0.00284,5.0E-5,1.0E-5,2.0E-5,2.0E-5,3.0E-5,5.0E-5,1.0E-5
238,Chino alt 1,0.00547,1.0E-5,1.0E-5,1.0E-5,5.2E-4,0.00542,3.0E-5,1.0E-5,1.0E-5,1.0E-5,2.0E-5,3.0E-5,1.0E-5
124,Clamshell-Sawpit,8.9E-4,0.0,0.0,1.0E-5,1.3E-4,8.9E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,Clayton,0.00246,0.0,0.0,1.0E-5,2.6E-4,0.00246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Cleghorn,0.0023,1.0E-5,2.0E-5,4.0E-5,1.8E-4,0.0023,5.0E-5,1.0E-5,2.0E-5,3.0E-5,3.0E-5,5.0E-5,2.0E-5
884,Cleghorn Lake,0.00405,0.0,3.0E-5,4.0E-5,4.5E-4,0.00397,1.2E-4,0.0,2.0E-5,3.0E-5,8.0E-5,1.2E-4,4.0E-5
883,Cleghorn Pass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,Collayami 2011 CFM,9.3E-4,0.0,0.0,0.0,1.3E-4,9.3E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Compton,0.00188,1.0E-5,1.0E-5,2.0E-5,1.5E-4,0.00186,3.0E-5,1.0E-5,1.0E-5,1.0E-5,2.0E-5,3.0E-5,0.0
622,Concord 2011 CFM,0.01338,0.0,0.0,3.0E-5,0.00128,0.0133,1.0E-5,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
626,Contra Costa (Lafayette) 2011 CFM,0.00219,0.0,0.0,1.0E-5,1.7E-4,0.00218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,Contra Costa Shear Zone (connector) 2011 CFM,0.00295,0.0,0.0,2.0E-5,1.9E-4,0.00294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,Coronado Bank alt1,0.00854,0.0,2.0E-5,5.0E-5,7.2E-4,0.00849,2.0E-5,0.0,0.0,1.0E-5,1.0E-5,2.0E-5,0.0
157,Coyote Canyon,0.01058,2.7E-4,4.3E-4,6.7E-4,0.00194,0.00997,0.00229,2.7E-4,4.3E-4,6.4E-4,0.00121,0.00213,2.4E-4
163,Coyote Lake,0.00605,1.2E-4,1.8E-4,2.4E-4,8.9E-4,0.0058,7.0E-4,1.2E-4,1.7E-4,2.0E-4,3.8E-4,6.9E-4,8.0E-5
125,Cucamonga,0.00368,1.0E-5,1.0E-5,3.0E-5,4.1E-4,0.00362,2.0E-5,1.0E-5,1.0E-5,1.0E-5,2.0E-5,2.0E-5,0.0
894,Davis Creek,8.4E-4,0.0,0.0,0.0,8.0E-5,8.4E-4,1.0E-5,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
245,Death Valley (Black Mtns Frontal),0.00521,1.7E-4,2.9E-4,4.6E-4,0.00128,0.0052,0.00107,1.7E-4,2.9E-4,4.5E-4,8.0E-4,0.00107,1.8E-4
45,Death Valley (Fish Lake Valley),0.00724,7.0E-5,1.4E-4,2.0E-4,0.0011,0.00721,4.7E-4,7.0E-5,1.3E-4,1.7E-4,3.5E-4,4.7E-4,1.0E-4
46,Death Valley (No),0.00547,1.1E-4,2.1E-4,2.9E-4,0.00101,0.00545,6.8E-4,1.1E-4,2.1E-4,2.6E-4,4.5E-4,6.8E-4,1.5E-4
246,Death Valley (So),0.01229,5.0E-4,9.4E-4,0.00142,0.00327,0.01197,0.0042,5.0E-4,9.4E-4,0.0014,0.00257,0.00414,3.2E-4
51,Deep Springs,0.00627,2.0E-5,5.0E-5,8.0E-5,7.4E-4,0.00627,1.5E-4,2.0E-5,4.0E-5,6.0E-5,1.0E-4,1.5E-4,3.0E-5
230,Del Valle,0.00165,1.0E-5,1.0E-5,1.0E-5,7.0E-5,0.00164,2.0E-5,1.0E-5,1.0E-5,1.0E-5,1.0E-5,2.0E-5,0.0
889,Dog Valley,0.00139,0.0,0.0,1.0E-5,7.0E-5,0.00139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
888,Dry Mountain,8.0E-4,0.0,1.0E-5,1.0E-5,8.0E-5,8.0E-4,4.0E-5,0.0,1.0E-5,1.0E-5,2.0E-5,4.0E-5,0.0
249,Earthquake Valley,0.0061,2.0E-5,2.0E-5,7.0E-5,4.8E-4,0.0061,3.0E-5,2.0E-5,2.0E-5,2.0E-5,3.0E-5,3.0E-5,1.0E-5
255,Earthquake Valley (No  Extension),0.00654,2.0E-5,2.0E-5,7.0E-5,5.5E-4,0.00652,3.0E-5,2.0E-5,2.0E-5,2.0E-5,3.0E-5,3.0E-5,1.0E-5
256,Earthquake Valley (So Extension),0.00496,2.0E-5,2.0E-5,5.0E-5,3.8E-4,0.00496,3.0E-5,2.0E-5,2.0E-5,2.0E-5,3.0E-5,3.0E-5,1.0E-5
671,East Huasna 2011 CFM,3.8E-4,0.0,0.0,0.0,3.0E-5,3.8E-4,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0
672,Eaton Roughs 2011 CFM,0.02146,0.0,2.0E-5,9.0E-5,0.00159,0.01974,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Elmore Ranch,0.01019,0.0,1.0E-5,2.0E-5,8.5E-4,0.01019,1.0E-5,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
103,Elsinore (Coyote Mountains),0.0044,0.0,0.0,2.0E-5,3.9E-4,0.00439,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,Elsinore (Glen Ivy) rev,0.01476,2.0E-5,2.0E-5,7.0E-5,0.00127,0.01442,9.0E-5,2.0E-5,2.0E-5,4.0E-5,5.0E-5,9.0E-5,3.0E-5
102,Elsinore (Julian),0.00267,0.0,0.0,3.0E-5,1.7E-4,0.00267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,Elsinore (Stepovers Combined),0.00535,0.0,0.0,2.0E-5,3.7E-4,0.00533,2.0E-5,0.0,0.0,1.0E-5,1.0E-5,2.0E-5,0.0
299,Elsinore (Temecula) rev,0.00441,0.0,0.0,2.0E-5,2.6E-4,0.0044,2.0E-5,0.0,0.0,1.0E-5,1.0E-5,2.0E-5,0.0
196,Elysian Park (Lower CFM),1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Elysian Park (Upper),0.00707,1.0E-5,2.0E-5,5.0E-5,6.7E-4,0.00678,5.0E-5,1.0E-5,2.0E-5,2.0E-5,5.0E-5,5.0E-5,2.0E-5
90,Emerson-Copper Mtn 2011,0.00187,1.0E-5,1.0E-5,3.0E-5,1.4E-4,0.00187,2.0E-5,1.0E-5,1.0E-5,2.0E-5,2.0E-5,2.0E-5,0.0
95,Eureka Peak,5.0E-5,0.0,0.0,0.0,2.0E-5,5.0E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Fickle Hill (alt1),0.00238,0.0,1.0E-5,1.0E-5,2.2E-4,0.00234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,Fish Slough 2011 CFM,6.8E-4,0.0,0.0,0.0,4.0E-5,6.8E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,Fitzhugh Creek,3.4E-4,0.0,0.0,1.0E-5,3.0E-5,3.4E-4,1.0E-5,0.0,0.0,1.0E-5,1.0E-5,1.0E-5,0.0
204,Fontana (Seismicity),0.00153,0.0,0.0,1.0E-5,2.3E-4,0.00153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,Franklin 2011 CFM,0.00431,0.0,1.0E-5,2.0E-5,3.1E-4,0.00431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,Garberville - Briceland 2011 CFM,0.01857,1.0E-5,4.0E-5,1.6E-4,0.00154,0.01824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Garlic Springs,0.00235,6.0E-5,8.0E-5,1.1E-4,3.9E-4,0.00235,3.2E-4,6.0E-5,8.0E-5,1.0E-4,1.8E-4,3.2E-4,4.0E-5
341,Garlock (Central),0.07268,0.0193,0.02789,0.03477,0.04848,0.07117,0.06138,0.0193,0.02786,0.03469,0.0475,0.0604,0.03161
48,Garlock (East),0.03306,0.00519,0.00807,0.0102,0.01571,0.03149,0.0211,0.00519,0.00805,0.01012,0.0148,0.02005,0.00793
49,Garlock (West),0.01712,0.00318,0.00456,0.00581,0.00874,0.01708,0.0102,0.00318,0.00454,0.0057,0.00798,0.01019,0.00525
700,Gillem - Big Crack 2011 CFM,9.6E-4,0.0,0.0,1.0E-5,6.0E-5,9.6E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Goldstone Lake,0.01122,3.0E-4,7.9E-4,0.00114,0.00269,0.01093,0.0036,3.0E-4,7.8E-4,0.00108,0.00208,0.00352,3.6E-4
701,Goose Lake 2011 CFM,3.8E-4,0.0,0.0,0.0,4.0E-5,3.8E-4,1.0E-5,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
86,Gravel Hills-Harper Lk,0.0037,1.2E-4,2.8E-4,4.4E-4,9.1E-4,0.00366,0.00112,1.2E-4,2.8E-4,4.0E-4,7.4E-4,0.00111,1.9E-4
131,Great Valley 01,2.3E-4,0.0,0.0,0.0,1.0E-5,2.3E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Great Valley 02,5.3E-4,0.0,0.0,0.0,1.0E-5,5.3E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
