Parent ID,Parent Name,Triggered 10 Year Mean Count,Triggered 1 Day Prob,Triggered 1 Week Prob,Triggered 1 Month Prob,Triggered 1 Year Prob,Triggered 10 Year Prob,Triggered 10 Year Primary Mean Count
861,Airport Lake,0.00488,0.00116,0.00186,0.0025,0.00363,0.00488,0.00259
667,Almanor 2011 CFM,2.0E-5,0.0,1.0E-5,2.0E-5,2.0E-5,2.0E-5,1.0E-5
219,Anacapa-Dume alt 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,Anaheim,3.0E-5,1.0E-5,1.0E-5,1.0E-5,3.0E-5,3.0E-5,1.0E-5
722,Antelope Valley 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,Ash Hill,0.01251,0.00214,0.00345,0.00491,0.00805,0.01206,0.00252
881,Baker,1.8E-4,3.0E-5,4.0E-5,6.0E-5,8.0E-5,1.7E-4,3.0E-5
668,Bartlett Springs 2011 CFM,1.0E-5,0.0,0.0,1.0E-5,1.0E-5,1.0E-5,0.0
669,Battle Creek 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,Bear River fault zone,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,Bennett Valley 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Bicycle Lake,0.00151,2.1E-4,2.7E-4,3.8E-4,8.0E-4,0.00137,1.2E-4
741,Big Lagoon - Bald Mtn 2011 CFM,1.0E-5,1.0E-5,1.0E-5,1.0E-5,1.0E-5,1.0E-5,1.0E-5
192,Big Pine (Central),5.0E-5,1.0E-5,2.0E-5,3.0E-5,4.0E-5,5.0E-5,2.0E-5
191,Big Pine (East),8.0E-5,0.0,1.0E-5,2.0E-5,8.0E-5,8.0E-5,1.0E-5
200,Big Pine (West),0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Blackwater,0.00702,0.00126,0.00209,0.00294,0.00484,0.00675,0.00196
169,Blue Cut,6.0E-5,0.0,1.0E-5,2.0E-5,4.0E-5,6.0E-5,1.0E-5
170,Brawley (Seismic Zone) alt 1,1.4E-4,1.0E-5,4.0E-5,5.0E-5,1.1E-4,1.4E-4,4.0E-5
541,Breckenridge 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,Bullion Mountains,1.0E-5,1.0E-5,1.0E-5,1.0E-5,1.0E-5,1.0E-5,1.0E-5
94,Burnt Mtn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,Butano 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Cady,2.9E-4,8.0E-5,1.2E-4,1.4E-4,1.9E-4,2.8E-4,1.0E-4
602,Calaveras (Central) 2011 CFM,2.0E-5,0.0,0.0,0.0,0.0,2.0E-5,0.0
601,Calaveras (No) 2011 CFM,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0
621,Calaveras (So) - Paicines extension 2011 CFM,1.0E-5,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
603,Calaveras (So) 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Calico-Hidalgo,2.2E-4,4.0E-5,5.0E-5,8.0E-5,1.6E-4,2.1E-4,7.0E-5
724,Camp Rock 2011,3.0E-5,1.0E-5,2.0E-5,2.0E-5,2.0E-5,3.0E-5,2.0E-5
173,Canada David (Detachment),0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,Carlsbad,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,Carson Range (Genoa),0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,Casmalia 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Cedar Mtn-Mahogany Mtn,2.0E-5,0.0,0.0,0.0,1.0E-5,2.0E-5,0.0
