Magnitude,1 wk TI Prob,1 wk TD Prob,1 wk ETAS Prob,1 wk ETAS/TD Gain,1 wk ETAS Triggered Only,1 mo TI Prob,1 mo TD Prob,1 mo ETAS Prob,1 mo ETAS/TD Gain,1 mo ETAS Triggered Only,1 yr TI Prob,1 yr TD Prob,1 yr ETAS Prob,1 yr ETAS/TD Gain,1 yr ETAS Triggered Only
6.0,1.1413061E-5,1.2671776E-5,1.2671776E-5,1.0,0.0,4.89122E-5,5.4306605E-5,9.4304436E-5,1.7365186,4.0E-5,5.953433E-4,6.6100457E-4,7.0097815E-4,1.0604739,4.0E-5
6.1,1.1413061E-5,1.2671776E-5,1.2671776E-5,1.0,0.0,4.89122E-5,5.4306605E-5,9.4304436E-5,1.7365186,4.0E-5,5.953433E-4,6.6100457E-4,7.0097815E-4,1.0604739,4.0E-5
6.2,1.1413061E-5,1.2671776E-5,1.2671776E-5,1.0,0.0,4.89122E-5,5.4306605E-5,9.4304436E-5,1.7365186,4.0E-5,5.953433E-4,6.6100457E-4,7.0097815E-4,1.0604739,4.0E-5
6.3,8.538689E-6,9.536509E-6,9.536509E-6,1.0,0.0,3.659387E-5,4.0870174E-5,8.0868536E-5,1.9786688,4.0E-5,4.4543925E-4,4.974915E-4,5.374716E-4,1.0803634,4.0E-5
6.4,8.538689E-6,9.536509E-6,9.536509E-6,1.0,0.0,3.659387E-5,4.0870174E-5,8.0868536E-5,1.9786688,4.0E-5,4.4543925E-4,4.974915E-4,5.374716E-4,1.0803634,4.0E-5
6.5,7.197462E-6,8.084302E-6,8.084302E-6,1.0,0.0,3.08459E-5,3.4646597E-5,7.464521E-5,2.1544745,4.0E-5,3.7548412E-4,4.2174887E-4,4.61732E-4,1.0948032,4.0E-5
6.6,7.1760483E-6,8.060309E-6,8.060309E-6,1.0,0.0,3.075413E-5,3.454377E-5,7.454239E-5,2.1579113,4.0E-5,3.743672E-4,4.2049744E-4,4.6048063E-4,1.0950854,4.0E-5
6.7,6.202582E-6,6.979632E-6,6.979632E-6,1.0,0.0,2.6582224E-5,2.991241E-5,6.991121E-5,2.3371975,4.0E-5,3.235905E-4,3.641304E-4,4.0411582E-4,1.1098107,4.0E-5
6.8,3.6417277E-6,4.1231206E-6,4.1231206E-6,1.0,0.0,1.5607311E-5,1.7670402E-5,1.7670402E-5,1.0,0.0,1.9000245E-4,2.1511667E-4,2.1511667E-4,1.0,0.0
6.9,2.6498485E-6,3.0008475E-6,3.0008475E-6,1.0,0.0,1.1356444E-5,1.2860714E-5,1.2860714E-5,1.0,0.0,1.3825593E-4,1.5656833E-4,1.5656833E-4,1.0,0.0
7.0,2.070442E-6,2.3417574E-6,2.3417574E-6,1.0,0.0,8.873292E-6,1.0036067E-5,1.0036067E-5,1.0,0.0,1.0802698E-4,1.2218255E-4,1.2218255E-4,1.0,0.0
7.1,1.2111691E-6,1.3594431E-6,1.3594431E-6,1.0,0.0,5.190714E-6,5.8261726E-6,5.8261726E-6,1.0,0.0,6.319511E-5,7.0931506E-5,7.0931506E-5,1.0,0.0
7.2,3.9541607E-7,4.2239157E-7,4.2239157E-7,1.0,0.0,1.6946392E-6,1.8102484E-6,1.8102484E-6,1.0,0.0,2.0632036E-5,2.2039552E-5,2.2039552E-5,1.0,0.0
7.3,2.5685637E-7,2.746583E-7,2.746583E-7,1.0,0.0,1.1008126E-6,1.1771066E-6,1.1771066E-6,1.0,0.0,1.3402311E-5,1.4331178E-5,1.4331178E-5,1.0,0.0
7.4,1.482299E-7,1.5812174E-7,1.5812174E-7,1.0,0.0,6.3527085E-7,6.776644E-7,6.776644E-7,1.0,0.0,7.734395E-6,8.250533E-6,8.250533E-6,1.0,0.0
7.5,9.7969505E-8,1.0441677E-7,1.0441677E-7,1.0,0.0,4.1986925E-7,4.4750035E-7,4.4750035E-7,1.0,0.0,5.111896E-6,5.4483035E-6,5.4483035E-6,1.0,0.0
7.6,6.125415E-8,6.523804E-8,6.523804E-8,1.0,0.0,2.6251774E-7,2.7959157E-7,2.7959157E-7,1.0,0.0,3.196149E-6,3.404022E-6,3.404022E-6,1.0,0.0
