Magnitude,1 wk TI Prob,1 wk TD Prob,1 wk ETAS Prob,1 wk ETAS/TD Gain,1 wk ETAS Triggered Only,1 mo TI Prob,1 mo TD Prob,1 mo ETAS Prob,1 mo ETAS/TD Gain,1 mo ETAS Triggered Only,1 yr TI Prob,1 yr TD Prob,1 yr ETAS Prob,1 yr ETAS/TD Gain,1 yr ETAS Triggered Only
6.0,3.0708583E-5,3.3104585E-5,5.9308606E-4,17.915527,5.6E-4,1.3160157E-4,1.4186984E-4,8.2177337E-4,5.7924457,6.8E-4,0.0016010714,0.0017260336,0.0028441004,1.6477666,0.00112
6.1,3.0708583E-5,3.3104585E-5,5.9308606E-4,17.915527,5.6E-4,1.3160157E-4,1.4186984E-4,8.2177337E-4,5.7924457,6.8E-4,0.0016010714,0.0017260336,0.0028441004,1.6477666,0.00112
6.2,1.1707779E-5,1.2548166E-5,3.3254415E-4,26.501417,3.2E-4,5.017523E-5,5.3776796E-5,4.937531E-4,9.181527,4.4E-4,6.107122E-4,6.5454544E-4,0.001414048,2.160351,7.6E-4
6.3,1.1707779E-5,1.2548166E-5,3.3254415E-4,26.501417,3.2E-4,5.017523E-5,5.3776796E-5,4.937531E-4,9.181527,4.4E-4,6.107122E-4,6.5454544E-4,0.001414048,2.160351,7.6E-4
6.4,7.929244E-6,8.482096E-6,2.084804E-4,24.578878,2.0E-4,3.3982033E-5,3.6351354E-5,3.1634117E-4,8.702322,2.8E-4,4.136527E-4,4.424919E-4,0.0010422264,2.355357,6.0E-4
6.5,5.8832115E-6,6.2874497E-6,1.262867E-4,20.08552,1.2E-4,2.521352E-5,2.6945949E-5,2.2694057E-4,8.422066,2.0E-4,3.0693135E-4,3.280201E-4,6.87902E-4,2.0971336,3.6E-4
6.6,5.8832115E-6,6.2874497E-6,1.262867E-4,20.08552,1.2E-4,2.521352E-5,2.6945949E-5,2.2694057E-4,8.422066,2.0E-4,3.0693135E-4,3.280201E-4,6.87902E-4,2.0971336,3.6E-4
6.7,3.0715053E-6,3.2822265E-6,8.3281964E-5,25.37362,8.0E-5,1.3163528E-5,1.4066616E-5,9.406549E-5,6.6871443,8.0E-5,1.6025416E-4,1.7124876E-4,3.3122135E-4,1.9341534,1.6E-4
6.8,2.2722281E-6,2.4293208E-6,8.242913E-5,33.930935,8.0E-5,9.738084E-6,1.0411339E-5,9.04105E-5,8.68385,8.0E-5,1.1855473E-4,1.2675159E-4,2.8673132E-4,2.2621515,1.6E-4
6.9,9.952399E-7,1.0656032E-6,4.106556E-5,38.537384,4.0E-5,4.265307E-6,4.5668658E-6,4.4566685E-5,9.758702,4.0E-5,5.1928873E-5,5.560069E-5,1.3559624E-4,2.438751,8.0E-5
7.0,4.7385504E-7,5.076783E-7,4.0507657E-5,79.790016,4.0E-5,2.0308057E-6,2.1757642E-6,4.2175678E-5,19.384306,4.0E-5,2.4724779E-5,2.6489928E-5,6.648887E-5,2.5099678,4.0E-5
