Magnitude,1 wk TI Prob,1 wk TD Prob,1 wk ETAS Prob,1 wk ETAS/TD Gain,1 wk ETAS Triggered Only,1 mo TI Prob,1 mo TD Prob,1 mo ETAS Prob,1 mo ETAS/TD Gain,1 mo ETAS Triggered Only,1 yr TI Prob,1 yr TD Prob,1 yr ETAS Prob,1 yr ETAS/TD Gain,1 yr ETAS Triggered Only
6.0,5.695525E-6,5.835324E-6,5.835324E-6,1.0,0.0,2.4409164E-5,2.5008314E-5,6.500731E-5,2.5994282,4.0E-5,2.9714106E-4,3.0443768E-4,3.444255E-4,1.1313498,4.0E-5
6.1,5.695525E-6,5.835324E-6,5.835324E-6,1.0,0.0,2.4409164E-5,2.5008314E-5,6.500731E-5,2.5994282,4.0E-5,2.9714106E-4,3.0443768E-4,3.444255E-4,1.1313498,4.0E-5
6.2,5.695525E-6,5.835324E-6,5.835324E-6,1.0,0.0,2.4409164E-5,2.5008314E-5,6.500731E-5,2.5994282,4.0E-5,2.9714106E-4,3.0443768E-4,3.444255E-4,1.1313498,4.0E-5
6.3,3.2995713E-6,3.383962E-6,3.383962E-6,1.0,0.0,1.4140943E-5,1.4502616E-5,1.4502616E-5,1.0,0.0,1.7215237E-4,1.7655552E-4,1.7655552E-4,1.0,0.0
6.4,3.2995713E-6,3.383962E-6,3.383962E-6,1.0,0.0,1.4140943E-5,1.4502616E-5,1.4502616E-5,1.0,0.0,1.7215237E-4,1.7655552E-4,1.7655552E-4,1.0,0.0
6.5,2.782202E-6,2.8560992E-6,2.8560992E-6,1.0,0.0,1.1923668E-5,1.2240369E-5,1.2240369E-5,1.0,0.0,1.4516099E-4,1.4901663E-4,1.4901663E-4,1.0,0.0
6.6,2.3163404E-6,2.3811474E-6,2.3811474E-6,1.0,0.0,9.927136E-6,1.0204879E-5,1.0204879E-5,1.0,0.0,1.20856166E-4,1.2423751E-4,1.2423751E-4,1.0,0.0
6.7,2.037056E-6,2.0967102E-6,2.0967102E-6,1.0,0.0,8.7302105E-6,8.98587E-6,8.98587E-6,1.0,0.0,1.0628513E-4,1.09397646E-4,1.09397646E-4,1.0,0.0
6.8,1.8356744E-6,1.8917259E-6,1.8917259E-6,1.0,0.0,7.867153E-6,8.107372E-6,8.107372E-6,1.0,0.0,9.577837E-5,9.870293E-5,9.870293E-5,1.0,0.0
6.9,1.6310546E-6,1.6833917E-6,1.6833917E-6,1.0,0.0,6.9902153E-6,7.2145162E-6,7.2145162E-6,1.0,0.0,8.510255E-5,8.783331E-5,8.783331E-5,1.0,0.0
7.0,1.2058036E-6,1.2510266E-6,1.2510266E-6,1.0,0.0,5.1677193E-6,5.3615317E-6,5.3615317E-6,1.0,0.0,6.291517E-5,6.527472E-5,6.527472E-5,1.0,0.0
7.1,1.052382E-6,1.095313E-6,1.095313E-6,1.0,0.0,4.5102006E-6,4.6941905E-6,4.6941905E-6,1.0,0.0,5.491031E-5,5.715028E-5,5.715028E-5,1.0,0.0
7.2,1.0067454E-6,1.0489207E-6,1.0489207E-6,1.0,0.0,4.3146156E-6,4.4953667E-6,4.4953667E-6,1.0,0.0,5.252918E-5,5.472972E-5,5.472972E-5,1.0,0.0
7.3,9.3596316E-7,9.769177E-7,9.769177E-7,1.0,0.0,4.0112645E-6,4.1867834E-6,4.1867834E-6,1.0,0.0,4.8836053E-5,5.0972907E-5,5.0972907E-5,1.0,0.0
7.4,8.8117395E-7,9.209075E-7,9.209075E-7,1.0,0.0,3.7764542E-6,3.9467404E-6,3.9467404E-6,1.0,0.0,4.5977362E-5,4.805051E-5,4.805051E-5,1.0,0.0
7.5,8.292386E-7,8.6759593E-7,8.6759593E-7,1.0,0.0,3.5538749E-6,3.718263E-6,3.718263E-6,1.0,0.0,4.326757E-5,4.526892E-5,4.526892E-5,1.0,0.0
7.6,7.553842E-7,7.9157587E-7,7.9157587E-7,1.0,0.0,3.2373566E-6,3.3924637E-6,3.3924637E-6,1.0,0.0,3.9414106E-5,4.1302468E-5,4.1302468E-5,1.0,0.0
7.7,6.5285366E-7,6.8539566E-7,6.8539566E-7,1.0,0.0,2.797941E-6,2.9374069E-6,2.9374069E-6,1.0,0.0,3.40644E-5,3.5762347E-5,3.5762347E-5,1.0,0.0
7.8,3.4586725E-7,3.6489428E-7,3.6489428E-7,1.0,0.0,1.4822873E-6,1.5638317E-6,1.5638317E-6,1.0,0.0,1.80467E-5,1.903949E-5,1.903949E-5,1.0,0.0
7.9,2.5591178E-9,2.6700626E-9,2.6700626E-9,1.0,0.0,1.0967647E-8,1.1443126E-8,1.1443126E-8,1.0,0.0,1.335311E-7,1.3932005E-7,1.3932005E-7,1.0,0.0
