Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 mo Probability,1 mo Supra-Seis Prob,Primary Aftershocks Mean
2.5,5098.611,2805.0,17995.0,3591.0,3090.0,1.0,0.0,1968.118
2.6,4050.026,2227.0,14253.0,2859.0,2560.0,1.0,0.0,1563.4119
2.7,3217.1978,1758.0,11335.0,2275.0,1911.0,1.0,0.0,1241.7389
2.8,2555.6985,1390.0,9060.0,1809.0,1623.0,1.0,0.0,986.35815
2.9,2030.3326,1101.0,7207.0,1443.0,1267.0,1.0,0.0,783.31683
3.0,1612.8032,876.0,5777.0,1146.0,1021.0,1.0,0.0,622.36584
3.1,1281.0192,694.0,4603.0,911.0,822.0,1.0,0.0,494.62747
3.2,1017.65485,546.0,3621.0,724.0,649.0,1.0,0.0,392.85214
3.3,808.6097,432.0,2878.0,578.0,501.0,1.0,0.0,312.097
3.4,642.37305,340.0,2252.0,459.0,437.0,1.0,0.0,247.98944
3.5,510.03793,265.0,1760.0,364.0,340.0,1.0,0.0,196.88286
3.6,405.2991,207.0,1385.0,290.0,248.0,1.0,0.0,156.51176
3.7,321.90878,161.0,1110.0,231.0,212.0,1.0,0.0,124.30245
3.8,255.57849,126.0,888.0,184.0,170.0,1.0,0.0,98.84782
3.9,203.04272,98.0,718.0,147.0,125.0,1.0,0.0,78.63514
4.0,161.41478,77.0,560.0,117.0,95.0,1.0,0.0,62.581852
4.1,128.1661,59.0,439.0,93.0,82.0,1.0,0.0,49.80029
4.2,101.93231,45.0,357.0,74.0,67.0,1.0,0.0,39.61498
4.3,80.72108,35.0,284.0,58.0,50.0,1.0,0.0,31.361979
4.4,64.11906,26.0,224.0,47.0,43.0,1.0,0.0,24.87518
4.5,50.975998,20.0,176.0,38.0,31.0,1.0,0.0,19.770042
4.6,40.48536,15.0,146.0,30.0,24.0,1.0,0.0,15.700432
4.7,32.201633,11.0,115.0,24.0,19.0,1.0,0.0,12.4685545
4.8,25.534805,8.0,94.0,19.0,17.0,1.0,0.0,9.928948
4.9,20.319252,6.0,75.0,15.0,14.0,1.0,0.0,7.9078255
5.0,16.144503,4.0,57.0,12.0,10.0,0.9990398,0.0,6.280365
5.1,12.851656,3.0,44.0,9.0,8.0,0.9985598,0.0,4.963994
5.2,10.2256365,2.0,36.0,7.0,6.0,0.9966395,0.0,3.9510322
5.3,8.101296,1.0,29.0,6.0,6.0,0.987518,0.0,3.112818
5.4,6.462794,0.0,22.0,5.0,3.0,0.9745559,0.0,2.4911187
5.5,5.101776,0.0,18.0,4.0,3.0,0.9457513,0.0,1.9611138
5.6,4.036966,0.0,15.0,3.0,2.0,0.9006241,0.0,1.5448872
5.7,3.2073932,0.0,13.0,2.0,1.0,0.8463754,0.0,1.2256361
5.8,2.5300047,0.0,10.0,2.0,1.0,0.78108495,0.0,0.97167546
5.9,2.005761,0.0,9.0,1.0,0.0,0.7105137,0.0,0.7738838
6.0,1.5957754,0.0,8.0,1.0,0.0,0.6385022,0.0,0.6192991
6.1,1.2822852,0.0,6.0,1.0,0.0,0.5679309,0.0,0.5136822
6.2,1.0264043,0.0,5.0,0.0,0.0,0.4925588,0.0,0.41526645
6.3,0.8161306,0.0,4.0,0.0,0.0,0.4162266,0.0,0.3331733
6.4,0.65530485,0.0,4.0,0.0,0.0,0.36149785,0.0,0.27652425
6.5,0.52472395,0.0,3.0,0.0,0.0,0.30580893,0.0,0.2237158
6.6,0.41526645,0.0,3.0,0.0,0.0,0.2568411,0.0,0.17762843
6.7,0.32357177,0.0,2.0,0.0,0.0,0.21219395,0.0,0.13826212
6.8,0.2587614,0.0,2.0,0.0,0.0,0.17858857,0.0,0.11089774
6.9,0.19347095,0.0,2.0,0.0,0.0,0.14018244,0.0,0.08017283
7.0,0.15410465,0.0,1.0,0.0,0.0,0.11281805,0.0,0.062409986
7.1,0.120979354,0.0,1.0,0.0,0.0,0.09073452,0.0,0.04704753
7.2,0.09073452,0.0,1.0,0.0,0.0,0.06913106,0.0,0.03504561
7.3,0.068170905,0.0,1.0,0.0,0.0,0.054728758,0.0,0.0268843
7.4,0.053288527,0.0,1.0,0.0,0.0,0.044647142,0.0,0.018242918
7.5,0.039846376,0.0,1.0,0.0,0.0,0.034085453,0.0,0.013922228
7.6,0.027844455,0.0,0.0,0.0,0.0,0.024963994,0.0,0.010081613
7.7,0.024003841,0.0,0.0,0.0,0.0,0.021603456,0.0,0.008641383
7.8,0.014882381,0.0,0.0,0.0,0.0,0.013922228,0.0,0.006721075
7.9,0.01056169,0.0,0.0,0.0,0.0,0.009601536,0.0,0.0043206913
8.0,0.0062409984,0.0,0.0,0.0,0.0,0.0057609216,0.0,0.0028804608
8.1,0.0038406146,0.0,0.0,0.0,0.0,0.0033605376,0.0,0.0014402304
8.2,0.0014402304,0.0,0.0,0.0,0.0,0.0014402304,0.0,4.8007682E-4
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
