Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 hr Probability,1 hr Supra-Seis Prob,Primary Aftershocks Mean
2.5,982.4524,803.0,1655.0,895.0,872.0,1.0,0.0,770.2768
2.6,780.6373,636.0,1318.0,713.0,682.0,1.0,0.0,612.0498
2.7,620.1532,501.0,1059.0,568.0,549.0,1.0,0.0,486.2128
2.8,492.45844,393.0,850.0,451.0,447.0,1.0,0.0,386.22592
2.9,391.35614,309.0,672.0,359.0,351.0,1.0,0.0,306.82
3.0,310.84793,242.0,544.0,286.0,269.0,1.0,0.0,243.5733
3.1,247.2861,188.0,435.0,228.0,211.0,1.0,0.0,193.76149
3.2,196.3988,146.0,341.0,181.0,175.0,1.0,0.0,153.81837
3.3,155.90482,114.0,273.0,143.0,137.0,1.0,0.0,122.171776
3.4,123.83698,89.0,216.0,114.0,105.0,1.0,0.0,97.07002
3.5,98.28665,68.0,171.0,90.0,89.0,1.0,0.0,76.96171
3.6,78.08643,53.0,134.0,72.0,65.0,1.0,0.0,61.188183
3.7,62.187637,40.0,111.0,58.0,59.0,1.0,0.0,48.72265
3.8,49.420677,31.0,89.0,46.0,45.0,1.0,0.0,38.716084
3.9,39.332058,23.0,70.0,36.0,35.0,1.0,0.0,30.780088
4.0,31.2686,18.0,57.0,29.0,26.0,1.0,0.0,24.493982
4.1,24.817833,13.0,47.0,23.0,20.0,1.0,0.0,19.463348
4.2,19.786652,9.0,38.0,18.0,15.0,1.0,0.0,15.507659
4.3,15.760394,7.0,31.0,15.0,14.0,1.0,0.0,12.347374
4.4,12.498906,5.0,24.0,12.0,10.0,1.0,0.0,9.792123
4.5,9.9365425,3.0,20.0,9.0,9.0,1.0,0.0,7.770241
4.6,7.860503,2.0,17.0,7.0,6.0,0.99945295,0.0,6.14442
4.7,6.263129,1.0,15.0,6.0,4.0,0.9961707,0.0,4.9097376
4.8,4.986324,1.0,12.0,4.0,4.0,0.987965,0.0,3.9102845
4.9,3.987418,0.0,10.0,3.0,3.0,0.9655361,0.0,3.132385
5.0,3.154267,0.0,8.0,3.0,2.0,0.9266958,0.0,2.4748359
5.1,2.5021882,0.0,7.0,2.0,2.0,0.8763676,0.0,1.9502188
5.2,1.9797593,0.0,6.0,2.0,1.0,0.8145514,0.0,1.5448577
5.3,1.5672866,0.0,5.0,1.0,1.0,0.75765866,0.0,1.2248359
5.4,1.2669585,0.0,4.0,1.0,1.0,0.6777899,0.0,0.9901532
5.5,1.0016412,0.0,4.0,1.0,0.0,0.5853392,0.0,0.7795405
5.6,0.7915755,0.0,3.0,1.0,0.0,0.50437635,0.0,0.60393876
5.7,0.6280087,0.0,3.0,0.0,0.0,0.42778993,0.0,0.48085338
5.8,0.50054705,0.0,3.0,0.0,0.0,0.3615974,0.0,0.38238513
5.9,0.40426695,0.0,2.0,0.0,0.0,0.30415756,0.0,0.3085339
6.0,0.32166302,0.0,2.0,0.0,0.0,0.24890591,0.0,0.24562363
6.1,0.25820568,0.0,2.0,0.0,0.0,0.20842451,0.0,0.20021881
6.2,0.21280088,0.0,2.0,0.0,0.0,0.17450766,0.0,0.16411379
6.3,0.17450766,0.0,1.0,0.0,0.0,0.14660831,0.0,0.13238512
6.4,0.142779,0.0,1.0,0.0,0.0,0.12253829,0.0,0.10940919
6.5,0.118161924,0.0,1.0,0.0,0.0,0.103391685,0.0,0.090262584
6.6,0.09080963,0.0,1.0,0.0,0.0,0.0809628,0.0,0.06838074
6.7,0.072210066,0.0,1.0,0.0,0.0,0.065645516,0.0,0.054157548
6.8,0.057439826,0.0,1.0,0.0,0.0,0.052516412,0.0,0.045404814
6.9,0.04212254,0.0,1.0,0.0,0.0,0.039387308,0.0,0.032822758
7.0,0.036652077,0.0,1.0,0.0,0.0,0.03391685,0.0,0.027899344
7.1,0.030634573,0.0,1.0,0.0,0.0,0.028993435,0.0,0.02297593
7.2,0.021334792,0.0,0.0,0.0,0.0,0.019693654,0.0,0.016411379
7.3,0.0147702405,0.0,0.0,0.0,0.0,0.014223195,0.0,0.010940919
7.4,0.011487965,0.0,0.0,0.0,0.0,0.010940919,0.0,0.007658643
7.5,0.0082056895,0.0,0.0,0.0,0.0,0.007658643,0.0,0.0065645515
7.6,0.0060175057,0.0,0.0,0.0,0.0,0.0054704593,0.0,0.0049234135
7.7,0.0054704593,0.0,0.0,0.0,0.0,0.0049234135,0.0,0.0043763677
7.8,0.0043763677,0.0,0.0,0.0,0.0,0.0038293216,0.0,0.0032822757
7.9,0.0032822757,0.0,0.0,0.0,0.0,0.0027352297,0.0,0.0021881838
8.0,0.0016411379,0.0,0.0,0.0,0.0,0.0016411379,0.0,0.0016411379
8.1,5.4704596E-4,0.0,0.0,0.0,0.0,5.4704596E-4,0.0,5.4704596E-4
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
