Magnitude,1 wk TI Prob,1 wk TD Prob,1 wk ETAS Prob,1 wk ETAS/TD Gain,1 wk ETAS Triggered+TD,1 wk ETAS Triggered Only,1 mo TI Prob,1 mo TD Prob,1 mo ETAS Prob,1 mo ETAS/TD Gain,1 mo ETAS Triggered+TD,1 mo ETAS Triggered Only,1 yr TI Prob,1 yr TD Prob,1 yr ETAS Prob,1 yr ETAS/TD Gain,1 yr ETAS Triggered+TD,1 yr ETAS Triggered Only,10 yr TI Prob,10 yr TD Prob,10 yr ETAS Prob,10 yr ETAS/TD Gain,10 yr ETAS Triggered+TD,10 yr ETAS Triggered Only
6.0,1.06050875E-5,6.3601133E-6,0.0,0.0,6.3601133E-6,0.0,4.5449582E-5,2.725736E-5,0.0,0.0,2.725736E-5,0.0,5.5320817E-4,3.3181068E-4,5.0E-4,1.5068834,5.317443E-4,2.0E-4,0.0055183303,0.0033134366,0.0024,0.7243235,0.00381178,5.0E-4
6.1,1.06050875E-5,6.3601133E-6,0.0,0.0,6.3601133E-6,0.0,4.5449582E-5,2.725736E-5,0.0,0.0,2.725736E-5,0.0,5.5320817E-4,3.3181068E-4,5.0E-4,1.5068834,5.317443E-4,2.0E-4,0.0055183303,0.0033134366,0.0024,0.7243235,0.00381178,5.0E-4
6.2,1.06050875E-5,6.3601133E-6,0.0,0.0,6.3601133E-6,0.0,4.5449582E-5,2.725736E-5,0.0,0.0,2.725736E-5,0.0,5.5320817E-4,3.3181068E-4,5.0E-4,1.5068834,5.317443E-4,2.0E-4,0.0055183303,0.0033134366,0.0024,0.7243235,0.00381178,5.0E-4
6.3,1.06050875E-5,6.3601133E-6,0.0,0.0,6.3601133E-6,0.0,4.5449582E-5,2.725736E-5,0.0,0.0,2.725736E-5,0.0,5.5320817E-4,3.3181068E-4,5.0E-4,1.5068834,5.317443E-4,2.0E-4,0.0055183303,0.0033134366,0.0024,0.7243235,0.00381178,5.0E-4
6.4,1.06050875E-5,6.3601133E-6,0.0,0.0,6.3601133E-6,0.0,4.5449582E-5,2.725736E-5,0.0,0.0,2.725736E-5,0.0,5.5320817E-4,3.3181068E-4,5.0E-4,1.5068834,5.317443E-4,2.0E-4,0.0055183303,0.0033134366,0.0024,0.7243235,0.00381178,5.0E-4
6.5,1.06050875E-5,6.3601133E-6,0.0,0.0,6.3601133E-6,0.0,4.5449582E-5,2.725736E-5,0.0,0.0,2.725736E-5,0.0,5.5320817E-4,3.3181068E-4,5.0E-4,1.5068834,5.317443E-4,2.0E-4,0.0055183303,0.0033134366,0.0024,0.7243235,0.00381178,5.0E-4
6.6,1.06050875E-5,6.3601133E-6,0.0,0.0,6.3601133E-6,0.0,4.5449582E-5,2.725736E-5,0.0,0.0,2.725736E-5,0.0,5.5320817E-4,3.3181068E-4,5.0E-4,1.5068834,5.317443E-4,2.0E-4,0.0055183303,0.0033134366,0.0024,0.7243235,0.00381178,5.0E-4
6.7,1.06050875E-5,6.3601133E-6,0.0,0.0,6.3601133E-6,0.0,4.5449582E-5,2.725736E-5,0.0,0.0,2.725736E-5,0.0,5.5320817E-4,3.3181068E-4,5.0E-4,1.5068834,5.317443E-4,2.0E-4,0.0055183303,0.0033134366,0.0024,0.7243235,0.00381178,5.0E-4
6.8,1.06050875E-5,6.3601133E-6,0.0,0.0,6.3601133E-6,0.0,4.5449582E-5,2.725736E-5,0.0,0.0,2.725736E-5,0.0,5.5320817E-4,3.3181068E-4,5.0E-4,1.5068834,5.317443E-4,2.0E-4,0.0055183303,0.0033134366,0.0024,0.7243235,0.00381178,5.0E-4
6.9,1.06050875E-5,6.3601133E-6,0.0,0.0,6.3601133E-6,0.0,4.5449582E-5,2.725736E-5,0.0,0.0,2.725736E-5,0.0,5.5320817E-4,3.3181068E-4,5.0E-4,1.5068834,5.317443E-4,2.0E-4,0.0055183303,0.0033134366,0.0024,0.7243235,0.00381178,5.0E-4
