Magnitude,1 wk TI Prob,1 wk TD Prob,1 wk ETAS Prob,1 wk ETAS/TD Gain,1 wk ETAS Triggered+TD,1 wk ETAS Triggered Only,1 mo TI Prob,1 mo TD Prob,1 mo ETAS Prob,1 mo ETAS/TD Gain,1 mo ETAS Triggered+TD,1 mo ETAS Triggered Only,1 yr TI Prob,1 yr TD Prob,1 yr ETAS Prob,1 yr ETAS/TD Gain,1 yr ETAS Triggered+TD,1 yr ETAS Triggered Only,10 yr TI Prob,10 yr TD Prob,10 yr ETAS Prob,10 yr ETAS/TD Gain,10 yr ETAS Triggered+TD,10 yr ETAS Triggered Only
6.0,1.0179969E-4,2.0203188E-4,2.0E-4,0.9899428,3.0201167E-4,1.0E-4,4.362114E-4,8.655646E-4,2.0E-4,0.23106305,9.654781E-4,1.0E-4,0.0052979486,0.010487616,0.007,0.6674539,0.012565592,0.0021,0.051734097,0.10204338,0.0638,0.6252243,0.11739844,0.0171
6.1,1.0179969E-4,2.0203188E-4,2.0E-4,0.9899428,3.0201167E-4,1.0E-4,4.362114E-4,8.655646E-4,2.0E-4,0.23106305,9.654781E-4,1.0E-4,0.0052979486,0.010487616,0.007,0.6674539,0.012565592,0.0021,0.051734097,0.10204338,0.0638,0.6252243,0.11739844,0.0171
6.2,1.0179969E-4,2.0203188E-4,2.0E-4,0.9899428,3.0201167E-4,1.0E-4,4.362114E-4,8.655646E-4,2.0E-4,0.23106305,9.654781E-4,1.0E-4,0.0052979486,0.010487616,0.007,0.6674539,0.012565592,0.0021,0.051734097,0.10204338,0.0638,0.6252243,0.11739844,0.0171
6.3,1.0179969E-4,2.0203188E-4,2.0E-4,0.9899428,3.0201167E-4,1.0E-4,4.362114E-4,8.655646E-4,2.0E-4,0.23106305,9.654781E-4,1.0E-4,0.0052979486,0.010487616,0.007,0.6674539,0.012565592,0.0021,0.051734097,0.10204338,0.0638,0.6252243,0.11739844,0.0171
6.4,9.1639464E-5,1.855804E-4,2.0E-4,1.0777,2.8556184E-4,1.0E-4,3.9268145E-4,7.951024E-4,2.0E-4,0.25153995,8.950229E-4,1.0E-4,0.0047704205,0.009637524,0.0064,0.66407096,0.011519213,0.0019,0.046693064,0.09434208,0.0588,0.6232637,0.10828922,0.0154
6.5,9.1639464E-5,1.855804E-4,2.0E-4,1.0777,2.8556184E-4,1.0E-4,3.9268145E-4,7.951024E-4,2.0E-4,0.25153995,8.950229E-4,1.0E-4,0.0047704205,0.009637524,0.0064,0.66407096,0.011519213,0.0019,0.046693064,0.09434208,0.0588,0.6232637,0.10828922,0.0154
6.6,9.042622E-5,1.8364786E-4,2.0E-4,1.0890408,2.836295E-4,1.0E-4,3.8748336E-4,7.868251E-4,2.0E-4,0.2541861,8.867464E-4,1.0E-4,0.0047074095,0.009537633,0.0063,0.66054124,0.011419511,0.0019,0.046089325,0.093438126,0.0583,0.6239423,0.10739918,0.0154
6.7,8.9836685E-5,1.8279013E-4,2.0E-4,1.094151,2.8277186E-4,1.0E-4,3.8495753E-4,7.8315125E-4,2.0E-4,0.2553785,8.8307296E-4,1.0E-4,0.00467679,0.009493294,0.0063,0.6636264,0.011375257,0.0019,0.045795817,0.09303213,0.0577,0.62021583,0.10681804,0.0152
6.8,8.9471854E-5,1.8225674E-4,2.0E-4,1.0973531,2.8223853E-4,1.0E-4,3.8339442E-4,7.808667E-4,2.0E-4,0.25612566,8.8078866E-4,1.0E-4,0.004657841,0.009465721,0.0063,0.6655594,0.011347737,0.0019,0.04561414,0.09277857,0.0577,0.6219108,0.10656834,0.0152
6.9,8.858234E-5,1.810744E-4,2.0E-4,1.1045184,2.8105627E-4,1.0E-4,3.7958333E-4,7.7580253E-4,2.0E-4,0.25779757,8.7572495E-4,1.0E-4,0.004611638,0.009404599,0.0063,0.66988504,0.01118767,0.0018,0.04517103,0.09221845,0.0574,0.6224351,0.105925955,0.0151
