Magnitude,1 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only,10 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only
6.0,0.0011070445,0.0011848481,0.0012547652,1.0590093,7.0E-5,0.011015458,0.011791152,0.01188009,1.0075428,9.0E-5
6.1,0.0011070445,0.0011848481,0.0012547652,1.0590093,7.0E-5,0.011015458,0.011791152,0.01188009,1.0075428,9.0E-5
6.2,0.0011070445,0.0011848481,0.0012547652,1.0590093,7.0E-5,0.011015458,0.011791152,0.01188009,1.0075428,9.0E-5
6.3,6.0582085E-4,6.443998E-4,6.643869E-4,1.0310166,2.0E-5,0.0060417196,0.0064265593,0.0064563663,1.0046381,3.0E-5
6.4,6.0582085E-4,6.443998E-4,6.643869E-4,1.0310166,2.0E-5,0.0060417196,0.0064265593,0.0064563663,1.0046381,3.0E-5
6.5,4.6591737E-4,4.946261E-4,5.0462113E-4,1.0202073,1.0E-5,0.0046494175,0.004936161,0.0049560624,1.0040318,2.0E-5
6.6,3.83198E-4,4.064132E-4,4.164091E-4,1.0245955,1.0E-5,0.0038253788,0.0040574907,0.00407741,1.0049092,2.0E-5
6.7,3.2750185E-4,3.472051E-4,3.472051E-4,1.0,0.0,0.0032701963,0.003467367,0.003467367,1.0,0.0
6.8,2.8816288E-4,3.0547334E-4,3.0547334E-4,1.0,0.0,0.002877895,0.0030512505,0.0030512505,1.0,0.0
6.9,2.4927902E-4,2.642797E-4,2.642797E-4,1.0,0.0,0.0024899957,0.002640346,0.002640346,1.0,0.0
7.0,2.0259817E-4,2.1488148E-4,2.1488148E-4,1.0,0.0,0.0020241356,0.0021474129,0.0021474129,1.0,0.0
7.1,1.4795837E-4,1.5703762E-4,1.5703762E-4,1.0,0.0,0.001478599,0.0015699116,0.0015699116,1.0,0.0
