Magnitude,1 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only,10 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only
6.0,8.7157206E-4,2.2174895E-4,2.4174452E-4,1.090172,2.0E-5,0.008681616,0.0022153298,0.0022552412,1.018016,4.0E-5
6.1,8.7157206E-4,2.2174895E-4,2.4174452E-4,1.090172,2.0E-5,0.008681616,0.0022153298,0.0022552412,1.018016,4.0E-5
6.2,8.7157206E-4,2.2174895E-4,2.4174452E-4,1.090172,2.0E-5,0.008681616,0.0022153298,0.0022552412,1.018016,4.0E-5
6.3,8.7157206E-4,2.2174895E-4,2.4174452E-4,1.090172,2.0E-5,0.008681616,0.0022153298,0.0022552412,1.018016,4.0E-5
6.4,4.1644843E-4,1.9210839E-4,2.0210647E-4,1.0520439,1.0E-5,0.0041566887,0.001919458,0.0019494004,1.0155994,3.0E-5
6.5,4.1644843E-4,1.9210839E-4,2.0210647E-4,1.0520439,1.0E-5,0.0041566887,0.001919458,0.0019494004,1.0155994,3.0E-5
6.6,3.677336E-4,1.7866275E-4,1.8866097E-4,1.0559614,1.0E-5,0.0036712566,0.0017852228,0.0018151692,1.0167747,3.0E-5
6.7,3.6452254E-4,1.7542706E-4,1.854253E-4,1.0569937,1.0E-5,0.0036392517,0.001752917,0.0017828643,1.0170844,3.0E-5
6.8,3.3251947E-4,1.626753E-4,1.7267367E-4,1.0614622,1.0E-5,0.0033202237,0.0016255907,0.001655542,1.0184249,3.0E-5
6.9,3.1887658E-4,1.5303459E-4,1.6303307E-4,1.0653347,1.0E-5,0.003184194,0.0015293199,0.0015592739,1.0195866,3.0E-5
7.0,2.8767265E-4,1.3784273E-4,1.4784135E-4,1.0725365,1.0E-5,0.0028730053,0.0013775975,0.0014075561,1.021747,3.0E-5
7.1,2.5121463E-4,1.1135734E-4,1.2135622E-4,1.0897909,1.0E-5,0.0025093083,0.0011130372,0.0011430038,1.0269233,3.0E-5
7.2,1.9921579E-4,6.750349E-5,6.750349E-5,1.0,0.0,0.0019903728,6.748381E-4,6.9482456E-4,1.0296167,2.0E-5
7.3,1.4174209E-4,3.8525748E-5,3.8525748E-5,1.0,0.0,0.0014165172,3.851927E-4,3.9518884E-4,1.025951,1.0E-5
7.4,1.0901308E-4,2.84987E-5,2.84987E-5,1.0,0.0,0.0010895962,2.84951E-4,2.9494814E-4,1.0350838,1.0E-5
7.5,6.0951766E-5,1.8800076E-5,1.8800076E-5,1.0,0.0,6.093505E-4,1.8798532E-4,1.9798345E-4,1.0531856,1.0E-5
7.6,6.863748E-6,3.7149728E-6,3.7149728E-6,1.0,0.0,6.863536E-5,3.7149264E-5,4.7148893E-5,1.2691743,1.0E-5
