Magnitude,1 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only,10 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only
6.0,0.00171175,0.0019059596,0.0019259214,1.0104734,2.0E-5,0.016986247,0.018913029,0.018952273,1.002075,4.0E-5
6.1,0.0010344655,0.0011295575,0.0011295575,1.0,0.0,0.010296632,0.011240295,0.011260071,1.0017593,2.0E-5
6.2,0.0010344655,0.0011295575,0.0011295575,1.0,0.0,0.010296632,0.011240295,0.011260071,1.0017593,2.0E-5
6.3,8.2034385E-4,8.884264E-4,8.884264E-4,1.0,0.0,0.008173222,0.008849427,0.00886925,1.0022401,2.0E-5
6.4,8.2034385E-4,8.884264E-4,8.884264E-4,1.0,0.0,0.008173222,0.008849427,0.00886925,1.0022401,2.0E-5
6.5,7.1499916E-4,7.716686E-4,7.716686E-4,1.0,0.0,0.0071270303,0.0076902895,0.007710136,1.0025806,2.0E-5
6.6,6.540996E-4,7.0470315E-4,7.0470315E-4,1.0,0.0,0.0065217763,0.0070249885,0.007044848,1.0028269,2.0E-5
6.7,6.0008996E-4,6.456314E-4,6.456314E-4,1.0,0.0,0.005984721,0.006437786,0.006457657,1.0030867,2.0E-5
6.8,5.282958E-4,5.673937E-4,5.673937E-4,1.0,0.0,0.0052704164,0.0056596193,0.0056795063,1.0035138,2.0E-5
6.9,4.6745385E-4,5.012679E-4,5.012679E-4,1.0,0.0,0.0046647177,0.005001492,0.005021392,1.0039788,2.0E-5
7.0,4.1978562E-4,4.496677E-4,4.496677E-4,1.0,0.0,0.004189935,0.0044876686,0.004507579,1.0044366,2.0E-5
7.1,3.7228514E-4,3.9844486E-4,3.9844486E-4,1.0,0.0,0.0037166206,0.003977381,0.0039973017,1.0050085,2.0E-5
7.2,3.3190678E-4,3.550119E-4,3.550119E-4,1.0,0.0,0.0033141149,0.003544516,0.003564445,1.0056225,2.0E-5
7.3,2.6107338E-4,2.792072E-4,2.792072E-4,1.0,0.0,0.002607669,0.0027886187,0.0027985908,1.003576,1.0E-5
7.4,1.8209449E-4,1.9471499E-4,1.9471499E-4,1.0,0.0,0.0018194534,0.0019454823,0.0019554629,1.0051302,1.0E-5
7.5,5.851682E-5,6.205866E-5,6.205866E-5,1.0,0.0,5.850142E-4,6.2041637E-4,6.2041637E-4,1.0,0.0
7.6,1.4922465E-5,1.5628404E-5,1.5628404E-5,1.0,0.0,1.4921463E-4,1.5627318E-4,1.5627318E-4,1.0,0.0
7.7,1.08434415E-5,1.13458145E-5,1.13458145E-5,1.0,0.0,1.0842913E-4,1.1345245E-4,1.1345245E-4,1.0,0.0
7.8,1.8861368E-6,1.9640527E-6,1.9640527E-6,1.0,0.0,1.8861208E-5,1.9640367E-5,1.9640367E-5,1.0,0.0
