Magnitude,1 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only,10 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only
6.0,4.6588664E-4,4.8667393E-4,5.1665935E-4,1.061613,3.0E-5,0.0046491115,0.004856264,0.004886118,1.0061476,3.0E-5
6.1,3.75614E-4,3.9284505E-4,4.128372E-4,1.0508907,2.0E-5,0.0037497976,0.003921572,0.003941494,1.00508,2.0E-5
6.2,3.3243504E-4,3.4780471E-4,3.6779774E-4,1.0574836,2.0E-5,0.0033193815,0.0034726437,0.0034925742,1.0057393,2.0E-5
6.3,3.1387596E-4,3.2841982E-4,3.3841652E-4,1.0304388,1.0E-5,0.00313433,0.0032793807,0.003289348,1.0030394,1.0E-5
6.4,3.031379E-4,3.1717293E-4,3.2716978E-4,1.0315186,1.0E-5,0.0030272473,0.0031672374,0.0031772056,1.0031474,1.0E-5
6.5,2.8573806E-4,2.9880996E-4,3.0880698E-4,1.0334561,1.0E-5,0.0028537093,0.002984114,0.002994084,1.0033411,1.0E-5
6.6,2.7246025E-4,2.8478142E-4,2.9477855E-4,1.0351046,1.0E-5,0.0027212645,0.0028441956,0.002854167,1.003506,1.0E-5
6.7,2.6261783E-4,2.7437587E-4,2.8437312E-4,1.0364363,1.0E-5,0.002623077,0.002740401,0.0027503737,1.0036391,1.0E-5
6.8,2.3830103E-4,2.48273E-4,2.582705E-4,1.0402683,1.0E-5,0.0023804565,0.002479976,0.0024899512,1.0040222,1.0E-5
6.9,2.2331243E-4,2.3227377E-4,2.4227146E-4,1.0430427,1.0E-5,0.0022308815,0.0023203269,0.0023303037,1.0042998,1.0E-5
7.0,2.0761859E-4,2.1548003E-4,2.2547788E-4,1.046398,1.0E-5,0.0020742472,0.0021527244,0.0021627028,1.0046353,1.0E-5
7.1,1.9685295E-4,2.0406142E-4,2.1405939E-4,1.0489949,1.0E-5,0.0019667868,0.0020387534,0.002048733,1.004895,1.0E-5
7.2,1.7869516E-4,1.8476529E-4,1.9476344E-4,1.0541127,1.0E-5,0.0017855153,0.0018461287,0.0018561103,1.0054067,1.0E-5
7.3,1.4069698E-4,1.4398464E-4,1.4398464E-4,1.0,0.0,0.0014060794,0.0014389176,0.0014389176,1.0,0.0
7.4,1.1561892E-4,1.17362615E-4,1.17362615E-4,1.0,0.0,0.0011555878,0.0011730101,0.0011730101,1.0,0.0
7.5,6.2822204E-5,6.375537E-5,6.375537E-5,1.0,0.0,6.280445E-4,6.3737266E-4,6.3737266E-4,1.0,0.0
7.6,3.4519428E-5,3.484936E-5,3.484936E-5,1.0,0.0,3.4514067E-4,3.4844046E-4,3.4844046E-4,1.0,0.0
7.7,1.3572758E-5,1.2709375E-5,1.2709375E-5,1.0,0.0,1.3571928E-4,1.2708755E-4,1.2708755E-4,1.0,0.0
7.8,1.4778595E-6,1.0574844E-6,1.0574844E-6,1.0,0.0,1.4778497E-5,1.0574801E-5,1.0574801E-5,1.0,0.0
