Magnitude,1 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only,10 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only
6.0,0.001045009,5.4625183E-5,6.462463E-5,1.1830558,1.0E-5,0.010401085,5.461226E-4,5.661117E-4,1.0366018,2.0E-5
6.1,0.001045009,5.4625183E-5,6.462463E-5,1.1830558,1.0E-5,0.010401085,5.461226E-4,5.661117E-4,1.0366018,2.0E-5
6.2,0.001045009,5.4625183E-5,6.462463E-5,1.1830558,1.0E-5,0.010401085,5.461226E-4,5.661117E-4,1.0366018,2.0E-5
6.3,0.001045009,5.4625183E-5,6.462463E-5,1.1830558,1.0E-5,0.010401085,5.461226E-4,5.661117E-4,1.0366018,2.0E-5
6.4,5.907443E-4,5.4625183E-5,6.462463E-5,1.1830558,1.0E-5,0.005891764,5.461226E-4,5.661117E-4,1.0366018,2.0E-5
6.5,5.907443E-4,5.4625183E-5,6.462463E-5,1.1830558,1.0E-5,0.005891764,5.461226E-4,5.661117E-4,1.0366018,2.0E-5
6.6,4.8762115E-4,5.4625183E-5,6.462463E-5,1.1830558,1.0E-5,0.0048655253,5.461226E-4,5.661117E-4,1.0366018,2.0E-5
6.7,4.0913603E-4,5.2429517E-5,6.2429E-5,1.1907222,1.0E-5,0.004083836,5.2417646E-4,5.4416596E-4,1.038135,2.0E-5
6.8,3.2689696E-4,5.0793697E-5,6.079319E-5,1.1968648,1.0E-5,0.003264165,5.078258E-4,5.2781566E-4,1.0393636,2.0E-5
6.9,2.7434074E-4,4.7915833E-5,5.7915353E-5,1.2086893,1.0E-5,0.0027400232,4.790598E-4,4.990502E-4,1.0417285,2.0E-5
7.0,2.4390711E-4,4.5191846E-5,5.5191394E-5,1.2212689,1.0E-5,0.0024363957,4.518313E-4,4.7182225E-4,1.0442443,2.0E-5
7.1,1.4749856E-4,3.5867848E-5,4.586749E-5,1.2787912,1.0E-5,0.001474007,3.586247E-4,3.7861752E-4,1.0557486,2.0E-5
7.2,8.808096E-5,1.1847799E-5,1.1847799E-5,1.0,0.0,8.8046055E-4,1.1847183E-4,1.1847183E-4,1.0,0.0
7.3,4.7408903E-5,7.965752E-6,7.965752E-6,1.0,0.0,4.739879E-4,7.965475E-5,7.965475E-5,1.0,0.0
7.4,1.0288197E-5,4.6981027E-6,4.6981027E-6,1.0,0.0,1.028772E-4,4.6980065E-5,4.6980065E-5,1.0,0.0
7.5,5.6716644E-6,3.474941E-6,3.474941E-6,1.0,0.0,5.6715195E-5,3.474889E-5,3.474889E-5,1.0,0.0
7.6,1.2636499E-6,8.255046E-7,8.255046E-7,1.0,0.0,1.2636427E-5,8.2550205E-6,8.2550205E-6,1.0,0.0
