Magnitude,1 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only,10 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only
6.0,8.551848E-4,8.976064E-4,9.175885E-4,1.0222615,2.0E-5,0.0085190125,0.008943358,0.008963179,1.0022163,2.0E-5
6.1,8.551848E-4,8.976064E-4,9.175885E-4,1.0222615,2.0E-5,0.0085190125,0.008943358,0.008963179,1.0022163,2.0E-5
6.2,8.551848E-4,8.976064E-4,9.175885E-4,1.0222615,2.0E-5,0.0085190125,0.008943358,0.008963179,1.0022163,2.0E-5
6.3,5.0793495E-4,5.280373E-4,5.4802676E-4,1.0378561,2.0E-5,0.005067755,0.005268332,0.0052882265,1.0037763,2.0E-5
6.4,5.0793495E-4,5.280373E-4,5.4802676E-4,1.0378561,2.0E-5,0.005067755,0.005268332,0.0052882265,1.0037763,2.0E-5
6.5,3.694598E-4,3.8239348E-4,4.0238583E-4,1.0522821,2.0E-5,0.0036884616,0.0038175168,0.0038374404,1.005219,2.0E-5
6.6,3.064116E-4,3.1614062E-4,3.361343E-4,1.063243,2.0E-5,0.0030598943,0.0031569963,0.0031769332,1.0063151,2.0E-5
6.7,2.5946548E-4,2.66906E-4,2.8690064E-4,1.0749128,2.0E-5,0.0025916274,0.0026659032,0.0026858498,1.0074822,2.0E-5
6.8,2.2937685E-4,2.3534958E-4,2.5534487E-4,1.08496,2.0E-5,0.0022914023,0.0023510386,0.0023709917,1.0084869,2.0E-5
6.9,1.8394225E-4,1.8789528E-4,2.0789153E-4,1.1064223,2.0E-5,0.0018379007,0.0018773803,0.0018973427,1.0106331,2.0E-5
7.0,1.6756308E-4,1.7080043E-4,1.9079701E-4,1.1170757,2.0E-5,0.0016743679,0.0017067058,0.0017266716,1.0116985,2.0E-5
7.1,1.3093173E-4,1.3257304E-4,1.525704E-4,1.1508403,2.0E-5,0.0013085462,0.0013249456,0.0013449191,1.015075,2.0E-5
7.2,1.0704277E-4,1.0758333E-4,1.2758118E-4,1.1858824,2.0E-5,0.0010699122,0.0010753168,0.0010952953,1.0185791,2.0E-5
7.3,8.78949E-5,8.752012E-5,9.751925E-5,1.1142495,1.0E-5,8.7860145E-4,8.7485946E-4,8.848507E-4,1.0114204,1.0E-5
7.4,7.096187E-5,6.956921E-5,7.956851E-5,1.1437317,1.0E-5,7.0939213E-4,6.954765E-4,7.054695E-4,1.0143687,1.0E-5
7.5,5.079636E-5,4.8473295E-5,4.8473295E-5,1.0,0.0,5.0784746E-4,4.8462892E-4,4.8462892E-4,1.0,0.0
7.6,2.6439517E-5,2.4933597E-5,2.4933597E-5,1.0,0.0,2.643637E-4,2.4930874E-4,2.4930874E-4,1.0,0.0
7.7,1.4448608E-5,1.34406555E-5,1.34406555E-5,1.0,0.0,1.444767E-4,1.3439846E-4,1.3439846E-4,1.0,0.0
7.8,8.893623E-6,8.061043E-6,8.061043E-6,1.0,0.0,8.893267E-5,8.060753E-5,8.060753E-5,1.0,0.0
7.9,2.5225327E-6,2.1346711E-6,2.1346711E-6,1.0,0.0,2.5225041E-5,2.1346512E-5,2.1346512E-5,1.0,0.0
