
X-Axis: Magnitude
Y-Axis: 10 Year Probability
Number of Data Sets: 4


DATASET #1

     Name: UCERF3-TI
   Points: 31
     Info: 

Data[x,y]:
6.0	  0.03752231
6.1	  0.019602431
6.2	  0.0148357535
6.3	  0.0148357535
6.4	  0.011519298
6.5	  0.010900296
6.6	  0.009454516
6.7	  0.008254109
6.8	  0.0074499645
6.9	  0.0065396037
7.0	  0.00566297
7.1	  0.0048892107
7.2	  0.0042647356
7.3	  0.003265305
7.4	  0.002597825
7.5	  9.1216754E-4
7.6	  8.8640954E-5
7.7	  0.0
7.8	  0.0
7.9	  0.0
8.0	  0.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #2

     Name: UCERF3-TD
   Points: 31
     Info: 

Data[x,y]:
6.0	  0.045044992
6.1	  0.023156688
6.2	  0.017226247
6.3	  0.017226247
6.4	  0.013191955
6.5	  0.012458589
6.6	  0.010746004
6.7	  0.009340104
6.8	  0.008418139
6.9	  0.007385203
7.0	  0.006391993
7.1	  0.005519418
7.2	  0.004819465
7.3	  0.003692536
7.4	  0.0029399914
7.5	  0.0010272472
7.6	  9.1485024E-5
7.7	  0.0
7.8	  0.0
7.9	  0.0
8.0	  0.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #3

     Name: UCERF3-ETAS
   Points: 31
     Info: 

Data[x,y]:
6.0	  0.045140486
6.1	  0.023185993
6.2	  0.01725573
6.3	  0.01725573
6.4	  0.013211691
6.5	  0.0124783395
6.6	  0.010765789
6.7	  0.00935001
6.8	  0.008428055
6.9	  0.0073951297
7.0	  0.0064019286
7.1	  0.0055293627
7.2	  0.0048294165
7.3	  0.003692536
7.4	  0.0029399914
7.5	  0.0010272472
7.6	  9.1485024E-5
7.7	  0.0
7.8	  0.0
7.9	  0.0
8.0	  0.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #4

     Name: ETAS Triggered Only
   Points: 31
     Info: 

Data[x,y]:
6.0	  1.0E-4
6.1	  3.0E-5
6.2	  3.0E-5
6.3	  3.0E-5
6.4	  2.0E-5
6.5	  2.0E-5
6.6	  2.0E-5
6.7	  1.0E-5
6.8	  1.0E-5
6.9	  1.0E-5
7.0	  1.0E-5
7.1	  1.0E-5
7.2	  1.0E-5
7.3	  0.0
7.4	  0.0
7.5	  0.0
7.6	  0.0
7.7	  0.0
7.8	  0.0
7.9	  0.0
8.0	  0.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0


