Magnitude,1 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only,10 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only
6.0,0.001644939,0.0015395004,0.0015594696,1.0129713,2.0E-5,0.01632816,0.015292859,0.015332247,1.0025756,4.0E-5
6.1,0.001644939,0.0015395004,0.0015594696,1.0129713,2.0E-5,0.01632816,0.015292859,0.015332247,1.0025756,4.0E-5
6.2,0.001644939,0.0015395004,0.0015594696,1.0129713,2.0E-5,0.01632816,0.015292859,0.015332247,1.0025756,4.0E-5
6.3,0.001644939,0.0015395004,0.0015594696,1.0129713,2.0E-5,0.01632816,0.015292859,0.015332247,1.0025756,4.0E-5
6.4,0.001644939,0.0015395004,0.0015594696,1.0129713,2.0E-5,0.01632816,0.015292859,0.015332247,1.0025756,4.0E-5
6.5,0.001644939,0.0015395004,0.0015594696,1.0129713,2.0E-5,0.01632816,0.015292859,0.015332247,1.0025756,4.0E-5
6.6,0.001644939,0.0015395004,0.0015594696,1.0129713,2.0E-5,0.01632816,0.015292859,0.015332247,1.0025756,4.0E-5
6.7,0.0016156785,0.0015050198,0.0015249897,1.0132688,2.0E-5,0.016039822,0.014952714,0.014992116,1.0026351,4.0E-5
6.8,0.0015875935,0.0014724657,0.0014924362,1.0135627,2.0E-5,0.015762992,0.014631462,0.014670877,1.0026939,4.0E-5
6.9,0.0014067689,0.0012629933,0.0012829681,1.0158154,2.0E-5,0.0139789665,0.01256087,0.012600367,1.0031445,4.0E-5
7.0,0.0012981043,0.0011401111,0.0011600883,1.0175221,2.0E-5,0.012905477,0.011344905,0.011374565,1.0026144,3.0E-5
7.1,0.0010923136,9.051354E-4,9.1512635E-4,1.0110381,1.0E-5,0.0108696,0.009015423,0.009035243,1.0021985,2.0E-5
7.2,0.0010659413,8.767196E-4,8.867108E-4,1.0113962,1.0E-5,0.010608427,0.008733526,0.008753352,1.00227,2.0E-5
7.3,9.6293533E-4,8.0228975E-4,8.1228174E-4,1.0124543,1.0E-5,0.009587734,0.007994797,0.008014637,1.0024816,2.0E-5
7.4,9.1956573E-4,7.571909E-4,7.671833E-4,1.0131967,1.0E-5,0.009157699,0.007546914,0.0075667626,1.0026301,2.0E-5
7.5,7.0911803E-4,5.8232434E-4,5.923185E-4,1.0171626,1.0E-5,0.007068595,0.0058082556,0.0058181975,1.0017117,1.0E-5
7.6,3.646084E-4,2.9407372E-4,3.040708E-4,1.033995,1.0E-5,0.0036401073,0.0029368899,0.0029468604,1.003395,1.0E-5
7.7,2.1299256E-4,1.713015E-4,1.8129978E-4,1.0583667,1.0E-5,0.0021278851,0.0017117079,0.0017216908,1.0058321,1.0E-5
7.8,8.882289E-5,7.498047E-5,7.498047E-5,1.0,0.0,8.8787393E-4,7.495545E-4,7.495545E-4,1.0,0.0
7.9,1.4198865E-5,1.1800899E-5,1.1800899E-5,1.0,0.0,1.4197957E-4,1.1800301E-4,1.1800301E-4,1.0,0.0
8.0,4.8861335E-7,2.6718905E-7,2.6718905E-7,1.0,0.0,4.8861225E-6,2.6718876E-6,2.6718876E-6,1.0,0.0
