Magnitude,1 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only,10 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only
6.0,5.3971814E-4,3.280087E-4,3.380054E-4,1.030477,1.0E-5,0.0053840918,0.0032753581,0.0032853254,1.003043,1.0E-5
6.1,5.3971814E-4,3.280087E-4,3.380054E-4,1.030477,1.0E-5,0.0053840918,0.0032753581,0.0032853254,1.003043,1.0E-5
6.2,5.3971814E-4,3.280087E-4,3.380054E-4,1.030477,1.0E-5,0.0053840918,0.0032753581,0.0032853254,1.003043,1.0E-5
6.3,5.3971814E-4,3.280087E-4,3.380054E-4,1.030477,1.0E-5,0.0053840918,0.0032753581,0.0032853254,1.003043,1.0E-5
6.4,5.3466705E-4,3.280087E-4,3.380054E-4,1.030477,1.0E-5,0.0053338245,0.0032753581,0.0032853254,1.003043,1.0E-5
6.5,5.3466705E-4,3.280087E-4,3.380054E-4,1.030477,1.0E-5,0.0053338245,0.0032753581,0.0032853254,1.003043,1.0E-5
6.6,5.166222E-4,3.280087E-4,3.380054E-4,1.030477,1.0E-5,0.0051542283,0.0032753581,0.0032853254,1.003043,1.0E-5
6.7,5.149856E-4,3.2735255E-4,3.3734928E-4,1.0305381,1.0E-5,0.005137938,0.0032688158,0.0032787833,1.0030493,1.0E-5
6.8,4.9223384E-4,3.2234378E-4,3.3234057E-4,1.0310128,1.0E-5,0.0049114493,0.0032188739,0.0032288418,1.0030967,1.0E-5
6.9,4.5387587E-4,3.1510694E-4,3.2510379E-4,1.0317253,1.0E-5,0.0045295,0.003146711,0.0031566794,1.0031679,1.0E-5
7.0,4.5118626E-4,3.1379846E-4,3.2379534E-4,1.0318576,1.0E-5,0.004502713,0.003133663,0.0031436319,1.0031811,1.0E-5
7.1,4.437232E-4,3.0908454E-4,3.1908145E-4,1.0323436,1.0E-5,0.0044283825,0.0030866556,0.0030966247,1.0032297,1.0E-5
7.2,4.246322E-4,2.9731105E-4,3.0730807E-4,1.0336248,1.0E-5,0.004238217,0.0029692391,0.0029792094,1.0033579,1.0E-5
7.3,4.111677E-4,2.896594E-4,2.996565E-4,1.0345134,1.0E-5,0.004104078,0.0028929242,0.0029028952,1.0034467,1.0E-5
7.4,3.9549218E-4,2.7944756E-4,2.8944475E-4,1.035775,1.0E-5,0.0039478904,0.0027910667,0.0028010388,1.0035728,1.0E-5
7.5,3.312359E-4,2.2995596E-4,2.3995366E-4,1.0434766,1.0E-5,0.0033074263,0.0022972622,0.0023072392,1.004343,1.0E-5
7.6,2.3115493E-4,1.5081577E-4,1.6081426E-4,1.0662961,1.0E-5,0.0023091463,0.0015071568,0.0015171417,1.006625,1.0E-5
7.7,1.56788E-4,9.1361195E-5,1.0136028E-4,1.1094457,1.0E-5,0.0015667742,9.132375E-4,9.232284E-4,1.0109401,1.0E-5
7.8,9.631238E-5,5.5214347E-5,6.52138E-5,1.1811024,1.0E-5,9.627065E-4,5.5200676E-4,5.6200125E-4,1.0181057,1.0E-5
7.9,5.1338568E-5,2.7310998E-5,2.7310998E-5,1.0,0.0,5.132671E-4,2.730767E-4,2.730767E-4,1.0,0.0
8.0,6.3187167E-6,3.4509917E-6,3.4509917E-6,1.0,0.0,6.318537E-5,3.45094E-5,3.45094E-5,1.0,0.0
