Magnitude,1 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only,10 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only
6.0,3.596972E-4,3.7694772E-4,3.969402E-4,1.0530378,2.0E-5,0.0035911554,0.003763381,0.003823155,1.0158831,6.0E-5
6.1,3.596972E-4,3.7694772E-4,3.969402E-4,1.0530378,2.0E-5,0.0035911554,0.003763381,0.003823155,1.0158831,6.0E-5
6.2,3.596972E-4,3.7694772E-4,3.969402E-4,1.0530378,2.0E-5,0.0035911554,0.003763381,0.003823155,1.0158831,6.0E-5
6.3,3.596972E-4,3.7694772E-4,3.969402E-4,1.0530378,2.0E-5,0.0035911554,0.003763381,0.003823155,1.0158831,6.0E-5
6.4,3.596972E-4,3.7694772E-4,3.969402E-4,1.0530378,2.0E-5,0.0035911554,0.003763381,0.003823155,1.0158831,6.0E-5
6.5,3.596972E-4,3.7694772E-4,3.969402E-4,1.0530378,2.0E-5,0.0035911554,0.003763381,0.003823155,1.0158831,6.0E-5
6.6,3.596972E-4,3.7694772E-4,3.969402E-4,1.0530378,2.0E-5,0.0035911554,0.003763381,0.003823155,1.0158831,6.0E-5
6.7,3.1755073E-4,3.3373994E-4,3.5373325E-4,1.0599068,2.0E-5,0.0031709734,0.0033326065,0.0033824397,1.0149533,5.0E-5
6.8,2.94925E-4,3.104485E-4,3.304423E-4,1.0644029,2.0E-5,0.002945339,0.0031003528,0.003150198,1.0160772,5.0E-5
6.9,2.4007261E-4,2.5375787E-4,2.737528E-4,1.0787953,2.0E-5,0.0023981342,0.0025348254,0.002574724,1.0157402,4.0E-5
7.0,2.3412947E-4,2.4768783E-4,2.6768286E-4,1.0807269,2.0E-5,0.0023388295,0.0024742614,0.0025141623,1.0161264,4.0E-5
7.1,1.6716159E-4,1.789267E-4,1.8892491E-4,1.0558788,1.0E-5,0.0016703589,0.0017878925,0.0017978747,1.0055832,1.0E-5
7.2,1.15102564E-4,1.240987E-4,1.3409746E-4,1.080571,1.0E-5,0.0011504296,0.0012403389,0.0012503265,1.0080523,1.0E-5
7.3,7.182235E-5,7.939443E-5,7.939443E-5,1.0,0.0,7.1799144E-4,7.936697E-4,7.936697E-4,1.0,0.0
7.4,5.8678244E-5,6.567554E-5,6.567554E-5,1.0,0.0,5.866275E-4,6.5656955E-4,6.5656955E-4,1.0,0.0
7.5,4.1907308E-5,4.840473E-5,4.840473E-5,1.0,0.0,4.1899405E-4,4.8394862E-4,4.8394862E-4,1.0,0.0
7.6,2.5542888E-5,3.1322415E-5,3.1322415E-5,1.0,0.0,2.5539953E-4,3.1318486E-4,3.1318486E-4,1.0,0.0
7.7,3.4617963E-6,3.5423066E-6,3.5423066E-6,1.0,0.0,3.4617424E-5,3.542255E-5,3.542255E-5,1.0,0.0
7.8,4.818991E-7,4.950997E-7,4.950997E-7,1.0,0.0,4.8189804E-6,4.950988E-6,4.950988E-6,1.0,0.0
