Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 wk Probability,1 wk Supra-Seis Prob
5.0,0.112,0.0,1.0,0.0,0.0,0.076,0.006
5.1,0.088,0.0,1.0,0.0,0.0,0.062,0.006
5.2,0.068,0.0,1.0,0.0,0.0,0.049,0.006
5.3,0.056,0.0,1.0,0.0,0.0,0.04,0.006
5.4,0.037,0.0,1.0,0.0,0.0,0.026,0.006
5.5,0.035,0.0,0.0,0.0,0.0,0.024,0.006
5.6,0.024,0.0,0.0,0.0,0.0,0.018,0.006
5.7,0.019,0.0,0.0,0.0,0.0,0.015,0.006
5.8,0.014,0.0,0.0,0.0,0.0,0.013,0.006
5.9,0.011,0.0,0.0,0.0,0.0,0.011,0.006
6.0,0.011,0.0,0.0,0.0,0.0,0.011,0.006
6.1,0.009,0.0,0.0,0.0,0.0,0.009,0.005
6.2,0.006,0.0,0.0,0.0,0.0,0.006,0.005
6.3,0.004,0.0,0.0,0.0,0.0,0.004,0.004
6.4,0.003,0.0,0.0,0.0,0.0,0.003,0.003
6.5,0.002,0.0,0.0,0.0,0.0,0.002,0.002
6.6,0.002,0.0,0.0,0.0,0.0,0.002,0.002
6.7,0.002,0.0,0.0,0.0,0.0,0.002,0.002
6.8,0.002,0.0,0.0,0.0,0.0,0.002,0.002
6.9,0.001,0.0,0.0,0.0,0.0,0.001,0.001
7.0,0.001,0.0,0.0,0.0,0.0,0.001,0.001
7.1,0.001,0.0,0.0,0.0,0.0,0.001,0.001
7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
