Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,30 yr Probability,30 yr Supra-Seis Prob
2.5,73863.08,54675.0,110648.0,69599.0,69599.0,1.0,1.0
2.6,58680.246,43530.0,87830.0,55312.0,55312.0,1.0,1.0
2.7,46592.0,34608.0,69705.0,43957.0,43957.0,1.0,1.0
2.8,37010.715,27582.0,55196.0,34869.0,34869.0,1.0,1.0
2.9,29397.389,21965.0,43875.0,27731.0,27731.0,1.0,1.0
3.0,23373.756,17465.0,35025.0,21934.0,21934.0,1.0,1.0
3.1,18573.266,13815.0,27874.0,17424.0,17424.0,1.0,1.0
3.2,14749.938,10933.0,22166.0,13913.0,13913.0,1.0,1.0
3.3,11720.9795,8652.0,17544.0,11028.0,9750.0,1.0,1.0
3.4,9298.633,6842.0,13890.0,8732.0,8677.0,1.0,1.0
3.5,7387.2246,5466.0,11012.0,6891.0,6891.0,1.0,1.0
3.6,5872.347,4340.0,8674.0,5508.0,5508.0,1.0,1.0
3.7,4662.735,3439.0,6893.0,4403.0,3886.0,1.0,1.0
3.8,3700.4285,2754.0,5528.0,3492.0,3492.0,1.0,1.0
3.9,2932.1836,2196.0,4426.0,2787.0,2418.0,1.0,1.0
4.0,2325.8164,1742.0,3523.0,2204.0,2252.0,1.0,1.0
4.1,1844.3062,1385.0,2756.0,1749.0,1538.0,1.0,1.0
4.2,1470.3673,1107.0,2205.0,1396.0,1977.0,1.0,1.0
4.3,1169.7347,867.0,1788.0,1114.0,1114.0,1.0,1.0
4.4,930.6531,670.0,1435.0,888.0,888.0,1.0,1.0
4.5,735.3674,540.0,1134.0,699.0,652.0,1.0,1.0
4.6,582.40814,423.0,896.0,560.0,504.0,1.0,1.0
4.7,464.0,327.0,712.0,457.0,398.0,1.0,1.0
4.8,368.10205,260.0,549.0,358.0,322.0,1.0,1.0
4.9,291.7551,205.0,423.0,282.0,299.0,1.0,1.0
5.0,231.36734,160.0,332.0,228.0,245.0,1.0,1.0
5.1,183.93878,132.0,253.0,182.0,143.0,1.0,1.0
5.2,146.30612,102.0,204.0,144.0,144.0,1.0,1.0
5.3,115.5102,78.0,158.0,116.0,98.0,1.0,1.0
5.4,92.46939,58.0,127.0,91.0,109.0,1.0,1.0
5.5,73.244896,47.0,96.0,75.0,55.0,1.0,1.0
5.6,57.469387,36.0,79.0,60.0,76.0,1.0,1.0
5.7,45.34694,29.0,65.0,44.0,38.0,1.0,1.0
5.8,35.714287,21.0,50.0,35.0,34.0,1.0,1.0
5.9,27.34694,17.0,38.0,27.0,33.0,1.0,1.0
6.0,22.265306,14.0,31.0,22.0,26.0,1.0,1.0
6.1,17.081633,8.0,25.0,17.0,21.0,1.0,1.0
6.2,13.530612,6.0,20.0,14.0,16.0,1.0,1.0
6.3,10.530612,4.0,16.0,10.0,9.0,1.0,1.0
6.4,8.0,3.0,14.0,8.0,8.0,1.0,1.0
6.5,6.2244897,2.0,11.0,6.0,6.0,1.0,1.0
6.6,4.9591837,2.0,9.0,5.0,4.0,1.0,1.0
6.7,3.7142856,0.0,7.0,4.0,4.0,0.93877554,0.93877554
6.8,3.0204082,0.0,6.0,3.0,4.0,0.93877554,0.93877554
6.9,2.4693878,0.0,5.0,2.0,1.0,0.9183673,0.9183673
7.0,1.8571428,0.0,4.0,2.0,1.0,0.877551,0.877551
7.1,1.4693878,0.0,4.0,1.0,1.0,0.81632656,0.81632656
7.2,1.0816326,0.0,3.0,1.0,1.0,0.7346939,0.7346939
7.3,0.8979592,0.0,3.0,1.0,1.0,0.63265306,0.63265306
7.4,0.6122449,0.0,2.0,0.0,0.0,0.46938777,0.46938777
7.5,0.40816328,0.0,1.0,0.0,0.0,0.36734694,0.36734694
7.6,0.26530612,0.0,1.0,0.0,0.0,0.26530612,0.26530612
7.7,0.20408164,0.0,1.0,0.0,0.0,0.20408164,0.20408164
7.8,0.10204082,0.0,1.0,0.0,0.0,0.10204082,0.10204082
7.9,0.040816326,0.0,1.0,0.0,0.0,0.040816326,0.040816326
8.0,0.040816326,0.0,1.0,0.0,0.0,0.040816326,0.040816326
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
