Subsection Index,Subsection Name,Total 500 Year Mean Count,Total 1 Day Prob,Total 1 Week Prob,Total 1 Month Prob,Total 1 Year Prob,Total 500 Year Prob,Triggered 500 Year Mean Count,Triggered 1 Day Prob,Triggered 1 Week Prob,Triggered 1 Month Prob,Triggered 1 Year Prob,Triggered 500 Year Prob,Triggered 500 Year Primary Mean Count
0,"Airport Lake, Subsection 0",0.073,0.0,0.0,0.0,0.001,0.073,0.002,0.0,0.0,0.0,0.0,0.002,0.002
1,"Airport Lake, Subsection 1",0.079,0.0,0.0,0.0,0.001,0.078,0.002,0.0,0.0,0.0,0.0,0.002,0.002
2,"Airport Lake, Subsection 2",0.079,0.0,0.0,0.0,0.0,0.077,0.001,0.0,0.0,0.0,0.0,0.001,0.001
3,"Airport Lake, Subsection 3",0.082,0.0,0.0,0.0,0.0,0.081,0.001,0.0,0.0,0.0,0.0,0.001,0.001
4,"Airport Lake, Subsection 4",0.104,0.0,0.0,0.0,0.0,0.103,0.003,0.0,0.0,0.0,0.0,0.003,0.002
5,"Airport Lake, Subsection 5",0.095,0.0,0.0,0.0,0.0,0.095,0.002,0.0,0.0,0.0,0.0,0.002,0.001
6,"Almanor 2011 CFM, Subsection 0",0.576,0.0,0.0,0.0,0.0,0.482,0.002,0.0,0.0,0.0,0.0,0.002,0.0
7,"Almanor 2011 CFM, Subsection 1",0.605,0.0,0.0,0.0,0.0,0.509,0.003,0.0,0.0,0.0,0.0,0.003,0.0
8,"Almanor 2011 CFM, Subsection 2",0.553,0.0,0.0,0.0,0.0,0.484,0.003,0.0,0.0,0.0,0.0,0.003,0.0
9,"Almanor 2011 CFM, Subsection 3",0.5,0.0,0.0,0.0,0.0,0.449,0.002,0.0,0.0,0.0,0.0,0.002,0.0
10,"Almanor 2011 CFM, Subsection 4",0.532,0.0,0.0,0.0,0.0,0.46,0.003,0.0,0.0,0.0,0.0,0.003,0.001
11,"Almanor 2011 CFM, Subsection 5",0.591,0.0,0.0,0.0,0.0,0.494,0.003,0.0,0.0,0.0,0.0,0.003,0.001
12,"Almanor 2011 CFM, Subsection 6",0.543,0.0,0.0,0.0,0.0,0.465,0.003,0.0,0.0,0.0,0.0,0.003,0.001
13,"Anacapa-Dume alt 1, Subsection 0",0.039,0.0,0.0,0.0,0.0,0.039,0.001,0.0,0.0,0.0,0.0,0.001,0.001
14,"Anacapa-Dume alt 1, Subsection 1",0.046,0.0,0.0,0.0,0.0,0.046,0.001,0.0,0.0,0.0,0.0,0.001,0.001
15,"Anacapa-Dume alt 1, Subsection 2",0.042,0.0,0.0,0.0,0.0,0.041,0.001,0.0,0.0,0.0,0.0,0.001,0.001
16,"Anacapa-Dume alt 1, Subsection 3",0.042,0.0,0.0,0.0,0.0,0.04,0.002,0.0,0.0,0.0,0.0,0.002,0.002
17,"Anacapa-Dume alt 1, Subsection 4",0.024,0.0,0.0,0.0,0.0,0.024,0.001,0.0,0.0,0.0,0.0,0.001,0.001
18,"Anaheim, Subsection 0",0.034,0.0,0.0,0.0,0.0,0.034,0.001,0.0,0.0,0.0,0.0,0.001,0.0
19,"Anaheim, Subsection 1",0.041,0.0,0.0,0.0,0.0,0.041,0.002,0.0,0.0,0.0,0.0,0.002,0.0
20,"Anaheim, Subsection 2",0.026,0.0,0.0,0.0,0.0,0.026,0.002,0.0,0.0,0.0,0.0,0.002,0.0
21,"Antelope Valley 2011, Subsection 0",0.249,0.0,0.0,0.0,0.002,0.245,0.005,0.0,0.0,0.0,0.0,0.004,0.001
22,"Antelope Valley 2011, Subsection 1",0.262,0.0,0.0,0.0,0.002,0.255,0.005,0.0,0.0,0.0,0.0,0.004,0.001
23,"Antelope Valley 2011, Subsection 2",0.21,0.0,0.0,0.0,0.001,0.203,0.004,0.0,0.0,0.0,0.0,0.004,0.001
24,"Antelope Valley 2011, Subsection 3",0.207,0.0,0.0,0.0,0.001,0.2,0.004,0.0,0.0,0.0,0.0,0.004,0.001
25,"Antelope Valley 2011, Subsection 4",0.235,0.0,0.0,0.0,0.0,0.228,0.004,0.0,0.0,0.0,0.0,0.004,0.001
26,"Antelope Valley 2011, Subsection 5",0.227,0.0,0.0,0.0,0.0,0.222,0.003,0.0,0.0,0.0,0.0,0.003,0.001
27,"Ash Hill, Subsection 0",0.228,0.0,0.0,0.0,0.0,0.222,0.004,0.0,0.0,0.0,0.0,0.004,0.0
28,"Ash Hill, Subsection 1",0.237,0.0,0.0,0.0,0.0,0.231,0.004,0.0,0.0,0.0,0.0,0.004,0.0
29,"Ash Hill, Subsection 2",0.167,0.0,0.0,0.0,0.0,0.161,0.003,0.0,0.0,0.0,0.0,0.003,0.0
30,"Ash Hill, Subsection 3",0.165,0.0,0.0,0.0,0.0,0.161,0.003,0.0,0.0,0.0,0.0,0.003,0.001
31,"Ash Hill, Subsection 4",0.158,0.0,0.0,0.0,0.0,0.154,0.003,0.0,0.0,0.0,0.0,0.003,0.001
32,"Ash Hill, Subsection 5",0.151,0.0,0.0,0.0,0.0,0.148,0.002,0.0,0.0,0.0,0.0,0.002,0.001
33,"Ash Hill, Subsection 6",0.229,0.0,0.0,0.0,0.0,0.224,0.006,0.0,0.0,0.0,0.0,0.006,0.004
34,"Ash Hill, Subsection 7",0.219,0.0,0.0,0.0,0.0,0.216,0.006,0.0,0.0,0.0,0.0,0.006,0.004
35,"Baker, Subsection 0",0.062,0.0,0.0,0.0,0.0,0.062,0.002,0.0,0.0,0.0,0.0,0.002,0.0
36,"Baker, Subsection 1",0.065,0.0,0.0,0.0,0.0,0.065,0.002,0.0,0.0,0.0,0.0,0.002,0.0
37,"Baker, Subsection 2",0.041,0.0,0.0,0.0,0.0,0.041,0.001,0.0,0.0,0.0,0.0,0.001,0.0
38,"Baker, Subsection 3",0.037,0.0,0.0,0.0,0.0,0.037,0.001,0.0,0.0,0.0,0.0,0.001,0.0
39,"Baker, Subsection 4",0.03,0.0,0.0,0.0,0.0,0.03,0.001,0.0,0.0,0.0,0.0,0.001,0.0
