Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,Fault System Solution,500 yr Probability,500 yr Supra-Seis Prob
5.0,7.77851,6.694,9.512,7.666,7.758,8.608642,1.0,1.0
5.1,6.152742,5.266,7.5,6.068,6.374,6.830068,1.0,1.0
5.2,4.860736,4.156,5.9,4.798,4.964,5.4173,1.0,1.0
5.3,3.832894,3.274,4.678,3.786,3.72,4.2950974,1.0,1.0
5.4,3.01633,2.574,3.682,2.978,3.106,3.4037008,1.0,1.0
5.5,2.36947,2.032,2.884,2.348,2.326,2.6956394,1.0,1.0
5.6,1.857964,1.594,2.254,1.842,1.78,2.1332066,1.0,1.0
5.7,1.447956,1.246,1.73,1.438,1.374,1.6863642,1.0,1.0
5.8,1.123318,0.968,1.334,1.114,1.072,1.3311276,1.0,1.0
5.9,0.853884,0.734,1.002,0.85,0.844,1.0356472,1.0,1.0
6.0,0.675232,0.578,0.788,0.67,0.662,0.83624506,1.0,1.0
6.1,0.519434,0.438,0.608,0.518,0.498,0.66032434,1.0,1.0
6.2,0.409472,0.344,0.484,0.41,0.416,0.5290011,1.0,1.0
6.3,0.322356,0.27,0.382,0.322,0.314,0.42016467,1.0,1.0
6.4,0.25263,0.208,0.3,0.252,0.246,0.33243415,1.0,1.0
6.5,0.195392,0.158,0.236,0.194,0.19,0.2601263,1.0,1.0
6.6,0.152214,0.12,0.186,0.152,0.146,0.20548344,1.0,1.0
6.7,0.11799,0.092,0.148,0.118,0.122,0.16021843,1.0,1.0
6.8,0.093236,0.07,0.12,0.092,0.09,0.12689023,1.0,1.0
6.9,0.072864,0.054,0.094,0.072,0.07,0.09975841,1.0,1.0
7.0,0.056982,0.04,0.076,0.056,0.058,0.077940285,1.0,1.0
7.1,0.04343,0.03,0.06,0.042,0.042,0.05961322,1.0,1.0
7.2,0.03283,0.022,0.046,0.032,0.03,0.045241926,1.0,1.0
7.3,0.025924,0.016,0.038,0.026,0.024,0.035294022,1.0,1.0
7.4,0.019926,0.012,0.03,0.02,0.02,0.026938815,1.0,1.0
7.5,0.014288,0.008,0.022,0.014,0.014,0.019023713,1.0,1.0
7.6,0.010828,0.006,0.018,0.01,0.01,0.013821237,1.0,1.0
7.7,0.007772,0.004,0.012,0.008,0.006,0.009578903,1.0,1.0
7.8,0.005484,0.002,0.01,0.006,0.006,0.006191872,0.995,0.995
7.9,0.003042,0.0,0.006,0.002,0.002,0.0035149523,0.867,0.867
8.0,0.001632,0.0,0.004,0.002,0.002,0.0020316083,0.611,0.611
8.1,7.9E-4,0.0,0.004,0.0,0.0,0.0010248122,0.354,0.354
8.2,3.3E-4,0.0,0.002,0.0,0.0,4.4834707E-4,0.157,0.157
8.3,6.6E-5,0.0,0.002,0.0,0.0,1.0199686E-4,0.032,0.032
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
