Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,100 yr Probability,100 yr Supra-Seis Prob
5.0,795.191,604.0,1144.0,771.0,665.0,1.0,1.0
5.1,629.559,478.0,886.0,611.0,619.0,1.0,1.0
5.2,497.655,377.0,710.0,482.0,502.0,1.0,1.0
5.3,393.326,301.0,564.0,381.0,327.0,1.0,1.0
5.4,309.8,235.0,433.0,300.0,289.0,1.0,1.0
5.5,243.658,184.0,338.0,237.0,219.0,1.0,1.0
5.6,191.467,145.0,265.0,186.0,172.0,1.0,1.0
5.7,149.6,112.0,205.0,145.0,143.0,1.0,1.0
5.8,116.565,87.0,157.0,114.0,112.0,1.0,1.0
5.9,89.186,66.0,120.0,87.0,83.0,1.0,1.0
6.0,70.951,52.0,98.0,69.0,71.0,1.0,1.0
6.1,54.958,38.0,76.0,54.0,50.0,1.0,1.0
6.2,43.341,29.0,61.0,43.0,43.0,1.0,1.0
6.3,34.074,22.0,49.0,34.0,31.0,1.0,1.0
6.4,26.697,17.0,38.0,26.0,26.0,1.0,1.0
6.5,20.766,12.0,31.0,21.0,21.0,1.0,1.0
6.6,16.226,9.0,24.0,16.0,17.0,1.0,1.0
6.7,12.474,6.0,20.0,12.0,14.0,1.0,1.0
6.8,9.8,4.0,16.0,10.0,10.0,1.0,1.0
6.9,7.598,3.0,13.0,7.0,7.0,1.0,0.998
7.0,5.866,2.0,11.0,6.0,6.0,0.999,0.995
7.1,4.492,1.0,9.0,4.0,4.0,0.995,0.99
7.2,3.365,1.0,7.0,3.0,3.0,0.985,0.979
7.3,2.612,0.0,6.0,2.0,2.0,0.959,0.954
7.4,1.929,0.0,4.0,2.0,2.0,0.913,0.91
7.5,1.366,0.0,4.0,1.0,1.0,0.825,0.824
7.6,1.043,0.0,3.0,1.0,1.0,0.736,0.736
7.7,0.737,0.0,2.0,1.0,1.0,0.616,0.616
7.8,0.525,0.0,2.0,0.0,0.0,0.486,0.486
7.9,0.326,0.0,1.0,0.0,0.0,0.32,0.32
8.0,0.178,0.0,1.0,0.0,0.0,0.178,0.178
8.1,0.077,0.0,1.0,0.0,0.0,0.077,0.077
8.2,0.028,0.0,1.0,0.0,0.0,0.028,0.028
8.3,0.009,0.0,0.0,0.0,0.0,0.009,0.009
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
