Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 d Probability,1 d Supra-Seis Prob,Primary Aftershocks Mean
2.5,10.81029,4.0,22.0,9.0,8.0,0.99978,5.8E-4,8.47836
2.6,8.58708,2.0,18.0,7.0,7.0,0.99883,5.8E-4,6.7363
2.7,6.82455,1.0,15.0,6.0,5.0,0.99519,5.8E-4,5.35554
2.8,5.41568,1.0,13.0,5.0,4.0,0.98629,5.8E-4,4.2503
2.9,4.30338,0.0,11.0,4.0,3.0,0.96771,5.8E-4,3.3771
3.0,3.41637,0.0,9.0,3.0,2.0,0.93606,5.8E-4,2.68171
3.1,2.7124,0.0,8.0,2.0,2.0,0.88735,5.8E-4,2.12927
3.2,2.15538,0.0,6.0,2.0,1.0,0.8263,5.8E-4,1.69219
3.3,1.71238,0.0,6.0,1.0,1.0,0.75333,5.8E-4,1.34431
3.4,1.36161,0.0,5.0,1.0,1.0,0.67371,5.8E-4,1.07006
3.5,1.08144,0.0,4.0,1.0,0.0,0.59113,5.8E-4,0.85048
3.6,0.85653,0.0,4.0,1.0,0.0,0.50813,5.8E-4,0.67262
3.7,0.67978,0.0,3.0,0.0,0.0,0.43182,5.8E-4,0.53397
3.8,0.54115,0.0,3.0,0.0,0.0,0.36324,5.8E-4,0.42485
3.9,0.43096,0.0,2.0,0.0,0.0,0.30462,5.8E-4,0.33884
4.0,0.34313,0.0,2.0,0.0,0.0,0.25253,5.8E-4,0.26976
4.1,0.27298,0.0,2.0,0.0,0.0,0.20753,5.8E-4,0.21457
4.2,0.21547,0.0,2.0,0.0,0.0,0.16849,5.8E-4,0.16926
4.3,0.17098,0.0,1.0,0.0,0.0,0.13656,5.8E-4,0.13417
4.4,0.13554,0.0,1.0,0.0,0.0,0.11071,5.8E-4,0.10661
4.5,0.10712,0.0,1.0,0.0,0.0,0.08912,5.8E-4,0.08426
4.6,0.08514,0.0,1.0,0.0,0.0,0.07211,5.8E-4,0.06717
4.7,0.06697,0.0,1.0,0.0,0.0,0.05739,5.8E-4,0.05284
4.8,0.05292,0.0,1.0,0.0,0.0,0.04575,5.8E-4,0.04178
4.9,0.04185,0.0,1.0,0.0,0.0,0.03644,5.8E-4,0.03287
5.0,0.03307,0.0,1.0,0.0,0.0,0.02906,5.8E-4,0.02586
5.1,0.02623,0.0,0.0,0.0,0.0,0.02317,5.8E-4,0.02033
5.2,0.0207,0.0,0.0,0.0,0.0,0.01847,5.8E-4,0.01606
5.3,0.0158,0.0,0.0,0.0,0.0,0.01426,5.8E-4,0.01216
5.4,0.01253,0.0,0.0,0.0,0.0,0.01138,5.8E-4,0.00969
5.5,0.00977,0.0,0.0,0.0,0.0,0.00895,5.8E-4,0.00756
5.6,0.00739,0.0,0.0,0.0,0.0,0.00684,5.8E-4,0.00575
5.7,0.00587,0.0,0.0,0.0,0.0,0.00546,5.8E-4,0.00454
5.8,0.00438,0.0,0.0,0.0,0.0,0.0041,5.8E-4,0.0034
5.9,0.00331,0.0,0.0,0.0,0.0,0.00313,5.8E-4,0.00257
6.0,0.00247,0.0,0.0,0.0,0.0,0.00234,5.8E-4,0.0019
6.1,0.00185,0.0,0.0,0.0,0.0,0.00176,5.3E-4,0.00139
6.2,0.00115,0.0,0.0,0.0,0.0,0.00113,4.0E-4,9.2E-4
6.3,9.3E-4,0.0,0.0,0.0,0.0,9.1E-4,3.1E-4,7.7E-4
6.4,6.3E-4,0.0,0.0,0.0,0.0,6.1E-4,2.4E-4,5.0E-4
6.5,4.7E-4,0.0,0.0,0.0,0.0,4.7E-4,1.9E-4,4.0E-4
6.6,3.1E-4,0.0,0.0,0.0,0.0,3.1E-4,1.3E-4,2.6E-4
6.7,2.5E-4,0.0,0.0,0.0,0.0,2.5E-4,9.0E-5,2.1E-4
6.8,2.0E-4,0.0,0.0,0.0,0.0,2.0E-4,9.0E-5,1.7E-4
6.9,1.6E-4,0.0,0.0,0.0,0.0,1.6E-4,7.0E-5,1.3E-4
7.0,1.2E-4,0.0,0.0,0.0,0.0,1.2E-4,6.0E-5,9.0E-5
7.1,7.0E-5,0.0,0.0,0.0,0.0,7.0E-5,3.0E-5,4.0E-5
