Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,500 yr Probability,500 yr Supra-Seis Prob
2.5,2271.1494,2079.892,2467.098,2267.622,2267.622,1.0,1.0
2.6,1804.0491,1652.056,1960.15,1801.834,1801.834,1.0,1.0
2.7,1432.9556,1312.062,1556.094,1430.5,1487.928,1.0,1.0
2.8,1138.2566,1042.684,1235.422,1137.288,1137.288,1.0,1.0
2.9,904.1666,827.534,981.424,903.16,939.692,1.0,1.0
3.0,718.12897,657.094,779.502,717.282,717.282,1.0,1.0
3.1,570.4237,522.506,619.066,569.588,569.588,1.0,1.0
3.2,453.02902,414.936,492.076,452.362,486.76,1.0,1.0
3.3,359.80515,329.51,390.588,359.416,362.47,1.0,1.0
3.4,285.79,261.5,310.122,285.458,280.012,1.0,1.0
3.5,226.96342,207.618,246.85,226.574,227.146,1.0,1.0
3.6,180.24655,164.718,195.4,179.93,178.364,1.0,1.0
3.7,143.14574,130.87,155.02,142.824,143.386,1.0,1.0
3.8,113.67961,103.988,123.356,113.504,116.58,1.0,1.0
3.9,90.25578,82.514,98.298,90.178,87.858,1.0,1.0
4.0,71.68245,65.52,78.08,71.594,72.566,1.0,1.0
4.1,56.9112,52.15,61.904,56.848,57.486,1.0,1.0
4.2,45.189972,41.426,49.092,45.118,45.166,1.0,1.0
4.3,35.862877,32.876,39.086,35.804,36.126,1.0,1.0
4.4,28.454649,26.066,31.008,28.462,28.75,1.0,1.0
4.5,22.582863,20.664,24.666,22.554,22.788,1.0,1.0
4.6,17.91815,16.358,19.56,17.936,18.19,1.0,1.0
4.7,14.207803,12.926,15.554,14.192,14.444,1.0,1.0
4.8,11.261119,10.262,12.342,11.25,11.502,1.0,1.0
4.9,8.921878,8.144,9.768,8.918,8.976,1.0,1.0
5.0,7.060754,6.444,7.76,7.06,7.3,1.0,1.0
5.1,5.5831594,5.062,6.128,5.582,5.606,1.0,1.0
5.2,4.41109,3.976,4.826,4.41,4.478,1.0,1.0
5.3,3.4801738,3.14,3.832,3.474,3.484,1.0,1.0
5.4,2.7446551,2.46,3.026,2.742,2.728,1.0,1.0
5.5,2.1591885,1.924,2.4,2.158,2.226,1.0,1.0
5.6,1.6940753,1.514,1.896,1.69,1.748,1.0,1.0
5.7,1.3222029,1.168,1.492,1.32,1.34,1.0,1.0
5.8,1.027855,0.906,1.164,1.026,1.04,1.0,1.0
5.9,0.7844522,0.688,0.89,0.78,0.774,1.0,1.0
6.0,0.6206087,0.538,0.702,0.62,0.622,1.0,1.0
6.1,0.47851014,0.402,0.538,0.478,0.472,1.0,1.0
6.2,0.37793043,0.312,0.432,0.378,0.366,1.0,1.0
6.3,0.29801738,0.242,0.352,0.298,0.306,1.0,1.0
6.4,0.23437682,0.19,0.28,0.234,0.24,1.0,1.0
6.5,0.18131594,0.144,0.218,0.182,0.186,1.0,1.0
6.6,0.14243478,0.112,0.174,0.144,0.148,1.0,1.0
6.7,0.10998261,0.082,0.138,0.11,0.112,1.0,1.0
6.8,0.08692753,0.064,0.11,0.088,0.088,1.0,1.0
6.9,0.06731015,0.048,0.086,0.068,0.072,1.0,1.0
7.0,0.05292174,0.036,0.068,0.054,0.058,1.0,1.0
7.1,0.040655073,0.028,0.056,0.04,0.04,1.0,1.0
7.2,0.030794203,0.02,0.044,0.03,0.03,1.0,1.0
7.3,0.024452174,0.016,0.036,0.024,0.022,1.0,1.0
7.4,0.01911884,0.01,0.03,0.018,0.018,1.0,1.0
7.5,0.013855073,0.008,0.024,0.014,0.014,1.0,1.0
7.6,0.010602899,0.006,0.018,0.01,0.01,1.0,1.0
7.7,0.0076811593,0.004,0.012,0.008,0.008,0.9971014,0.9971014
7.8,0.005281159,0.002,0.01,0.006,0.006,0.99130434,0.99130434
7.9,0.0030550724,0.0,0.006,0.002,0.002,0.8927536,0.8927536
8.0,0.0017101449,0.0,0.006,0.002,0.002,0.657971,0.657971
8.1,8.521739E-4,0.0,0.004,0.0,0.0,0.38550726,0.38550726
8.2,3.5362318E-4,0.0,0.002,0.0,0.0,0.17391305,0.17391305
8.3,6.3768115E-5,0.0,0.002,0.0,0.0,0.03188406,0.03188406
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
