Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 yr Probability,1 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,2859.2812,2023.0,5131.0,2421.0,2382.0,1.0,0.0438,1472.5432
2.6,2271.0435,1602.0,4071.0,1924.0,1755.0,1.0,0.0438,1169.5094
2.7,1803.9349,1267.0,3239.0,1529.0,1471.0,1.0,0.0438,928.8928
2.8,1432.8704,1004.0,2556.0,1215.0,1185.0,1.0,0.0438,737.8707
2.9,1138.1117,792.0,2035.0,965.0,916.0,1.0,0.0438,586.10474
3.0,903.98975,625.0,1609.0,768.0,710.0,1.0,0.0438,465.54895
3.1,717.96155,493.0,1284.0,610.0,591.0,1.0,0.0438,369.75604
3.2,570.1944,388.0,1023.0,485.0,466.0,1.0,0.0438,293.66504
3.3,452.84003,305.0,817.0,385.0,368.0,1.0,0.0438,233.2236
3.4,359.6004,239.0,651.0,306.0,290.0,1.0,0.0438,185.20584
3.5,285.53925,187.0,514.0,243.0,226.0,1.0,0.0438,147.08765
3.6,226.7102,146.0,411.0,193.0,183.0,1.0,0.0438,116.77196
3.7,179.93324,113.0,327.0,153.0,148.0,1.0,0.0438,92.644
3.8,142.81168,88.0,259.0,122.0,115.0,1.0,0.0438,73.51568
3.9,113.36548,68.0,207.0,97.0,95.0,1.0,0.0438,58.3692
4.0,89.91532,52.0,166.0,77.0,72.0,1.0,0.0438,46.31004
4.1,71.34024,40.0,133.0,61.0,56.0,1.0,0.0438,36.72588
4.2,56.59184,30.0,105.0,48.0,48.0,1.0,0.0438,29.12772
4.3,44.82384,23.0,86.0,38.0,36.0,1.0,0.0438,23.0848
4.4,35.5268,17.0,68.0,30.0,27.0,1.0,0.0438,18.29392
4.5,28.1528,13.0,55.0,24.0,21.0,1.0,0.0438,14.5042
4.6,22.2712,9.0,45.0,19.0,18.0,1.0,0.0438,11.48184
4.7,17.59464,6.0,37.0,15.0,13.0,1.0,0.0438,9.0664
4.8,13.8976,4.0,30.0,12.0,10.0,0.99992,0.0438,7.1648
4.9,10.93632,3.0,25.0,9.0,8.0,0.99944,0.0438,5.64064
5.0,8.62176,2.0,20.0,7.0,6.0,0.99776,0.0438,4.44336
5.1,6.75088,1.0,16.0,6.0,5.0,0.9918,0.0438,3.47604
5.2,5.25544,1.0,14.0,4.0,3.0,0.97652,0.0438,2.70344
5.3,4.08372,0.0,11.0,3.0,3.0,0.9484,0.0438,2.09584
5.4,3.15992,0.0,9.0,2.0,2.0,0.90188,0.0438,1.62336
5.5,2.4292,0.0,8.0,2.0,1.0,0.84004,0.0438,1.24616
5.6,1.84148,0.0,7.0,1.0,1.0,0.75564,0.0438,0.9412
5.7,1.36544,0.0,5.0,1.0,0.0,0.65408,0.0438,0.69524
5.8,1.00344,0.0,4.0,1.0,0.0,0.5456,0.0438,0.50796
5.9,0.70488,0.0,4.0,0.0,0.0,0.43108,0.0436,0.35072
6.0,0.4752,0.0,3.0,0.0,0.0,0.32192,0.04356,0.2334
6.1,0.29412,0.0,2.0,0.0,0.0,0.21636,0.04252,0.1394
6.2,0.1864,0.0,2.0,0.0,0.0,0.14304,0.04144,0.0848
6.3,0.12196,0.0,1.0,0.0,0.0,0.09536,0.03928,0.05224
6.4,0.08364,0.0,1.0,0.0,0.0,0.06716,0.03448,0.03508
6.5,0.0628,0.0,1.0,0.0,0.0,0.05128,0.0278,0.02628
6.6,0.05028,0.0,1.0,0.0,0.0,0.04304,0.02672,0.02168
6.7,0.04072,0.0,1.0,0.0,0.0,0.03552,0.0244,0.01776
6.8,0.0342,0.0,1.0,0.0,0.0,0.03096,0.02328,0.01548
6.9,0.02996,0.0,1.0,0.0,0.0,0.02776,0.0224,0.01404
7.0,0.0264,0.0,0.0,0.0,0.0,0.0248,0.02152,0.01224
7.1,0.02392,0.0,0.0,0.0,0.0,0.0226,0.02052,0.0112
7.2,0.02164,0.0,0.0,0.0,0.0,0.02092,0.01984,0.01052
7.3,0.01964,0.0,0.0,0.0,0.0,0.0192,0.01844,0.00968
7.4,0.01844,0.0,0.0,0.0,0.0,0.01812,0.01784,0.00932
7.5,0.01764,0.0,0.0,0.0,0.0,0.01736,0.01724,0.00892
7.6,0.01612,0.0,0.0,0.0,0.0,0.016,0.01592,0.0082
7.7,0.0138,0.0,0.0,0.0,0.0,0.01376,0.01372,0.00716
7.8,0.01108,0.0,0.0,0.0,0.0,0.01108,0.01104,0.00572
7.9,0.00636,0.0,0.0,0.0,0.0,0.00636,0.00636,0.00304
8.0,0.00268,0.0,0.0,0.0,0.0,0.00268,0.00268,0.00124
8.1,7.2E-4,0.0,0.0,0.0,0.0,7.2E-4,7.2E-4,4.4E-4
8.2,1.6E-4,0.0,0.0,0.0,0.0,1.6E-4,1.6E-4,1.2E-4
8.3,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,4.0E-5,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
