Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 hr Probability,1 hr Supra-Seis Prob,Primary Aftershocks Mean
2.5,0.4000414,0.0,2.0,0.0,0.0,0.3130849,0.0,0.37354037
2.6,0.31685302,0.0,2.0,0.0,0.0,0.2567702,0.0,0.29598343
2.7,0.25304347,0.0,2.0,0.0,0.0,0.21068323,0.0,0.23639752
2.8,0.20082815,0.0,1.0,0.0,0.0,0.17151138,0.0,0.18724638
2.9,0.16045548,0.0,1.0,0.0,0.0,0.13971014,0.0,0.14927536
3.0,0.1284058,0.0,1.0,0.0,0.0,0.11378882,0.0,0.118881986
3.1,0.10132505,0.0,1.0,0.0,0.0,0.09093168,0.0,0.09378882
3.2,0.08144928,0.0,1.0,0.0,0.0,0.07378882,0.0,0.075279504
3.3,0.06443064,0.0,1.0,0.0,0.0,0.058964804,0.0,0.059503105
3.4,0.051966872,0.0,1.0,0.0,0.0,0.04799172,0.0,0.048115943
3.5,0.0415735,0.0,1.0,0.0,0.0,0.038757764,0.0,0.03863354
3.6,0.0331677,0.0,1.0,0.0,0.0,0.030931678,0.0,0.030766046
3.7,0.026708074,0.0,0.0,0.0,0.0,0.024679089,0.0,0.024596274
3.8,0.021449275,0.0,0.0,0.0,0.0,0.02,0.0,0.01958592
3.9,0.01710145,0.0,0.0,0.0,0.0,0.015983436,0.0,0.015569358
4.0,0.013250518,0.0,0.0,0.0,0.0,0.0123395445,0.0,0.011966874
4.1,0.010351967,0.0,0.0,0.0,0.0,0.009772257,0.0,0.009440994
4.2,0.007950311,0.0,0.0,0.0,0.0,0.0076190475,0.0,0.0073706005
4.3,0.006293996,0.0,0.0,0.0,0.0,0.0060041407,0.0,0.0057556937
4.4,0.0051759835,0.0,0.0,0.0,0.0,0.004968944,0.0,0.004761905
4.5,0.004057971,0.0,0.0,0.0,0.0,0.0039337473,0.0,0.0036853002
4.6,0.003188406,0.0,0.0,0.0,0.0,0.0030641821,0.0,0.0029399586
4.7,0.002194617,0.0,0.0,0.0,0.0,0.0021118012,0.0,0.0020289854
4.8,0.0016563147,0.0,0.0,0.0,0.0,0.001573499,0.0,0.001573499
4.9,0.0013250518,0.0,0.0,0.0,0.0,0.001242236,0.0,0.001242236
5.0,9.937888E-4,0.0,0.0,0.0,0.0,9.937888E-4,0.0,9.937888E-4
5.1,9.1097306E-4,0.0,0.0,0.0,0.0,9.1097306E-4,0.0,9.1097306E-4
5.2,6.625259E-4,0.0,0.0,0.0,0.0,6.625259E-4,0.0,6.625259E-4
5.3,4.5548653E-4,0.0,0.0,0.0,0.0,4.5548653E-4,0.0,4.5548653E-4
5.4,3.3126294E-4,0.0,0.0,0.0,0.0,3.3126294E-4,0.0,3.3126294E-4
5.5,2.0703934E-4,0.0,0.0,0.0,0.0,2.0703934E-4,0.0,2.0703934E-4
5.6,2.0703934E-4,0.0,0.0,0.0,0.0,2.0703934E-4,0.0,2.0703934E-4
5.7,1.6563147E-4,0.0,0.0,0.0,0.0,1.6563147E-4,0.0,1.6563147E-4
5.8,8.2815735E-5,0.0,0.0,0.0,0.0,8.2815735E-5,0.0,8.2815735E-5
5.9,8.2815735E-5,0.0,0.0,0.0,0.0,8.2815735E-5,0.0,8.2815735E-5
6.0,4.1407868E-5,0.0,0.0,0.0,0.0,4.1407868E-5,0.0,4.1407868E-5
6.1,4.1407868E-5,0.0,0.0,0.0,0.0,4.1407868E-5,0.0,4.1407868E-5
6.2,4.1407868E-5,0.0,0.0,0.0,0.0,4.1407868E-5,0.0,4.1407868E-5
6.3,4.1407868E-5,0.0,0.0,0.0,0.0,4.1407868E-5,0.0,4.1407868E-5
6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
