Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 wk Probability,1 wk Supra-Seis Prob,Primary Aftershocks Mean
2.5,76.957115,45.0,165.0,65.0,59.0,1.0,0.006333289,52.50323
2.6,61.166775,34.0,132.0,52.0,49.0,1.0,0.006333289,41.73209
2.7,48.563663,26.0,106.0,41.0,41.0,1.0,0.006333289,33.143093
2.8,38.59434,19.0,84.0,33.0,32.0,1.0,0.006333289,26.350443
2.9,30.714409,14.0,68.0,26.0,26.0,1.0,0.006333289,20.966618
3.0,24.370365,11.0,55.0,21.0,20.0,1.0,0.006333289,16.629833
3.1,19.341667,8.0,44.0,16.0,14.0,1.0,0.006333289,13.198179
3.2,15.355984,5.0,35.0,13.0,12.0,0.999934,0.006333289,10.488916
3.3,12.210582,4.0,29.0,10.0,9.0,0.99986804,0.006333289,8.3421955
3.4,9.723183,3.0,23.0,8.0,7.0,0.9992743,0.006333289,6.6373534
3.5,7.741523,2.0,19.0,6.0,6.0,0.9967014,0.006333289,5.2841406
3.6,6.151999,1.0,16.0,5.0,4.0,0.99023616,0.006333289,4.198245
3.7,4.878414,0.0,13.0,4.0,3.0,0.97387516,0.006333289,3.3259006
3.8,3.8673968,0.0,11.0,3.0,2.0,0.9451115,0.006333289,2.638079
3.9,3.0684786,0.0,9.0,2.0,2.0,0.8999208,0.006333289,2.0839162
4.0,2.4420767,0.0,8.0,2.0,1.0,0.84008443,0.006333289,1.658794
4.1,1.9437921,0.0,7.0,1.0,1.0,0.77015436,0.006333289,1.320095
4.2,1.5375379,0.0,6.0,1.0,1.0,0.6930334,0.006333289,1.0481594
4.3,1.2249637,0.0,5.0,1.0,0.0,0.6132075,0.006333289,0.83632404
4.4,0.96760786,0.0,4.0,1.0,0.0,0.530413,0.006333289,0.6605093
4.5,0.76632804,0.0,4.0,0.0,0.0,0.450983,0.006333289,0.52342
4.6,0.6106346,0.0,3.0,0.0,0.0,0.38316402,0.006333289,0.41647974
4.7,0.4801425,0.0,3.0,0.0,0.0,0.32062277,0.006333289,0.32913312
4.8,0.37880987,0.0,2.0,0.0,0.0,0.266394,0.006333289,0.2607204
4.9,0.2988521,0.0,2.0,0.0,0.0,0.21830057,0.006333289,0.20464441
5.0,0.23796016,0.0,2.0,0.0,0.0,0.18076263,0.006333289,0.163544
5.1,0.18881118,0.0,2.0,0.0,0.0,0.14658926,0.006333289,0.13029423
5.2,0.14665523,0.0,1.0,0.0,0.0,0.11617628,0.006333289,0.10126666
5.3,0.1156485,0.0,1.0,0.0,0.0,0.09381185,0.006333289,0.080287635
5.4,0.091041036,0.0,1.0,0.0,0.0,0.07553767,0.006333289,0.06386067
5.5,0.07052381,0.0,1.0,0.0,0.0,0.060166247,0.006333289,0.050270483
5.6,0.05535031,0.0,1.0,0.0,0.0,0.048423275,0.006333289,0.039715003
5.7,0.042485815,0.0,1.0,0.0,0.0,0.037274048,0.006333289,0.030215068
5.8,0.03331574,0.0,1.0,0.0,0.0,0.029753266,0.006333289,0.02355192
5.9,0.024805384,0.0,0.0,0.0,0.0,0.022628315,0.006333289,0.017680433
6.0,0.018867925,0.0,0.0,0.0,0.0,0.017482517,0.006333289,0.013854071
6.1,0.013854071,0.0,0.0,0.0,0.0,0.012864494,0.005343713,0.010291595
6.2,0.009104104,0.0,0.0,0.0,0.0,0.008642301,0.0037603904,0.0071909223
6.3,0.0065312046,0.0,0.0,0.0,0.0,0.0063992613,0.0031666446,0.0052777412
6.4,0.00448608,0.0,0.0,0.0,0.0,0.00448608,0.0024409553,0.0037603904
6.5,0.0034305318,0.0,0.0,0.0,0.0,0.0034305318,0.0018472094,0.0029027576
6.6,0.0028367857,0.0,0.0,0.0,0.0,0.0028367857,0.0018472094,0.0023090118
6.7,0.0025069271,0.0,0.0,0.0,0.0,0.0025069271,0.0017152659,0.0021110964
6.8,0.001979153,0.0,0.0,0.0,0.0,0.001979153,0.0015833223,0.001649294
6.9,0.0017152659,0.0,0.0,0.0,0.0,0.0017152659,0.0015173506,0.001385407
7.0,0.001385407,0.0,0.0,0.0,0.0,0.001385407,0.0011874917,0.0011874917
7.1,0.0010555482,0.0,0.0,0.0,0.0,0.0010555482,0.0010555482,9.895765E-4
7.2,9.236047E-4,0.0,0.0,0.0,0.0,9.236047E-4,9.236047E-4,8.5763296E-4
7.3,3.9583058E-4,0.0,0.0,0.0,0.0,3.9583058E-4,3.9583058E-4,3.9583058E-4
7.4,2.6388705E-4,0.0,0.0,0.0,0.0,2.6388705E-4,2.6388705E-4,2.6388705E-4
7.5,2.6388705E-4,0.0,0.0,0.0,0.0,2.6388705E-4,2.6388705E-4,2.6388705E-4
7.6,1.3194353E-4,0.0,0.0,0.0,0.0,1.3194353E-4,1.3194353E-4,1.3194353E-4
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
