Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 yr Probability,1 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,1123.6354,701.0,3169.0,882.0,797.0,1.0,0.08491367,555.76935
2.6,892.46606,554.0,2523.0,701.0,666.0,1.0,0.08491367,441.4727
2.7,708.8678,436.0,2005.0,558.0,501.0,1.0,0.08491367,350.65637
2.8,563.0955,343.0,1589.0,444.0,414.0,1.0,0.08491367,278.50824
2.9,447.23825,270.0,1263.0,353.0,325.0,1.0,0.08491367,221.22545
3.0,355.2196,211.0,1001.0,281.0,257.0,1.0,0.08491367,175.70726
3.1,282.125,165.0,796.0,223.0,203.0,1.0,0.08491367,139.53966
3.2,224.13412,129.0,637.0,178.0,158.0,1.0,0.08491367,110.862755
3.3,178.00658,100.0,505.0,141.0,129.0,1.0,0.08491367,88.068886
3.4,141.42297,78.0,402.0,113.0,103.0,1.0,0.08491367,69.95592
3.5,112.3277,60.0,321.0,90.0,78.0,1.0,0.08491367,55.572247
3.6,89.199615,46.0,254.0,71.0,63.0,1.0,0.08491367,44.132927
3.7,70.81556,35.0,202.0,57.0,53.0,1.0,0.08491367,35.041325
3.8,56.21455,27.0,161.0,45.0,40.0,1.0,0.08491367,27.819416
3.9,44.647396,20.0,129.0,36.0,32.0,1.0,0.08491367,22.092875
4.0,35.444275,15.0,103.0,28.0,24.0,1.0,0.08491367,17.54833
4.1,28.139505,11.0,82.0,23.0,20.0,1.0,0.08491367,13.935112
4.2,22.339937,8.0,66.0,18.0,15.0,0.9999646,0.08491367,11.070868
4.3,17.730646,6.0,53.0,14.0,13.0,0.9999646,0.08491367,8.784248
4.4,14.050913,4.0,42.0,11.0,10.0,0.9998231,0.08491367,6.971412
4.5,11.143575,3.0,33.0,9.0,8.0,0.9990801,0.08491367,5.535593
4.6,8.845952,2.0,27.0,7.0,6.0,0.996285,0.08491367,4.3948483
4.7,7.0023,1.0,22.0,5.0,4.0,0.9881121,0.08491367,3.4756227
4.8,5.5487194,0.0,18.0,4.0,3.0,0.97208464,0.08491367,2.7573237
4.9,4.3949194,0.0,15.0,3.0,2.0,0.94505376,0.08491367,2.187907
5.0,3.4695725,0.0,12.0,3.0,2.0,0.90111095,0.08491367,1.7274271
5.1,2.7357416,0.0,10.0,2.0,1.0,0.8454925,0.08491367,1.3639612
5.2,2.1528447,0.0,8.0,1.0,1.0,0.7745542,0.08491367,1.0723889
5.3,1.6940985,0.0,7.0,1.0,0.0,0.6941339,0.08491367,0.84266204
5.4,1.325184,0.0,6.0,1.0,0.0,0.61151993,0.08491367,0.6619375
5.5,1.0360175,0.0,5.0,1.0,0.0,0.5271724,0.08491367,0.51991934
5.6,0.80360174,0.0,4.0,0.0,0.0,0.44852108,0.08491367,0.4037999
5.7,0.61891454,0.0,4.0,0.0,0.0,0.3738678,0.08491367,0.3099349
5.8,0.47569346,0.0,3.0,0.0,0.0,0.30805972,0.08491367,0.23892584
5.9,0.36233371,0.0,2.0,0.0,0.0,0.24964619,0.08491367,0.18213983
6.0,0.28523916,0.0,2.0,0.0,0.0,0.20400509,0.08491367,0.14261958
6.1,0.20977215,0.0,2.0,0.0,0.0,0.15772714,0.072955,0.10716813
6.2,0.13943532,0.0,1.0,0.0,0.0,0.110600054,0.055193886,0.072318144
6.3,0.10515143,0.0,1.0,0.0,0.0,0.08639966,0.046950184,0.055087745
6.4,0.08056185,0.0,1.0,0.0,0.0,0.0661619,0.039343335,0.041430794
6.5,0.06248231,0.0,1.0,0.0,0.0,0.05183272,0.033682425,0.031807248
6.6,0.05080668,0.0,1.0,0.0,0.0,0.04426125,0.031276535,0.027278516
6.7,0.04111237,0.0,1.0,0.0,0.0,0.036619022,0.02795075,0.02285593
6.8,0.033894707,0.0,1.0,0.0,0.0,0.030710444,0.025155675,0.019388622
6.9,0.0274908,0.0,1.0,0.0,0.0,0.025898669,0.022219077,0.016593546
7.0,0.02243136,0.0,0.0,0.0,0.0,0.021546844,0.019176338,0.013621568
7.1,0.019777808,0.0,0.0,0.0,0.0,0.019105576,0.01776111,0.011958675
7.2,0.015567507,0.0,0.0,0.0,0.0,0.015213699,0.014399943,0.009588169
7.3,0.010472686,0.0,0.0,0.0,0.0,0.010295782,0.0100481175,0.0063685253
7.4,0.009234361,0.0,0.0,0.0,0.0,0.0090928385,0.008951317,0.0054486273
7.5,0.0071822815,0.0,0.0,0.0,0.0,0.0071469005,0.00711152,0.004174922
7.6,0.0033257855,0.0,0.0,0.0,0.0,0.0032904048,0.0032904048,0.0020520804
