Subsection Index,Subsection Name,Total Mean Annual Rate,Total 100 Year Prob
0,"Airport Lake, Subsection 0",1.7E-4,0.017
1,"Airport Lake, Subsection 1",1.8E-4,0.018
2,"Airport Lake, Subsection 2",2.0E-4,0.02
3,"Airport Lake, Subsection 3",2.0E-4,0.02
4,"Airport Lake, Subsection 4",1.7E-4,0.017
5,"Airport Lake, Subsection 5",1.6E-4,0.016
6,"Almanor 2011 CFM, Subsection 0",6.8E-4,0.068
7,"Almanor 2011 CFM, Subsection 1",7.0E-4,0.07
8,"Almanor 2011 CFM, Subsection 2",7.3E-4,0.072
9,"Almanor 2011 CFM, Subsection 3",7.3E-4,0.072
10,"Almanor 2011 CFM, Subsection 4",7.4E-4,0.073
11,"Almanor 2011 CFM, Subsection 5",7.4E-4,0.073
12,"Almanor 2011 CFM, Subsection 6",6.4E-4,0.064
13,"Anacapa-Dume alt 1, Subsection 0",1.8E-4,0.018
14,"Anacapa-Dume alt 1, Subsection 1",2.2E-4,0.022
15,"Anacapa-Dume alt 1, Subsection 2",1.9E-4,0.019
16,"Anacapa-Dume alt 1, Subsection 3",1.9E-4,0.019
17,"Anacapa-Dume alt 1, Subsection 4",1.1E-4,0.011
18,"Anaheim, Subsection 0",3.0E-5,0.003
19,"Anaheim, Subsection 1",4.0E-5,0.004
20,"Anaheim, Subsection 2",4.0E-5,0.004
21,"Antelope Valley 2011, Subsection 0",4.1E-4,0.041
22,"Antelope Valley 2011, Subsection 1",4.8E-4,0.048
23,"Antelope Valley 2011, Subsection 2",5.5E-4,0.055
24,"Antelope Valley 2011, Subsection 3",5.7E-4,0.057
25,"Antelope Valley 2011, Subsection 4",5.0E-4,0.05
26,"Antelope Valley 2011, Subsection 5",4.7E-4,0.047
27,"Ash Hill, Subsection 0",1.8E-4,0.018
28,"Ash Hill, Subsection 1",2.3E-4,0.023
29,"Ash Hill, Subsection 2",2.7E-4,0.027
30,"Ash Hill, Subsection 3",2.9E-4,0.029
31,"Ash Hill, Subsection 4",2.6E-4,0.026
32,"Ash Hill, Subsection 5",2.5E-4,0.025
33,"Ash Hill, Subsection 6",1.9E-4,0.019
34,"Ash Hill, Subsection 7",1.6E-4,0.016
35,"Baker, Subsection 0",9.0E-5,0.009
36,"Baker, Subsection 1",9.0E-5,0.009
37,"Baker, Subsection 2",9.0E-5,0.009
38,"Baker, Subsection 3",9.0E-5,0.009
39,"Baker, Subsection 4",9.0E-5,0.009
40,"Baker, Subsection 5",9.0E-5,0.009
41,"Baker, Subsection 6",9.0E-5,0.009
42,"Baker, Subsection 7",9.0E-5,0.009
43,"Baker, Subsection 8",7.0E-5,0.007
44,"Baker, Subsection 9",6.0E-5,0.006
45,"Baker, Subsection 10",5.0E-5,0.005
46,"Baker, Subsection 11",5.0E-5,0.005
47,"Baker, Subsection 12",5.0E-5,0.005
48,"Baker, Subsection 13",5.0E-5,0.005
49,"Bartlett Springs 2011 CFM, Subsection 0",8.7E-4,0.087
50,"Bartlett Springs 2011 CFM, Subsection 1",8.7E-4,0.087
51,"Bartlett Springs 2011 CFM, Subsection 2",8.0E-4,0.08
52,"Bartlett Springs 2011 CFM, Subsection 3",7.7E-4,0.077
53,"Bartlett Springs 2011 CFM, Subsection 4",7.5E-4,0.075
54,"Bartlett Springs 2011 CFM, Subsection 5",7.4E-4,0.074
55,"Bartlett Springs 2011 CFM, Subsection 6",7.0E-4,0.07
56,"Bartlett Springs 2011 CFM, Subsection 7",6.7E-4,0.067
57,"Bartlett Springs 2011 CFM, Subsection 8",6.9E-4,0.069
58,"Bartlett Springs 2011 CFM, Subsection 9",7.1E-4,0.071
59,"Bartlett Springs 2011 CFM, Subsection 10",6.6E-4,0.066
60,"Bartlett Springs 2011 CFM, Subsection 11",6.5E-4,0.065
61,"Bartlett Springs 2011 CFM, Subsection 12",7.9E-4,0.079
62,"Bartlett Springs 2011 CFM, Subsection 13",8.0E-4,0.08
63,"Bartlett Springs 2011 CFM, Subsection 14",8.2E-4,0.082
