Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 d Probability,1 d Supra-Seis Prob,Primary Aftershocks Mean
2.5,2706.852,2388.0,3920.0,2589.0,2539.0,1.0,0.18995,2131.2744
2.6,2150.1252,1889.0,3120.0,2057.0,2033.0,1.0,0.18995,1692.9287
2.7,1707.9763,1494.0,2480.0,1635.0,1613.0,1.0,0.18995,1344.8236
2.8,1356.7393,1181.0,1974.0,1299.0,1278.0,1.0,0.18995,1068.2491
2.9,1077.6271,933.0,1569.0,1033.0,1016.0,1.0,0.18995,848.47754
3.0,855.9022,735.0,1246.0,821.0,808.0,1.0,0.18995,673.9144
3.1,679.81836,579.0,991.0,653.0,643.0,1.0,0.18995,535.28613
3.2,539.9035,456.0,790.0,519.0,516.0,1.0,0.18995,425.1279
3.3,428.8017,358.0,628.0,412.0,404.0,1.0,0.18995,337.6485
3.4,340.52618,281.0,500.0,328.0,319.0,1.0,0.18995,268.1413
3.5,270.4482,220.0,400.0,260.0,260.0,1.0,0.18995,212.9641
3.6,214.76392,172.0,318.0,207.0,204.0,1.0,0.18995,169.1163
3.7,170.49026,134.0,254.0,164.0,161.0,1.0,0.18995,134.26614
3.8,135.3814,104.0,202.0,131.0,126.0,1.0,0.18995,106.60896
3.9,107.48698,80.0,162.0,104.0,101.0,1.0,0.18995,84.63821
4.0,85.32689,62.0,129.0,82.0,79.0,1.0,0.18995,67.18886
4.1,67.71996,48.0,104.0,65.0,64.0,1.0,0.18995,53.33017
4.2,53.74886,36.0,83.0,52.0,51.0,1.0,0.18995,42.33487
4.3,42.63985,27.0,67.0,41.0,39.0,1.0,0.18995,33.58731
4.4,33.8201,21.0,54.0,33.0,33.0,1.0,0.18995,26.63846
4.5,26.81909,15.0,44.0,26.0,25.0,1.0,0.18995,21.12639
4.6,21.25193,11.0,36.0,20.0,20.0,1.0,0.18995,16.74266
4.7,16.82395,8.0,29.0,16.0,15.0,1.0,0.18995,13.25663
4.8,13.30826,6.0,24.0,13.0,12.0,0.99999,0.18995,10.48584
4.9,10.52188,4.0,20.0,10.0,9.0,0.99992,0.18995,8.29024
5.0,8.31319,3.0,16.0,8.0,7.0,0.99946,0.18995,6.55319
5.1,6.5543,2.0,14.0,6.0,6.0,0.99729,0.18995,5.16752
5.2,5.15531,1.0,11.0,5.0,4.0,0.99028,0.18995,4.06351
5.3,4.04635,0.0,9.0,4.0,3.0,0.97453,0.18995,3.18745
5.4,3.16082,0.0,8.0,3.0,2.0,0.94423,0.18995,2.48927
5.5,2.4642,0.0,7.0,2.0,2.0,0.89613,0.18995,1.9417
5.6,1.90508,0.0,5.0,2.0,1.0,0.82893,0.18995,1.50303
5.7,1.46174,0.0,5.0,1.0,1.0,0.74325,0.18995,1.15444
5.8,1.10903,0.0,4.0,1.0,0.0,0.64549,0.18995,0.87497
5.9,0.83491,0.0,3.0,1.0,0.0,0.54329,0.18988,0.65869
6.0,0.63539,0.0,3.0,0.0,0.0,0.45149,0.18978,0.50052
6.1,0.46258,0.0,2.0,0.0,0.0,0.35675,0.167,0.36615
6.2,0.30064,0.0,2.0,0.0,0.0,0.25078,0.12888,0.2375
6.3,0.22781,0.0,2.0,0.0,0.0,0.19812,0.11188,0.18045
6.4,0.17003,0.0,1.0,0.0,0.0,0.1518,0.09592,0.13409
6.5,0.13208,0.0,1.0,0.0,0.0,0.12031,0.08464,0.10428
6.6,0.11135,0.0,1.0,0.0,0.0,0.10393,0.07904,0.08915
6.7,0.09122,0.0,1.0,0.0,0.0,0.08621,0.06895,0.07354
6.8,0.07529,0.0,1.0,0.0,0.0,0.0721,0.06006,0.06096
6.9,0.05975,0.0,1.0,0.0,0.0,0.05796,0.0498,0.04884
7.0,0.04596,0.0,1.0,0.0,0.0,0.04512,0.03997,0.03753
7.1,0.03829,0.0,1.0,0.0,0.0,0.03781,0.03483,0.03137
7.2,0.02878,0.0,1.0,0.0,0.0,0.02851,0.02685,0.02342
7.3,0.02008,0.0,0.0,0.0,0.0,0.0199,0.01914,0.01633
7.4,0.01778,0.0,0.0,0.0,0.0,0.01768,0.01738,0.01453
7.5,0.01398,0.0,0.0,0.0,0.0,0.01389,0.01382,0.01152
7.6,0.00728,0.0,0.0,0.0,0.0,0.00726,0.00722,0.00603
7.7,0.00237,0.0,0.0,0.0,0.0,0.00237,0.00235,0.00189
7.8,0.00147,0.0,0.0,0.0,0.0,0.00147,0.00146,0.00122
7.9,9.9E-4,0.0,0.0,0.0,0.0,9.9E-4,9.9E-4,8.2E-4
8.0,2.8E-4,0.0,0.0,0.0,0.0,2.8E-4,2.8E-4,2.2E-4
8.1,2.0E-5,0.0,0.0,0.0,0.0,2.0E-5,2.0E-5,2.0E-5
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
