Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 wk Probability,1 wk Supra-Seis Prob,Primary Aftershocks Mean
2.5,3462.4956,3002.0,5498.0,3280.0,3221.0,1.0,0.23404,2574.1692
2.6,2750.4124,2377.0,4368.0,2607.0,2560.0,1.0,0.23404,2044.7648
2.7,2184.7686,1882.0,3469.0,2072.0,2029.0,1.0,0.23404,1624.2655
2.8,1735.4747,1489.0,2759.0,1647.0,1604.0,1.0,0.23404,1290.2303
2.9,1378.4679,1176.0,2189.0,1309.0,1281.0,1.0,0.23404,1024.8047
3.0,1094.8584,929.0,1742.0,1040.0,1021.0,1.0,0.23404,813.9673
3.1,869.60175,733.0,1385.0,827.0,812.0,1.0,0.23404,646.5197
3.2,690.623,578.0,1098.0,657.0,636.0,1.0,0.23404,513.4752
3.3,548.4814,454.0,873.0,522.0,510.0,1.0,0.23404,407.79678
3.4,435.56293,357.0,695.0,415.0,407.0,1.0,0.23404,323.8499
3.5,345.91193,280.0,552.0,330.0,320.0,1.0,0.23404,257.20856
3.6,274.70135,219.0,439.0,262.0,257.0,1.0,0.23404,204.25159
3.7,218.08076,171.0,349.0,208.0,204.0,1.0,0.23404,162.16022
3.8,173.17017,134.0,278.0,166.0,160.0,1.0,0.23404,128.75487
3.9,137.48158,104.0,221.0,132.0,130.0,1.0,0.23404,102.21702
4.0,109.13963,80.0,176.0,105.0,102.0,1.0,0.23404,81.14539
4.1,86.6131,62.0,141.0,83.0,82.0,1.0,0.23404,64.39719
4.2,68.75154,47.0,113.0,66.0,64.0,1.0,0.23404,51.12523
4.3,54.54553,36.0,90.0,52.0,50.0,1.0,0.23404,40.5651
4.4,43.25849,27.0,72.0,42.0,41.0,1.0,0.23404,32.17137
4.5,34.29771,21.0,58.0,33.0,32.0,1.0,0.23404,25.5096
4.6,27.17629,15.0,47.0,26.0,25.0,1.0,0.23404,20.21376
4.7,21.51094,11.0,38.0,21.0,20.0,1.0,0.23404,16.00212
4.8,17.01603,8.0,31.0,16.0,16.0,1.0,0.23404,12.65854
4.9,13.45458,6.0,25.0,13.0,12.0,1.0,0.23404,10.00651
5.0,10.63075,4.0,21.0,10.0,10.0,0.99992,0.23404,7.90947
5.1,8.38093,3.0,17.0,8.0,7.0,0.99935,0.23404,6.23771
5.2,6.59023,2.0,14.0,6.0,5.0,0.99677,0.23404,4.90427
5.3,5.17148,1.0,12.0,5.0,4.0,0.9895,0.23404,3.84625
5.4,4.04333,0.0,10.0,4.0,3.0,0.97262,0.23404,3.00491
5.5,3.15017,0.0,8.0,3.0,2.0,0.94048,0.23404,2.34274
5.6,2.43648,0.0,7.0,2.0,2.0,0.8897,0.23404,1.81402
5.7,1.86989,0.0,5.0,2.0,1.0,0.81785,0.23404,1.39415
5.8,1.41873,0.0,5.0,1.0,1.0,0.72827,0.23404,1.05692
5.9,1.06908,0.0,4.0,1.0,0.0,0.62808,0.23397,0.79681
6.0,0.8143,0.0,3.0,1.0,0.0,0.53275,0.23387,0.60563
6.1,0.59224,0.0,3.0,0.0,0.0,0.42906,0.20617,0.44275
6.2,0.38536,0.0,2.0,0.0,0.0,0.307,0.15963,0.28727
6.3,0.29162,0.0,2.0,0.0,0.0,0.24417,0.13826,0.21835
6.4,0.21804,0.0,2.0,0.0,0.0,0.18881,0.11904,0.16219
6.5,0.16893,0.0,1.0,0.0,0.0,0.1499,0.1052,0.12577
6.6,0.14168,0.0,1.0,0.0,0.0,0.12964,0.09837,0.10732
6.7,0.11542,0.0,1.0,0.0,0.0,0.10723,0.08556,0.0882
6.8,0.09487,0.0,1.0,0.0,0.0,0.0897,0.07463,0.07302
6.9,0.07516,0.0,1.0,0.0,0.0,0.07222,0.06196,0.0585
7.0,0.05763,0.0,1.0,0.0,0.0,0.05618,0.04983,0.04484
7.1,0.04797,0.0,1.0,0.0,0.0,0.04713,0.04353,0.03748
7.2,0.03608,0.0,1.0,0.0,0.0,0.03562,0.03365,0.02797
7.3,0.02532,0.0,1.0,0.0,0.0,0.02505,0.02418,0.01958
7.4,0.02239,0.0,0.0,0.0,0.0,0.02224,0.0219,0.01743
7.5,0.01768,0.0,0.0,0.0,0.0,0.01756,0.01749,0.01385
7.6,0.00924,0.0,0.0,0.0,0.0,0.0092,0.00916,0.00726
7.7,0.00296,0.0,0.0,0.0,0.0,0.00295,0.00293,0.00229
7.8,0.00181,0.0,0.0,0.0,0.0,0.00181,0.0018,0.00148
7.9,0.00116,0.0,0.0,0.0,0.0,0.00116,0.00116,9.5E-4
8.0,3.7E-4,0.0,0.0,0.0,0.0,3.7E-4,3.7E-4,3.0E-4
8.1,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,4.0E-5,3.0E-5
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
